,EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
415,202071505,K2C0,-1,1,3.5554582,0.0013735,56775.778484,0.031996,0.0642,0.0436,0.04,0.0361,0.3162,0.31,99.2913,16.1094,-1.0,-1.0,10.1,-1.0,-1.0,-1.0,False,,-2147483648,1329-1160-1 ,1635378410781933568,3357133596049761792,560821,2015.0,99.2912378644,0.322486210612,16.1093606417,0.368660678021,1.199912138,0.293772619352,-2.65697465339,1.58284312918,-2.88178655907,1.46432528904,-0.702991068363,-0.17024576664,-0.826196730137,0.807230770588,-0.303219527006,0.697885513306,-0.765661180019,0.273859500885,-0.214541777968,-0.949081897736,79,79,79,74,0,5,,0.491651974124,247.114304324,True,4.86891841888,3.71957492828,2.34968010773e-05,5,9,False,0.49426317215,0.376623928547,0.678890168667,0.91989582777,-96.1245269775,35.4022674561,-24.5822639465,-42.0439109802,76,1417139.3631,1435.33216629,10.1462386604,NOT_AVAILABLE,196.972821217,4.20395558596,98.9917332707,-7.04037846375,5.57894600108e-05
422,212024647,K2C5,-1,1,3.696523,0.0005066,2457142.10323,0.02195,0.159,0.0206,0.0322,0.0475,0.4808,0.25,127.9352,20.6638,-1.0,-1.0,10.279,-1.0,-1.0,-1.0,False,,-2147483648,1391-162-1 ,1635378410781933568,663154151777115648,1484806,2015.0,127.935293242,0.311532236531,20.6637032625,0.201127557915,4.87105443501,0.488421540466,12.6659960642,1.52738952728,-17.2570860385,0.970321006048,-0.632416784763,-0.270033359528,0.0679752379656,-0.183704063296,0.643473267555,0.0954936295748,-0.282399594784,0.439777135849,-0.522986888885,-0.869909465313,186,186,183,180,3,6,,0.619896458832,608.375946468,True,6.09072542191,2.37880158424,3.28178757627e-05,5,28,True,0.520038247108,0.864958047867,0.618621349335,0.729583799839,34.2024612427,24.8738365173,27.6208972931,28.7005767822,237,1495167.06974,2527.53584767,10.0880457554,NOT_AVAILABLE,203.997082756,30.9196238061,125.13357152,1.7315765234,4.24820958771e-05
423,60021491,K2E,-1,1,3.7116193,-1.0,55001.674674,0.042369,0.2877,0.003,0.0617,0.2114,0.3539,0.42,0.4467,-3.1685,-1.0,-1.0,11.414,-1.0,-1.0,-1.0,False,,-2147483648,4666-383-1 ,1635378410781933568,2448166199494761600,1798306,2015.0,0.44685223176,0.429594925933,-3.1685166309,0.186791303495,2.94202280699,0.586781659601,22.203873145,1.93845579182,-9.98779839564,0.891184040401,0.920312047005,0.782732903957,-0.861359536648,-0.891197264194,0.847553253174,-0.917293667793,-0.900312721729,-0.926771342754,-0.923671126366,0.959648668766,186,186,183,178,3,8,,0.442992970014,588.909720823,True,4.40843057632,4.64277887344,3.83861661248e-05,5,22,True,0.144687741995,0.841990888119,0.190813064575,0.544983267784,1.56710016727,-16.1457576752,-7.74985551834,-16.5612068176,184,466034.299366,3346.33128968,11.3537253608,NOT_AVAILABLE,94.4421064068,-63.2602369247,359.148376322,-3.08454577381,6.45171483892e-05
424,203294831,K2C2,-1,1,3.7180741,0.000471,56897.379506,0.021616,0.0463,0.0435,0.0325,0.0309,0.4987,0.32,239.8792,-26.6044,-1.0,-1.0,11.571,-1.0,-1.0,-1.0,False,,-2147483648,6787-455-1 ,1635378410781933568,6043220299182605824,1860844,2015.0,239.879205668,0.313507796248,-26.6043654545,0.124417777256,1.90944387074,0.225241436552,2.44238463691,1.14521381787,-4.79620470443,0.464892279394,0.415323406458,-0.126129582524,-0.697754561901,-0.47963103652,0.0887505039573,-0.546338319778,-0.807421922684,0.0275144949555,-0.0808245390654,0.651711881161,222,222,220,215,2,7,,0.324149436785,158.386219361,True,3.29698705673,8.98851108551,2.83535955532e-05,5,27,False,0.502957224846,0.806844830513,0.3817063272,0.463321089745,-167.400253296,-0.874186336994,-50.7848167419,-2.80697989464,238,253458.724873,275.987394748,12.0150019497,NOT_AVAILABLE,346.968186622,19.773463882,243.185608238,-5.92566341184,5.47685122141e-05
432,202060541,K2C0,-1,1,4.0493714,0.0015784,56777.421978,0.376537,0.0261,-1.0,0.2297,-1.0,1.0,0.76,94.0826,20.9127,-1.0,-1.0,10.2,-1.0,-1.0,-1.0,False,,-2147483648,1327-50-1   ,1635378410781933568,3376579730497095168,1620336,2015.0,94.0825683325,13.0735685831,20.9127270239,13.1414629825,1.97223332352,0.912762702105,0.185053076819,1.39666492848,-1.34534170126,0.930224276713,-0.999924719334,0.984136939049,0.727271080017,0.279678374529,-0.984914124012,-0.727990448475,-0.280443578959,0.735532879829,0.255995184183,-0.407829105854,34,34,33,34,1,0,,0.33315353289,64.0341813786,True,3.38024806976,7.58569669724,3.03147990053e-05,5,4,False,0.45511084795,0.998051047325,0.459584623575,0.992218375206,-138.779251099,44.098739624,-18.7537689209,44.0988731384,34,1425517.32599,5910.35709848,10.1398388134,NOT_AVAILABLE,190.417357727,2.05770941116,93.8167909662,-2.47247937694,4.4564034248e-05
436,202064026,K2C0,-1,1,4.0679089,0.0015784,56777.046479,0.071903,0.6286,0.0598,0.095,0.0813,0.5005,0.53,96.2554,17.9702,-1.0,-1.0,11.2,-1.0,-1.0,-1.0,False,,-2147483648,1332-339-1  ,1635378410781933568,3370549940010738688,1521394,2015.0,96.255426288,1.09614240339,17.9701708583,1.15201683523,1.48003838728,0.268585350546,3.37021699831,3.99097491338,-9.19064637639,3.80910653552,-0.974489808083,-0.220059528947,-0.983913421631,0.979591786861,0.111448973417,0.97031211853,-0.978687286377,0.266758769751,-0.257384866476,-0.991863548756,62,62,62,59,0,3,,0.404643327811,290.838344026,True,4.04731082916,5.44328117371,3.84089471481e-05,5,9,False,0.457116276026,0.445890963078,0.633376777172,0.935582637787,-99.3897857666,37.5383682251,-25.0125732422,-42.9693870544,70,604398.408048,1444.1219931,11.0714617844,NOT_AVAILABLE,193.98034644,2.48276516796,95.9751750832,-5.33945590778,1.42814500217e-05
447,202068807,K2C0,-1,1,4.2448425,0.001923,56775.138904,0.038902,0.129,0.0434,0.0477,0.0459,0.6407,0.35,95.1747,23.2933,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,False,,-2147483648,1878-947-1  ,1635378410781933568,3377473702168898432,222913,2015.0,95.1744382294,0.467585695526,23.2933502895,0.484637373676,0.709099113741,0.326505805025,-0.913197211544,1.95237970531,-4.20560600213,1.8377452338,-0.7757589221,-0.0122615359724,-0.903144836426,0.865906715393,-0.34014570713,0.79081183672,-0.83777064085,0.112478293478,-0.0930431634188,-0.953797519207,81,81,81,75,0,6,,0.639451053044,214.249332573,True,6.27775526047,2.40439629555,2.29558954743e-05,5,9,False,0.50003606081,0.197020947933,0.690423429012,0.941347420216,-77.3125686646,20.5410289764,-28.5916919708,-41.7485809326,80,191827.120012,116.230349608,12.3174950474,NOT_AVAILABLE,188.791431978,4.07134466558,94.7516854038,-0.0606211049935,0.000246154411401
449,211732801,K2C5,-1,1,4.26297,0.0005905,2457141.40586,0.031979,0.0728,0.0751,0.0409,0.0423,0.4996,0.39,129.4696,16.3657,-1.0,-1.0,10.655,-1.0,-1.0,-1.0,False,,-2147483648,1392-1228-1,1635378410781933568,658006685012519552,137805,2015.0,129.469677911,0.333810983344,16.3656966893,0.129117530001,2.33007942865,0.696870629875,9.07593421277,2.3220604809,-10.517790273,1.05493795898,-0.830986738205,-0.909033834934,-0.75174343586,0.719992339611,0.827720165253,0.702465951443,-0.707534432411,0.937462091446,-0.919130265713,-0.986714422703,44,44,43,44,1,0,,0.206086531121,52.4498250503,True,2.23374509811,19.6500072479,2.56188777712e-05,5,8,True,0.768546521664,0.445148855448,0.0462205037475,0.391479820013,-168.955276489,15.5877923965,41.2120437622,-34.4657745361,59,924056.101966,3055.45651782,10.6105242158,NOT_AVAILABLE,209.27670952,30.7285465052,127.612100917,-2.06943022576,5.48244044015e-05
465,210750052,K2C4,-1,1,4.6232653,-1.0,2457062.01178,0.147365,0.0194,0.0084,0.0319,0.0295,0.5507,0.24,55.3563,19.1097,-1.0,-1.0,11.403,-1.0,-1.0,-1.0,False,,-2147483648,1243-388-1 ,1635378410781933568,57018233475052032,198480,2015.0,55.3562410257,0.761429106483,19.1095596336,0.396336934815,1.1750394712,0.745291432336,9.74424744622,1.46868194198,-2.745420795,0.878310859649,-0.127927407622,-0.467836260796,-0.458662092686,0.330839842558,-0.502034902573,0.549196064472,-0.64219379425,-0.293771326542,0.229554191232,-0.535262346268,86,86,86,83,0,3,,1.41542404887,810.192344154,True,13.7547721863,0.490622967482,3.23003550875e-05,5,18,False,0.336052954197,0.516838014126,0.432822883129,0.423304259777,-164.94744873,4.19984769821,-25.886510849,27.9144744873,153,483840.866941,1515.73676502,11.3130136947,NOT_AVAILABLE,169.276814448,-28.0838764054,57.5090052594,-0.507502951828,0.000160937314957
467,204054616,K2C2,-1,1,4.6600831,0.0006381,56898.507102,0.081454,0.2271,0.2108,0.0712,0.0711,0.4998,0.5,242.2126,-23.8504,-1.0,-1.0,10.663,-1.0,-1.0,-1.0,False,,-2147483648,6780-1523-1,1635378410781933568,6242052614691763072,1960265,2015.0,242.21258035,1.08547419424,-23.8503873841,0.372693866188,1.12882305451,0.673680914566,-4.64343106048,2.50198052029,1.1041981404,0.976048514826,-0.860237061977,-0.97837138176,-0.98417454958,0.796961247921,0.902187526226,0.795458257198,-0.977140903473,0.955996513367,-0.85261207819,-0.709834456444,83,83,82,80,1,3,,0.286874597867,123.585794069,True,2.95476794243,10.4119005203,2.68303265329e-05,5,12,True,0.377365648746,0.639365375042,0.178868561983,0.359473198652,-157.36831665,-7.91212892532,-50.81092453,-21.1278133392,93,918485.89996,7135.0094855,10.6170888297,NOT_AVAILABLE,350.628045076,20.2337258008,244.729209507,-2.81597443764,8.13234737367e-06
468,202071828,K2C0,-1,1,4.708332,0.001923,56775.001163,-1.0,0.0046,-1.0,0.1015,-1.0,1.0,-1.0,98.1627,25.0219,-1.0,-1.0,10.9,-1.0,-1.0,-1.0,False,,-2147483648,1883-2053-1 ,1635378410781933568,3383916290551950720,1608178,2015.0,98.1627245336,0.4648242352,25.0219021481,0.479506753188,2.03313622486,0.402313840524,-1.60720791438,1.8770269048,-4.30771449517,1.85203612079,-0.637760698795,0.109279721975,-0.789558112621,0.714052677155,-0.371160984039,0.66045576334,-0.772536218166,0.128471150994,-0.0742014572024,-0.882705926895,56,56,56,51,0,5,,0.766903160621,520.967831887,True,7.49983739853,1.61694169044,3.95919269067e-05,5,8,False,0.471672236919,0.186103984714,0.633591234684,0.919914364815,-57.6626205444,11.4754714966,-29.4359607697,-39.3376502991,55,634862.618356,1436.70832841,11.018070674,NOT_AVAILABLE,188.500339052,7.2864756945,97.3957669969,1.79194149674,3.52235612091e-05
469,60018343,K2E,-1,1,4.7343898,-1.0,54999.962785,0.038027,0.014,-1.0,0.0525,-1.0,1.0,0.39,2.2416,2.945,-1.0,-1.0,10.05,-1.0,-1.0,-1.0,False,,-2147483648,4-331-1    ,1635378410781933568,2740529949092928896,378902,2015.0,2.2416402419,0.646978465881,2.94501124917,0.352236713025,3.44021152351,0.823764493237,17.0970877148,1.2467189688,0.366376426555,0.604745430719,0.933203279972,-0.530324518681,-0.415862828493,-0.386487603188,-0.609968841076,-0.324207365513,-0.325022310019,-0.374314725399,-0.361655831337,0.818387627602,103,103,103,102,0,1,,0.666905976241,278.429684542,True,6.54058933258,2.0398786068,2.33896880673e-05,5,13,True,0.458244413137,0.844509422779,0.37061175704,0.599961578846,171.215606689,-23.6416282654,50.4375305176,-26.2477169037,102,1672322.77821,2859.89297843,9.96646980084,NOT_AVAILABLE,102.475441202,-58.229853463,3.22769870898,1.81083281331,3.25357694624e-05
477,201567796,K2C1,-1,1,5.0086131,0.0006935,2003.318745,0.03142,0.0499,-1.0,0.0425,-1.0,1.0,0.31,172.1742,1.5519,-1.0,-1.0,12.363,-1.0,-1.0,-1.0,False,,-2147483648,264-962-1   ,1635378410781933568,3798491582211789312,1912950,2015.0,172.174198172,0.492124767501,1.55185886001,0.23284506335,1.92996971005,0.843056438407,-11.8738255786,2.8672326722,0.354266101463,1.20973669705,-0.844243824482,-0.894767820835,-0.915261030197,0.913347542286,0.770846605301,0.834897279739,-0.798310637474,0.961665451527,-0.942770183086,-0.950620949268,160,160,160,143,0,17,,0.825596053405,226.364962003,True,8.06396961212,1.44647467136,2.26881184062e-05,5,18,False,0.242193892598,0.517650365829,0.28671875596,0.177494063973,-9.88702201843,21.6245994568,3.15811085701,-19.6085128784,159,204241.745917,88.9510964071,12.2494087781,NOT_AVAILABLE,261.660095479,57.635341407,172.200286563,-1.67872115108,6.39247431347e-05
482,201626686,K2C1,-1,1,5.2801131,0.0006935,1973.086433,0.03258,0.0003,-1.0,0.0302,-1.0,1.0,0.22,169.4471,2.456,-1.0,-1.0,11.471,-1.0,-1.0,-1.0,False,,-2147483648,263-1053-1  ,1635378410781933568,3810995778197919232,888748,2015.0,169.446968759,0.448208091229,2.45607837515,0.228970264616,1.62839169325,0.745556660405,-31.5949091768,2.6352619078,13.6773755021,1.2118018795,-0.696794569492,-0.849830210209,-0.858961701393,0.795498013496,0.596902370453,0.627367258072,-0.529643177986,0.933023512363,-0.853127121925,-0.89632242918,52,52,52,49,0,3,,0.613303037278,335.596601375,True,6.02769804001,2.63566422462,4.35657893831e-05,5,6,False,0.0833331719041,0.454941034317,0.259922832251,0.370194703341,-11.204536438,32.4815750122,10.6477079391,-21.7151794434,52,454878.541247,1679.42643425,11.3800314398,NOT_AVAILABLE,256.673584808,56.6683270195,169.337239116,-1.91785873648,2.1392533524e-05
483,204649811,K2C2,-1,1,5.2907529,0.0007653,56900.150916,0.017597,0.0129,0.0126,0.0193,0.0196,0.5027,0.19,244.8207,-21.46,-1.0,-1.0,11.61,-1.0,-1.0,-1.0,False,,-2147483648,6214-410-1 ,1635378410781933568,6244295171737056256,1827578,2015.0,244.820708093,0.303977682109,-21.4599994304,0.28044796805,2.26245490597,0.252584338456,1.07087415202,1.01292249665,1.41729395934,0.592033193905,0.574761986732,-0.365171462297,-0.75460767746,-0.604447960854,-0.582727968693,-0.725495934486,-0.926270186901,0.416411042213,0.475092977285,0.743953883648,88,88,86,86,2,2,,0.338084631117,177.592677893,True,3.42593026161,8.37934398651,2.68650019279e-05,5,15,False,0.292033225298,0.62762337923,0.382008701563,0.117401376367,-41.6686401367,2.52562189102,-9.95368671417,6.76310634613,133,378085.164279,690.173853585,11.5807959729,NOT_AVAILABLE,354.238519513,20.0941760804,246.674336036,-0.036552751718,6.15571778041e-06
485,211982753,K2C5,-1,1,5.3901544,0.0008402,2457141.73167,0.03735,0.2005,0.1671,0.0372,0.0406,0.4996,0.33,124.7503,19.976,-1.0,-1.0,8.781,-1.0,-1.0,-1.0,False,,-2147483648,1386-517-1 ,1635378410781933568,663653089537949824,1540568,2015.0,124.750269659,0.344228733386,19.975944386,0.197199897578,4.01848019296,0.408469459703,-11.2168094424,0.402172250493,-12.4960326122,0.452745115436,-0.566460967064,0.283399909735,-0.0952892675996,-0.111116111279,-0.135148137808,0.012328938581,-0.295414417982,0.155641704798,-0.203302443027,-0.282260358334,129,129,128,125,1,4,,0.852611665279,580.107261097,True,8.32384872437,1.32951378822,2.13403909584e-05,5,29,False,0.163618475199,0.733044564724,0.0522802248597,0.431033998728,11.2197561264,22.8634643555,1.27150046825,31.9671020508,182,5205435.9997,13904.5419753,8.73362728574,NOT_AVAILABLE,203.538802254,27.8808217163,122.392612003,0.359113598182,1.85628230378e-05
487,201711881,K2C1,-1,1,5.4684625,0.0007653,1975.435014,0.309226,0.0326,0.0276,0.1799,0.2643,0.5107,0.87,172.1657,3.8406,-1.0,-1.0,10.155,-1.0,-1.0,-1.0,False,,-2147483648,267-687-1   ,1635378410781933568,3812563475621100800,843349,2015.0,172.165667667,0.364323671559,3.84066157007,0.245409811574,1.89522171593,0.446177775759,-16.471373389,1.45172148963,3.07701112799,0.717806211993,-0.733237087727,-0.422536224127,-0.712246835232,0.545400381088,0.249749734998,0.475308924913,-0.149176329374,0.761911153793,-0.629242062569,-0.823258757591,79,79,79,78,0,1,,0.592052750164,262.340270872,True,5.82469320297,2.61509656906,2.66660899797e-05,5,10,True,0.736160755157,0.690102756023,0.516117691994,0.187732681632,24.8441352844,33.8263702393,22.9618206024,19.1928462982,88,1518937.7569,3037.41869194,10.0709201196,NOT_AVAILABLE,259.001313352,59.4562006357,171.290300504,0.4214712774,6.08218074205e-05
489,202072991,K2C0,-1,1,5.4956923,0.0022831,56778.327677,0.062835,0.229,0.2312,0.0624,0.0573,0.4982,0.47,95.0029,26.3497,-1.0,-1.0,10.1,-1.0,-1.0,-1.0,False,,-2147483648,1886-642-1  ,1635378410781933568,3432145302954979584,206269,2015.0,95.0030048446,0.478361588493,26.3498089922,0.462041863544,1.85864895738,0.269839178768,0.546680136586,1.41539123139,-4.57546756418,1.37525455375,-0.766409635544,0.267488449812,-0.892581224442,0.749921798706,-0.258218348026,0.790463805199,-0.878700613976,-0.0756783112884,-0.035422641784,-0.875347971916,43,43,42,42,1,1,,0.358873466403,118.560821097,True,3.61912035942,7.21966743469,2.75341535598e-05,5,8,False,0.387037396431,0.264123737812,0.526911497116,0.967293739319,-67.4379730225,34.3939819336,-32.7330131531,-42.8615341187,42,1697602.25863,8981.11913282,9.95018020289,NOT_AVAILABLE,186.005016363,5.35774251597,94.4882021115,2.98844085597,0.000157488255442
490,204193529,K2C2,-1,1,5.501981,0.0007653,56894.403314,0.032883,0.1703,0.0092,0.0297,0.0186,0.499,0.21,239.0488,-23.2968,-1.0,-1.0,11.027,-1.0,-1.0,-1.0,False,,-2147483648,6779-579-1 ,1635378410781933568,6237344815139349760,656370,2015.0,239.048797938,0.763429508432,-23.2969888039,0.195192670159,5.97539432888,0.58853630037,-4.63948744054,2.08528190905,-55.3049338599,0.537865911195,-0.375119417906,-0.728836894035,-0.924520373344,0.300813376904,0.69918358326,0.450929880142,-0.899287343025,0.81912535429,-0.607051134109,-0.342232108116,175,175,175,168,0,7,,0.617338461211,824.750562336,True,6.06627130508,2.38212800026,3.66588501493e-05,5,23,True,0.400136500597,0.857771158218,0.395872622728,0.585643529892,179.727813721,-2.29661464691,-58.5504264832,-4.09449052811,192,665019.729256,2881.88510184,10.9676837394,NOT_AVAILABLE,348.848625264,22.677559169,241.773691871,-2.83957057491,4.51373169224e-05
491,210581202,K2C4,-1,1,5.555918,0.0009445,2457065.99055,0.046205,0.0778,0.0057,0.044,0.0499,0.4915,0.33,60.283,16.6886,-1.0,-1.0,10.441,-1.0,-1.0,-1.0,False,,-2147483648,1250-333-1 ,1635378410781933568,46291947790339712,858252,2015.0,60.2829645212,0.30455621111,16.6886038146,0.119086727354,3.39153564026,0.249353876591,-8.16572557236,0.660474591632,-1.67740438059,0.430677710799,-0.245729804039,-0.122741810977,-0.60707461834,0.363808244467,-0.0832593664527,0.281182259321,-0.542267978191,-0.086241401732,0.198233306408,-0.09206879884,125,125,123,125,2,0,,0.368514819595,226.658153501,True,3.70901679993,6.45247125626,3.32742092723e-05,5,18,True,0.304487138987,0.662134826183,0.409540712833,0.328015625477,-2.2051961422,-7.07238769531,-3.59991049767,5.45595216751,142,1148227.06728,1371.36905155,10.374700613,NOT_AVAILABLE,174.931709608,-26.476814678,61.5807071159,-3.86688733568,1.08038163247e-05
492,202126878,K2C0,-1,1,5.5592802,0.0027943,56779.250046,0.040219,0.2115,0.0085,0.0414,0.0397,0.5049,0.32,95.4123,24.9778,-1.0,-1.0,12.3,-1.0,-1.0,-1.0,False,,-2147483648,1882-1294-1 ,1635378410781933568,3431765902722233728,763565,2015.0,95.4123257019,0.652786663036,24.9777866942,0.667892146042,0.441589956429,0.36741349059,1.48819457416,2.70191802853,-1.73044879614,2.58383999369,-0.849593698978,-0.000204323892831,-0.907410800457,0.881123542786,-0.278808385134,0.832134902477,-0.86467897892,0.0898501873016,-0.0776851251721,-0.969064295292,65,63,62,59,3,4,,0.7618412299,113.488280241,True,7.45121765137,1.7066873312,2.62294797722e-05,5,8,False,0.46100538969,0.443667560816,0.630725562572,0.9499527812,-99.5361328125,38.2646026611,-25.1000480652,-43.033493042,62,191758.494438,175.717050921,12.3178835357,NOT_AVAILABLE,187.397239851,5.04756642328,94.9068205086,1.63064724253,1.81513542683e-05
493,202095298,K2C0,-1,1,5.6261304,0.0027943,56775.242737,0.033884,0.028,0.0173,0.0252,0.0368,0.5004,0.24,94.8191,20.7207,-1.0,-1.0,10.5,-1.0,-1.0,-1.0,False,,-2147483648,1327-300-1  ,1635378410781933568,3375811240587736832,1599194,2015.0,94.8191078492,0.4088294387,20.7206752137,0.522006901875,0.395549779058,0.513862274812,-0.31512790783,1.34374041762,-1.63728032,1.30762479107,-0.492777943611,0.0457130298018,-0.681235194206,0.617685139179,-0.652543485165,0.449131786823,-0.569902420044,0.075708180666,-0.00727524701506,-0.828614473343,88,88,87,88,1,0,,1.07317465275,1167.27407183,True,10.4492321014,0.770454704762,2.21969658014e-05,5,11,False,0.520104050636,0.252921164036,0.715947508812,0.942846596241,-88.1146087646,28.1395111084,-26.97681427,-42.4197921753,96,1293021.80032,841.074891646,10.245755446,NOT_AVAILABLE,190.912531551,2.57352346814,94.5115478955,-2.64316569959,1.99403634035e-05
497,201576812,K2C1,-1,1,5.7282347,0.0008402,1989.669171,0.021383,0.1263,0.0223,0.0209,0.0231,0.5021,0.15,176.5426,1.6875,-1.0,-1.0,10.066,-1.0,-1.0,-1.0,False,,-2147483648,272-458-1   ,1635378410781933568,3796389178539849216,1326398,2015.0,176.543154031,0.306955106791,1.68697797243,0.150793924359,9.32967656974,0.520205671774,147.235932896,1.68059986142,-134.920330921,0.739594618183,-0.792085289955,-0.781752765179,-0.858906984329,0.81829726696,0.678669512272,0.737973332405,-0.622948825359,0.93597638607,-0.890106797218,-0.933364331722,115,115,115,112,0,3,,0.471802605707,326.048926661,True,4.6808052063,4.00402593613,2.56742277998e-05,5,15,True,0.364247441292,0.622537732124,0.318256407976,0.110565498471,28.8098278046,23.2643699646,28.4297924042,10.9556179047,118,1670892.89704,2520.41570102,9.96739853174,NOT_AVAILABLE,268.603692534,60.134597342,176.15787668,0.17393080887,7.1933699005e-05
498,211147178,K2C4,-1,1,5.732806,-1.0,2457063.84598,0.290831,0.0967,0.0631,0.0507,0.0531,0.4986,0.4,57.9448,25.382,-1.0,-1.0,11.581,-1.0,-1.0,-1.0,False,,-2147483648,1804-571-1 ,1635378410781933568,66913357088725888,302818,2015.0,57.9448039759,0.346187210668,25.3820488023,0.256456705238,1.45238674567,0.249428436603,-0.257772780918,1.80746543857,0.669305913352,0.892683861036,-0.567750573158,0.145437344909,-0.688098788261,0.620887756348,-0.373125821352,0.822625160217,-0.930670022964,-0.247934579849,0.338169336319,-0.872602343559,186,186,186,178,0,8,,0.489535381786,518.060807962,True,4.84884357452,3.99889206886,3.15000288538e-05,5,24,True,0.463671565056,0.765568375587,0.51836258173,0.513786792755,-29.4680728912,-1.35634684563,-15.520570755,1.20894467831,209,402408.371519,1069.71523506,11.5131025463,NOT_AVAILABLE,166.510217728,-21.8552328495,61.2230664893,5.08842901334,4.62495555646e-05
500,201569483,K2C1,-1,1,5.7969266,0.0008402,1985.981636,0.016264,0.0936,-1.0,0.0159,-1.0,1.0,0.12,167.1713,1.5775,-1.0,-1.0,11.771,-1.0,-1.0,-1.0,False,,-2147483648,262-584-1   ,1635378410781933568,3811197023186159872,1124050,2015.0,167.171201571,0.307448037961,1.57745009943,0.152963645247,5.21745214782,0.574283281171,-13.2314551575,1.99711124856,-11.477604799,0.773051804956,-0.898417532444,-0.908279657364,-0.942815482616,0.93225890398,0.822345495224,0.870685815811,-0.815607666969,0.97899377346,-0.959658741951,-0.975564301014,121,121,120,113,1,8,,0.338047298048,134.683528835,True,3.42558431625,8.33355236053,2.84942707367e-05,5,14,False,0.461555272341,0.603468775749,0.357618302107,0.0866358280182,17.8073329926,27.3721580505,16.3444957733,37.4899177551,117,366640.209287,403.480932707,11.6141698335,NOT_AVAILABLE,254.646357011,54.5157612924,167.583495429,-3.61384163014,4.33101356737e-05
503,202072282,K2C0,-1,1,5.9775239,0.0027943,56772.33763,0.507607,0.0045,-1.0,0.0849,-1.0,1.0,0.52,94.9905,21.4012,-1.0,-1.0,10.6,-1.0,-1.0,-1.0,False,,-2147483648,1327-1570-1 ,1635378410781933568,3375964210145270272,728431,2015.0,94.9904781919,0.321122938495,21.4012026167,0.340269260209,1.18111405635,0.261306711731,-3.85810797361,1.49908391354,-4.22749368109,1.39880610651,-0.737649261951,0.0231160223484,-0.838980317116,0.832332849503,-0.378727018833,0.728332817554,-0.799060940742,0.154794216156,-0.0608490183949,-0.931048035622,60,60,60,58,0,2,,0.344660836365,142.23949334,True,3.48694133759,7.16299390793,2.12774211832e-05,5,7,False,0.48052367568,0.189881727099,0.657216012478,0.943017661572,-71.5995330811,19.4578399658,-29.3859939575,-41.469455719,60,867007.211055,608.11124387,10.6797132898,NOT_AVAILABLE,190.386564373,3.03473326092,94.6483243732,-1.9575893707,2.06685162547e-05
509,202071635,K2C0,-1,1,6.2702903,0.0027943,56775.431821,0.032463,0.0943,-1.0,0.0289,-1.0,1.0,0.21,93.5718,18.627,-1.0,-1.0,10.2,-1.0,-1.0,-1.0,False,,-2147483648,1318-530-1  ,1635378410781933568,3373469796216605312,1926764,2015.0,93.5717919877,0.318964574479,18.6270162695,0.344298030459,0.521950212431,0.25849610943,-1.43342920638,1.29470462181,-0.538021039142,1.19703946322,-0.744592607021,0.0627859681845,-0.787878096104,0.783479690552,-0.41843894124,0.677327752113,-0.757364332676,0.125311404467,-0.0251365285367,-0.911352276802,53,53,52,52,1,1,,0.35208246604,99.6273920798,True,3.55591058731,7.0816245079,2.43619724642e-05,5,7,False,0.412228673697,0.376105666161,0.582455992699,0.946925342083,-87.9666900635,35.8012657166,-27.8740329742,-43.2489929199,60,1393972.01957,1926.19474811,10.1641349226,NOT_AVAILABLE,192.198471409,0.546110526677,93.3962620416,-4.77016516149,1.8581991462e-05
