,EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
162,211526536,K2C5,-1,1,0.7767186,5.37e-05,2457140.04704,0.044169,0.0055,0.0056,0.2122,0.2437,0.5014,0.96,127.842,13.5141,-1.0,-1.0,10.907,-1.0,-1.0,-1.0,False,,-2147483648,808-1187-1 ,1635378410781933568,651353230915703040,507121,2015.0,127.841978791,0.30955588264,13.5141346698,0.160004596327,1.98714099117,0.617440751109,-6.58546809145,2.10029544762,-3.76844390868,0.992451464326,-0.527167618275,-0.779490292072,-0.786323606968,0.705412566662,0.389658749104,0.396522164345,-0.47069299221,0.936015427113,-0.860468506813,-0.92036741972,85,85,85,84,0,1,,0.600735198278,322.505651411,True,5.90761232376,2.53079366684,2.54483893514e-05,5,12,False,0.36814469099,0.473881393671,0.21017332375,0.558127939701,-161.194335938,27.7345428467,-40.880115509,-39.2439918518,102,1025808.21948,1579.79096409,10.4971046273,NOT_AVAILABLE,211.584619865,28.1660371991,126.797363907,-5.22270580734,5.083102755e-05
163,211828658,K2C5,-1,1,0.7835143,5.45e-05,2457140.10801,0.048379,0.1924,0.2,0.1743,0.121,0.502,0.8,124.714,17.7239,-1.0,-1.0,12.093,-1.0,-1.0,-1.0,False,,-2147483648,1382-278-1 ,1635378410781933568,656360578666743680,1026329,2015.0,124.714074324,0.214472336924,17.7239466646,0.109657819796,1.14929597466,0.321997233572,-7.89829109051,1.52021036868,3.62979438878,0.920287179198,-0.682318925858,-0.561259925365,-0.109061919153,0.0843153968453,0.520913660526,0.307758450508,-0.364647388458,0.680590748787,-0.662284195423,-0.971579730511,148,148,147,144,1,4,,0.367119906646,155.399449745,True,3.69599986076,7.08042955399,2.76164428215e-05,5,22,False,0.146730452776,0.77364730835,0.179909452796,0.431805044413,-147.071090698,24.6508560181,-1.59981966019,30.5356731415,188,250932.103843,1602.06277984,12.0258794944,NOT_AVAILABLE,205.886916584,27.025723549,122.869765148,-1.84203562248,0.000108395826639
167,202073235,K2C0,-1,1,0.8191211,0.0001816,56774.508081,0.024744,0.5262,0.1432,0.1464,0.0993,0.4983,0.6,101.9567,16.8633,-1.0,-1.0,11.6,-1.0,-1.0,-1.0,False,,-2147483648,1330-912-1  ,1635378410781933568,3358311379160269696,1792735,2015.0,101.956897898,0.972879631679,16.8631948707,1.04411732367,1.09561065751,0.286182594164,0.859176427917,3.6276896473,-14.8851244655,3.42870371825,-0.968518137932,-0.293602436781,-0.977215111256,0.973846435547,0.165481299162,0.958872258663,-0.970190286636,0.357472121716,-0.339920371771,-0.991481542587,63,63,63,57,0,6,,0.454034608942,157.142135838,True,4.51272249222,4.62690448761,2.5817696951e-05,5,9,False,0.459830522537,0.452006489038,0.636190474033,0.920437693596,-100.745758057,37.5374984741,-25.0602760315,-42.9932289124,63,241000.383209,2059.02129823,12.069725731,NOT_AVAILABLE,197.449619548,6.82623377489,101.501669868,-6.09995732117,0.000190743104579
182,204538608,K2C2,-1,1,0.9148545,6.39e-05,56893.410793,0.015308,0.2932,0.1536,0.0833,0.087,0.5013,0.52,241.0118,-21.9278,-1.0,-1.0,8.691,-1.0,-1.0,-1.0,False,,78708,           ,1635378410781933568,6243343166465342080,1655172,2015.0,241.010489738,0.308161761593,-21.9284043497,0.0988906588278,23.3363130836,0.298307090051,-293.665536521,0.0972198523885,-140.428710351,0.0598444998574,0.0220859386027,-0.348674565554,0.032416343689,0.0347253195941,0.193123415112,0.0107025997713,-0.0203677918762,0.00661121308804,-0.038189727813,0.204061120749,125,125,124,117,1,8,0.818733274937,0.519832848076,232.985706709,True,5.13653278351,3.41310739517,1.61096650118e-05,3,18,True,0.82445448637,0.804071545601,0.672553539276,0.565079152584,-175.493087769,-2.29408025742,-59.9692459106,-5.27420186996,139,7828356.42698,11159.6193976,8.29059358642,NOT_AVAILABLE,351.282677319,22.3664035621,243.277216231,-1.13829043376,2.08820840871e-05
193,210634139,K2C4,-1,1,0.965208,8.11e-05,2457062.25971,0.045336,0.307,-1.0,0.1776,-1.0,1.0,0.68,54.1118,17.4487,-1.0,-1.0,12.418,-1.0,-1.0,-1.0,False,,-2147483648,1239-839-1 ,1635378410781933568,44328907217834496,1548536,2015.0,54.1118725855,0.266324923822,17.4485750991,0.185766747279,0.980050759692,0.243072612432,5.36139788904,0.776725494637,-8.4343726301,0.438372157013,-0.338864564896,0.253731101751,-0.70970761776,0.410349190235,-0.518494606018,0.506120741367,-0.633552908897,-0.518313884735,0.29409751296,-0.521291732788,126,126,126,117,0,9,,0.471566273348,169.530404819,True,4.67856740952,4.3974108696,3.03526267089e-05,5,21,False,0.236892536283,0.352526277304,0.349930822849,0.608267486095,-125.185302734,-0.0812520757318,-32.7292709351,28.9718914032,184,248448.048304,1821.54354468,12.0366810902,NOT_AVAILABLE,169.577533918,-30.1052185388,55.9771549495,-1.85264171917,0.000101275181672
199,202060577,K2C0,-1,1,1.0194498,0.0002477,56772.467799,0.028463,0.0659,-1.0,0.1428,-1.0,1.0,0.6,93.08,25.5814,-1.0,-1.0,10.5,-1.0,-1.0,-1.0,False,,-2147483648,1881-933-1  ,1635378410781933568,3426793327025306496,790613,2015.0,93.0799572698,0.371195984667,25.5813997216,0.393722586987,0.783141130487,0.290754678749,-0.492836264772,1.40349324527,-1.06938627638,1.34983077994,-0.748631954193,0.0961977094412,-0.812078416348,0.799427390099,-0.455009162426,0.693091392517,-0.765561401844,0.0655116587877,0.0245067812502,-0.912876546383,51,51,50,51,1,0,,0.454753721288,240.524269377,True,4.51951932907,4.66171121597,3.23396598105e-05,5,6,False,0.46489238739,0.385812431574,0.628986537457,0.954002201557,-95.2546157837,36.6133308411,-26.4303970337,-43.4111061096,50,1162257.57379,5737.17205632,10.3615141015,NOT_AVAILABLE,185.867960797,3.47072152723,92.779800121,2.17183400336,3.67262993677e-05
204,206067769,K2C3,-1,1,1.0447418,9.61e-05,2456980.37775,0.02446,0.2003,-1.0,0.11,-1.0,1.0,0.56,343.0162,-12.9455,-1.0,-1.0,9.85,-1.0,-1.0,-1.0,False,,-2147483648,5819-1009-1,1635378410781933568,2603523825245107968,696260,2015.0,343.016312727,0.509109000251,-12.9455451527,0.145090960681,2.58303617781,0.595254611904,28.7405574729,0.911489575495,-18.2735436092,1.35787062018,0.270096451044,0.941453278065,0.20643876493,-0.943704903126,0.211958363652,-0.173165634274,-0.371925592422,0.058963060379,-0.926355540752,-0.223619371653,62,62,60,60,2,2,,0.41406847106,212.932721094,True,4.13588953018,5.44012355804,2.20623478526e-05,5,7,False,0.428457081318,0.274921685457,0.6562038064,0.869706451893,-100.387260437,-5.05389928818,-56.0507659912,21.1223278046,61,1914022.96945,5125.20768241,9.81990220066,NOT_AVAILABLE,53.9234491463,-58.7043652979,339.402673292,-5.29603451927,3.25271506511e-05
206,201715262,K2C1,-1,1,1.0540828,7.51e-05,1976.008946,0.042561,0.2203,-1.0,0.202,-1.0,1.0,0.61,180.803,3.9,-1.0,-1.0,11.369,-1.0,-1.0,-1.0,False,,-2147483648,283-915-1   ,1635378410781933568,3893060096280037504,1379516,2015.0,180.802848269,0.413567909256,3.90002669807,0.179987701631,1.63582847374,0.582011930197,-40.0663525417,2.07739024607,2.91128223624,0.96302801997,-0.935365796089,-0.906265616417,-0.940900146961,0.916615605354,0.844899713993,0.884073317051,-0.85048276186,0.958837211132,-0.944665014744,-0.967655003071,187,187,186,177,1,10,,0.467017570106,401.498035268,True,4.63550949097,4.2726559639,3.40641818184e-05,5,21,True,0.147669583559,0.745224356651,0.169363662601,0.414711922407,-142.672622681,25.1404838562,-36.0271568298,19.4417037964,185,505104.474334,2677.82589167,11.2663170248,NOT_AVAILABLE,274.465959663,64.073406574,179.182822869,3.89705710738,2.1317919193e-05
212,210370729,K2C4,-1,1,1.086172,9.61e-05,2457062.40658,0.022019,0.1435,0.0772,0.1056,0.0938,0.5016,0.57,58.2431,12.7679,-1.0,-1.0,11.483,-1.0,-1.0,-1.0,False,,-2147483648,664-1149-1 ,1635378410781933568,38567603727388928,960344,2015.0,58.2430887747,0.201423751676,12.7677752478,0.121557438275,1.82600922679,0.363668918876,-5.0843174832,2.41684672072,-20.4163064038,0.568726512398,-0.104230105877,0.173523545265,0.0531338267028,0.0161224026233,0.542540252209,0.678794682026,-0.844655573368,0.849703252316,-0.675631642342,-0.834693431854,195,195,195,188,0,7,,0.489646920911,348.986364733,True,4.84990119934,3.9693107605,2.88518622256e-05,5,27,True,0.527005434036,0.802820980549,0.384793043137,0.52114713192,-8.42235088348,3.89524579048,-2.78609824181,7.50472640991,235,426438.912338,1470.6124084,11.4501279964,NOT_AVAILABLE,176.681632703,-30.5879659869,58.8353381122,-7.30197313778,4.09833303072e-05
219,203929178,K2C2,-1,1,1.1539326,8.81e-05,56894.746255,0.022855,0.0628,-1.0,0.1118,-1.0,1.0,0.55,252.4227,-24.3738,-1.0,-1.0,11.16,-1.0,-1.0,-1.0,False,,-2147483648,6809-703-1 ,1635378410781933568,6046899986640147072,1600344,2015.0,252.422759455,1.37196086589,-24.3737861992,1.03800420497,2.19908112062,0.980145413617,-3.92445057557,5.14170826363,2.26452391006,3.71415659451,0.690863728523,-0.240943551064,-0.796628117561,-0.74780356884,-0.550694704056,-0.64938980341,-0.696894228458,0.130114555359,0.176372423768,0.887131333351,107,107,107,101,0,6,,3.26974734071,1972.81414055,True,31.7063560486,0.0934982672334,3.10207869916e-05,5,12,False,0.398308634758,0.409456133842,0.54734826088,0.769466519356,-86.7990112305,-20.8180789948,-25.7735729218,-37.4127197266,107,312981.217366,320.757146992,11.7859743752,NOT_AVAILABLE,356.593958641,12.8555222339,254.024442126,-1.90406592639,7.0642823869e-05
223,211996855,K2C5,-1,1,1.2062303,0.0001005,2457139.66105,0.016063,0.0142,-1.0,0.0499,-1.0,1.0,0.5,131.1165,20.2021,-1.0,-1.0,10.429,-1.0,-1.0,-1.0,False,,-2147483648,1399-42-1  ,1635378410781933568,661388748419793792,1634143,2015.0,131.116452753,0.427931011977,20.2018179068,0.339256241211,8.823572268,0.662652190419,-4.52548858318,1.91440166561,-65.1213812456,0.921619981753,-0.842790544033,0.152612119913,-0.523337364197,0.747484862804,-0.470381677151,0.176725357771,-0.583446681499,0.741026997566,-0.402356475592,-0.868975937366,56,56,55,55,1,1,,0.306852720524,137.543186616,True,3.1376554966,9.56168651581,2.83715271507e-05,5,10,False,0.232563748956,0.460614472628,0.501841545105,0.636476457119,-24.102678299,23.4073390961,-39.6588096619,-43.5414199829,86,1309242.95766,3185.45012161,10.2322194475,NOT_AVAILABLE,205.710546313,33.5653680862,128.135941715,2.03973810717,2.76601956317e-05
227,202063828,K2C0,-1,1,1.2435284,0.0003296,56776.274084,0.03,0.6144,0.0811,0.1206,0.0653,0.4732,0.57,102.665,21.3656,-1.0,-1.0,10.5,-1.0,-1.0,-1.0,False,,-2147483648,1343-2855-1 ,1635378410781933568,3378297751774199296,409590,2015.0,102.665195619,0.34721391974,21.3655258752,0.372906265653,1.17853615545,0.255649863157,-1.961123793,1.99475041809,-4.22801443232,1.94176182061,-0.782586276531,-0.0148946745321,-0.766362249851,0.749291658401,-0.105307579041,0.750670433044,-0.822434663773,0.278963208199,-0.195411488414,-0.946829676628,58,58,56,55,2,3,,0.384075605868,135.867808579,True,3.8544626236,5.70211362839,2.71584431175e-05,5,7,False,0.287597358227,0.452676773071,0.457138448954,0.880196392536,-60.2895774841,37.0713615417,-25.6862621307,-39.1016197205,50,902240.30201,6562.79422804,10.6364645073,NOT_AVAILABLE,193.656517778,9.39918708851,101.786246723,-1.55705276939,0.00019855690251
229,204129699,K2C2,-1,1,1.2578328,0.0001005,56943.91214,0.007497,0.0066,-1.0,0.031,-1.0,1.0,0.24,245.4408,-23.5479,-1.0,-1.0,10.607,-1.0,-1.0,-1.0,False,,-2147483648,6794-471-1 ,1635378410781933568,6050191237259020160,1886380,2015.0,245.440559189,0.365078173914,-23.5482599081,0.412224015732,9.516742292,0.475802115595,-41.480773414,1.18155895581,-94.8209912273,0.767883958398,0.391229778528,-0.708813846111,-0.850313305855,-0.400781393051,-0.838369786739,-0.636820018291,-0.955812454224,0.822652637959,0.822934389114,0.527522861958,90,90,90,90,0,0,,0.269809028041,120.002774655,True,2.79968762398,11.0899944305,2.43346366915e-05,5,14,True,0.427211970091,0.879825949669,0.425190359354,0.628643989563,11.3411092758,25.2490882874,15.4441318512,25.2081680298,124,1060220.44015,737.179443926,10.4612796318,NOT_AVAILABLE,352.994718097,18.2751413195,247.588475389,-1.99956063811,5.94475547805e-05
242,204124270,K2C2,-1,1,1.3301484,0.0001079,56898.263002,0.096353,0.0124,0.0055,0.2547,0.2478,0.5153,0.78,253.1042,-23.5694,-1.0,-1.0,10.688,-1.0,-1.0,-1.0,False,,-2147483648,6809-852-1  ,1635378410781933568,4125430437021521920,1213178,2015.0,253.104217233,0.89957704363,-23.569476436,0.741395638141,2.66334785597,0.868923601937,-2.9583048256,2.2879028681,-10.1095909834,1.72694312901,0.514435589314,-0.152942955494,-0.573934793472,-0.410460859537,-0.6219856143,-0.359721601009,-0.376829445362,0.0919694676995,0.0258871298283,0.726079761982,81,81,78,81,3,0,,2.15277656776,4359.00662986,True,20.8887863159,0.186195015907,2.5184446713e-05,5,9,False,0.462430477142,0.472371160984,0.671118497849,0.740927398205,-71.0528945923,-21.9582195282,-28.0068874359,-37.610244751,80,1217795.64179,1167.69409326,10.3108340251,NOT_AVAILABLE,357.637282358,12.8570566463,254.548115826,-1.0319509131,4.43640186679e-05
243,205146590,K2C2,-1,1,1.3423555,0.0001106,56893.621988,0.033064,0.1142,-1.0,0.1303,-1.0,1.0,0.58,251.2589,-19.1723,-1.0,-1.0,11.064,-1.0,-1.0,-1.0,False,,-2147483648,6225-823-1  ,1635378410781933568,4130763068412006656,1876838,2015.0,251.258877302,0.620938616491,-19.1723236444,0.267085946079,1.14618127573,0.941069953054,6.76548815211,1.58193226497,-9.06623312215,1.51120635044,0.960372626781,-0.945793867111,0.558684110641,-0.979966282845,-0.905011415482,0.488616198301,-0.963210940361,-0.780330240726,0.951919555664,-0.596661806107,55,55,54,53,1,2,,0.192700148167,20.6744680213,True,2.11852741241,23.2176532745,3.49394758814e-05,5,7,False,0.598044335842,0.476222962141,0.614664077759,0.505956411362,-141.727905273,16.8842544556,-24.743642807,42.6364135742,61,781417.957229,3135.19926114,10.7925615958,NOT_AVAILABLE,0.156602421714,16.9018660279,252.306591392,3.12320735801,5.16016160639e-05
244,205557744,K2C2,-1,1,1.3609681,0.0001135,56894.073692,0.035328,0.1275,0.1126,0.1122,0.1148,0.4979,0.62,241.4746,-16.7817,-1.0,-1.0,10.11,-1.0,-1.0,-1.0,False,,-2147483648,6200-1375-1,1635378410781933568,6250078121861638912,511283,2015.0,241.47462057,0.794167627942,-16.7817128607,0.138360585382,4.51646093671,0.515629072844,6.77919210559,1.96164791542,-4.33914755918,0.474421244703,-0.768676996231,-0.893492281437,-0.956316530704,0.501444041729,0.79718464613,0.751875162125,-0.720850408077,0.842096745968,-0.4437687397,-0.555850028992,196,196,194,189,2,7,,0.494564725307,563.94110539,True,4.89655065536,3.56005620956,2.94427536573e-05,5,26,True,0.801966845989,0.818960666656,0.671498656273,0.587718546391,179.056854248,2.06511712074,58.7981872559,-1.2232298851,220,1463255.14168,8406.33355334,10.1114699167,NOT_AVAILABLE,355.714845273,25.5736228487,242.720951801,3.99697803725,1.00190814306e-05
246,210675130,K2C4,-1,1,1.3778339,0.0001368,2457064.26019,0.024427,0.1294,0.1131,0.0916,0.1009,0.4997,0.56,58.2505,18.0133,-1.0,-1.0,9.437,-1.0,-1.0,-1.0,False,,-2147483648,1253-971-1 ,1635378410781933568,49852166441564288,1408956,2015.0,58.2505056341,0.294411786992,18.0132483936,0.152392759522,1.74270029486,0.245368859562,1.13572284717,0.681210108757,-3.66959310084,0.485367650115,-0.306222707033,0.105232365429,-0.615596055984,0.350535154343,-0.182913094759,0.338060706854,-0.730902135372,-0.262335240841,0.24909837544,-0.353240251541,205,205,202,199,3,6,,0.535668234526,499.397465756,True,5.28715801239,3.34845876694,2.01795446628e-05,5,28,True,0.411055862904,0.649930655956,0.447784423828,0.433678120375,-8.67908191681,0.036641318351,-2.57357811928,11.5749187469,226,2795397.71786,9963.61205118,9.40866104814,NOT_AVAILABLE,172.358024488,-26.9598100533,59.9487116319,-2.17510887978,3.63218462709e-05
254,202828096,K2C2,-1,1,1.4360879,0.0001226,56894.567267,0.025105,0.3544,0.2779,0.0897,0.0941,0.5,0.55,249.7618,-28.2158,-1.0,-1.0,10.977,-1.0,-1.0,-1.0,False,,-2147483648,6808-22-1  ,1635378410781933568,6032412409117551360,522957,2015.0,249.761829177,0.566593321165,-28.2156891416,0.458891061526,4.60945210079,0.227164081291,-1.33310057666,2.60784335812,21.0247468199,1.98519793592,0.852537453175,-0.337351292372,-0.905545890331,-0.859473526478,-0.355638325214,-0.875156641006,-0.917237341404,0.26180356741,0.242473855615,0.961724698544,60,60,56,58,4,2,,0.300288525774,96.425643862,True,3.07741928101,9.58612537384,2.15473810385e-05,5,9,False,0.348218351603,0.45214599371,0.273427665234,0.823772072792,-120.095802307,-24.3282985687,-30.6439857483,-36.5378570557,78,988179.813405,16884.5493596,10.5376801192,NOT_AVAILABLE,351.998914935,12.2782504484,252.150982175,-6.02181170475,3.89647769864e-05
257,211958340,K2C5,-1,1,1.465363,0.000133,2457140.18265,0.021388,0.0267,-1.0,0.0803,-1.0,1.0,0.48,128.0096,19.6006,-1.0,-1.0,10.054,-1.0,-1.0,-1.0,False,,-2147483648,1395-2414-1,1635378410781933568,663017606177197312,1052782,2015.0,128.009653205,0.168704488139,19.6004293399,0.10748945789,5.26270005312,0.317021682315,8.85034279827,1.17424849826,-29.8063975514,0.61962804682,-0.658854603767,-0.510330438614,-0.559750795364,0.482491105795,0.537686228752,0.53648430109,-0.676627039909,0.860336363316,-0.813266932964,-0.896504580975,219,219,215,212,4,7,,0.382587259282,324.457285276,True,3.84053325653,6.0766916275,2.94997480523e-05,5,32,True,0.284871608019,0.759126007557,0.325302660465,0.634494841099,17.0042057037,23.2739887238,22.5098571777,31.041015625,259,1586073.22705,2923.34413213,10.0239619781,NOT_AVAILABLE,205.185863731,30.6161964011,125.461636347,0.717746629701,4.83177820468e-05
259,203926458,K2C2,-1,1,1.4986,0.0001293,56894.610606,0.054769,0.033,0.0229,0.197,0.1996,0.5078,0.81,244.2422,-24.3853,-1.0,-1.0,11.246,-1.0,-1.0,-1.0,False,,-2147483648,6797-669-1 ,1635378410781933568,6049669072314961920,50597,2015.0,244.242222223,0.46346617137,-24.3853447441,0.340475066887,2.33631840767,0.302018285714,-4.49390654446,1.16726551007,-0.0187424968008,0.757797095682,0.641403913498,-0.214269712567,-0.809470653534,-0.668444097042,-0.449146181345,-0.719614446163,-0.908825397491,0.377265572548,0.407628297806,0.709397435188,159,159,159,154,0,5,,0.788321824247,901.712032092,True,7.70562458038,1.54284310341,3.23739805026e-05,5,21,False,0.215990304947,0.576305985451,0.0815213769674,0.129828497767,-18.5010414124,2.30218029022,-3.74454379082,44.6914749146,185,469792.385352,1770.78285286,11.3450051308,NOT_AVAILABLE,351.565314307,18.520241887,246.65005304,-3.00990787075,5.92735136685e-05
260,202073145,K2C0,-1,1,1.5166448,0.0004415,56774.588803,0.031252,0.3087,0.2606,0.0999,0.1134,0.4755,0.57,94.7292,20.5986,-1.0,-1.0,11.3,-1.0,-1.0,-1.0,False,,-2147483648,1323-169-1  ,1635378410781933568,3375808629247575552,926420,2015.0,94.7292591549,0.687058611986,20.5987099701,0.860352338779,0.316602480961,0.810931052112,3.2886387226,2.57984423638,-5.8218651332,2.46720361818,-0.5607432127,0.00900956150144,-0.679227471352,0.665822684765,-0.630868375301,0.482680112123,-0.577491462231,0.0927064418793,-0.00281651527621,-0.886071741581,88,88,88,85,0,3,,1.92298517705,3370.713196,True,18.6644935608,0.268821537495,2.58115505858e-05,5,10,False,0.551642715931,0.434585005045,0.722379863262,0.950237989426,-105.456466675,37.4046058655,-24.0377292633,-43.4664115906,87,559020.305274,8748.52202617,11.1562011063,NOT_AVAILABLE,190.980547902,2.44189504609,94.4314764475,-2.76785033365,0.000140547312886
262,210568214,K2C4,-1,1,1.5228955,0.000154,2457062.97512,0.0269,0.1868,0.0768,0.0927,0.0959,0.5028,0.54,59.5501,16.4949,-1.0,-1.0,9.446,-1.0,-1.0,-1.0,False,,-2147483648,1249-452-1 ,1635378410781933568,40456392905287808,398141,2015.0,59.5501133849,0.355377763445,16.4948419218,0.142135435402,4.98832463555,0.353292442718,-6.44544796285,0.737531105424,-9.43943492614,0.421342972733,0.123039066792,0.199396520853,-0.714106202126,-0.106541194022,0.566244840622,-0.330047607422,-0.725666821003,-0.555222451687,-0.392725288868,0.248453229666,175,175,174,163,1,12,,0.619043352413,388.120205972,True,6.08256959915,2.50252532959,2.36519626924e-05,5,28,True,0.512454748154,0.761786222458,0.558273971081,0.443702995777,8.14543819427,0.513441085815,2.08110713959,6.75375795364,218,2997705.29165,6963.41392844,9.33279772747,NOT_AVAILABLE,174.552289568,-27.1218946752,60.8521351883,-3.9163780968,4.38949085469e-05
267,205131464,K2C2,-1,1,1.5546469,0.0001368,56894.296047,0.03737,0.1732,0.029,0.1202,0.1036,0.5063,0.57,245.0073,-19.2484,-1.0,-1.0,12.322,-1.0,-1.0,-1.0,False,,-2147483648,6210-255-1 ,1635378410781933568,6245189796243707136,1071333,2015.0,245.007368164,0.403454768385,-19.2484338874,0.341940920996,0.290834006209,0.333064919161,5.65890449695,1.40628216175,-2.77599818488,0.794388304318,0.522640049458,-0.433962613344,-0.719316840172,-0.544418931007,-0.465208381414,-0.63393175602,-0.901544928551,0.255027621984,0.35616081953,0.658312857151,116,116,116,106,0,10,,0.735612148251,290.959386287,True,7.19938468933,1.82910907269,2.14096053242e-05,5,15,False,0.203046530485,0.570524156094,0.322051614523,0.017756016925,-90.3724746704,4.82803726196,-9.73490142822,-4.3483672142,133,201761.415564,1254.02656886,12.2626747732,NOT_AVAILABLE,356.137525886,21.4241007032,246.473710853,2.17283903328,4.64843150361e-05
268,60018394,K2E,-1,1,1.555747,0.0038107,55005.684931,0.436253,0.0298,0.0337,0.2804,0.2762,0.5044,0.98,354.0332,-6.2322,-1.0,-1.0,10.22,-1.0,-1.0,-1.0,False,,-2147483648,5257-991-1 ,1635378410781933568,2440705119747143808,575446,2015.0,354.03318009,0.539335791175,-6.23228675025,0.252187678688,2.81348986613,0.798841712048,-5.74278616293,1.37185735844,-17.2777443341,1.02724367876,-0.00788881350309,0.84763777256,-0.251623243093,-0.875522375107,-0.282802224159,-0.592454135418,0.0714525356889,-0.232608243823,-0.885529339314,0.377271622419,97,97,95,92,2,5,,0.763441062946,738.348043828,True,7.46658325195,1.57568705082,2.62656649284e-05,5,12,True,0.430520176888,0.618705153465,0.6572701931,0.0662509724498,-151.038787842,-26.7055511475,55.618057251,-23.8473014832,104,1490761.98113,4184.58881929,10.0912492928,NOT_AVAILABLE,78.951812459,-62.4859699918,352.054571478,-3.35348921457,1.53281966316e-05
273,206100943,K2C3,-1,1,1.6010723,0.0001756,2456979.95594,0.013493,0.0103,0.0039,0.0443,0.0495,0.5001,0.37,330.9379,-12.0755,-1.0,-1.0,9.756,-1.0,-1.0,-1.0,False,,-2147483648,5805-751-1 ,1635378410781933568,2613435166655574784,163770,2015.0,330.937696545,0.472082635597,-12.075792579,0.158153103161,7.31304454193,0.580202221126,-50.2068809642,1.04961260553,-57.6880432408,1.48805869599,0.187999516726,0.931990623474,-0.141483142972,-0.885676562786,0.127777054906,-0.309290319681,-0.0953228548169,-0.366937160492,-0.856798350811,0.18904787302,48,48,48,47,0,1,,0.37053192092,102.529783392,True,3.72784662247,6.73896551132,1.81766299647e-05,5,7,False,0.742502212524,0.474603325129,0.718110501766,0.968582034111,-50.7011451721,-54.3614807129,58.3893852234,29.1467475891,47,2119789.59614,3166.65963706,9.70903817304,NOT_AVAILABLE,45.4937742491,-47.98274402,328.732547112,-0.171529576717,5.32071996384e-05
286,210786891,K2C4,-1,1,1.717111,0.0001884,2457061.90119,0.038655,0.2935,-1.0,0.1173,-1.0,1.0,0.57,51.5996,19.6695,-1.0,-1.0,11.024,-1.0,-1.0,-1.0,False,,-2147483648,1241-181-1 ,1635378410781933568,57770196349715712,1050466,2015.0,51.5995880235,0.283506529819,19.669452468,0.158764515738,2.50793467182,0.270349675087,5.71166377104,0.811120960968,-14.1375058036,0.67332696787,-0.222052618861,0.469746470451,-0.588964164257,0.494481354952,-0.297575473785,0.379958987236,-0.303760588169,-0.379258483648,0.500365912914,-0.182221010327,71,71,68,69,3,2,,0.430618697706,134.38974726,True,4.29171085358,5.01938056946,2.80306467175e-05,5,19,True,0.275294870138,0.378116935492,0.187968477607,0.53600358963,-27.9473228455,-12.2796802521,-32.6594772339,31.901102066,152,710061.607423,2556.40095682,10.8965299857,NOT_AVAILABLE,165.816582752,-30.0130642108,54.1986176657,0.875192467544,3.6874386403e-05
290,60018435,K2E,-1,1,1.7883029,0.0050535,55000.333965,0.519683,-0.002,-1.0,0.2906,-1.0,1.0,0.05,5.164,-5.1431,-1.0,-1.0,10.37,-1.0,-1.0,-1.0,False,,-2147483648,4671-332-1 ,1635378410781933568,2443916071657281664,749345,2015.0,5.16380877377,0.38654028599,-5.14326226398,0.189387456344,5.35644769483,0.431798584977,-44.3420784482,1.57377807052,-33.2123689562,0.787924070843,0.872059166431,0.876845955849,-0.924387097359,-0.871005475521,0.823833346367,-0.852497220039,-0.860085785389,-0.91185259819,-0.878738701344,0.911205947399,115,115,113,113,2,2,,0.426373617069,342.523963307,True,4.25171089172,4.7815747261,2.77091585303e-05,5,14,False,0.132345676422,0.554973244667,0.212968990207,0.0528248436749,122.415382385,-21.0623931885,25.3450469971,18.4711952209,113,1412613.37052,3095.90850296,10.1497117824,NOT_AVAILABLE,103.122940068,-66.8237289842,2.68886605969,-6.77127918911,2.45494334739e-05
