,dec,ra,Seq,N,RAJ2000,DEJ2000,Comp,mag1,n_mag1,mag2,n_mag2,Sp1,Sp2,Name,Simbad,N.1,o,Per,f_Per,e_Per,e,f_e,e_e,K1,K2,V0,rms1,rms2,Grade,Ref,Details,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
2008,54.48825,137.48308,2125, ,09 09 55.94,+54 29 17.7,     , 9.620,V,      , ,G5              ,          ,HIP 44998                    ,Simbad, ,2,0.479,a,            ,0.0,a,      , 124.74,       ,  -7.68,   1.67,       ,4.0,2007AJ....133.1977P                                ,Details,44998,           ,1635378410781933568,1023682915013348096,290506,2015.0,137.482707588,0.126275669603,54.4874957148,0.136838640437,14.6431832516,0.232796604423,-49.6383755087,0.124686706399,-182.718722111,0.108185018221,0.18464410305,-0.263827949762,-0.436929017305,0.0737474784255,-0.169774800539,0.00271864654496,-0.128783017397,0.0105520924553,-0.0819653198123,-0.0545438565314,80,80,80,79,0,1,1.59552133083,0.259383730452,84.6466185192,True,2.70555114746,13.5771961212,1.85871067515e-05,3,14,True,0.412754654884,0.266358703375,0.131639108062,0.457336306572,-79.9168014526,-69.326499939,-27.6396903992,-22.2364902496,117,3060196.13244,25593.1773261,9.31039690899,NOT_AVAILABLE,162.721103802,41.6746709286,122.046183885,36.2043034671,1.1826192164e-05
2009,29.57061,169.31067,2200,N,11 17 14.56,+29 34 14.2,     , 9.290,V,      , ,                ,          ,HIP 55135                    ,Simbad,N,2,6.572, ,      0.0000,0.0051, ,0.0030,  44.04,  78.40,  46.33,       ,       ,5.0,2002ApJ...564.1007M                                ,Details,55135,            ,1635378410781933568,4023140293304915968,1341758,2015.0,169.309654194,0.206338576178,29.5706532172,0.396400663465,8.93225180188,0.322293102807,-212.135926957,0.0760456531355,8.50275083152,0.0603725345392,-0.396984934807,0.0943826138973,0.0805642157793,-0.0615690089762,-0.516933202744,-0.0402588397264,0.207505717874,0.0950575619936,-0.140232697129,-0.274611651897,45,45,45,45,0,0,0.983744561672,0.566297429816,157.39515153,True,5.57894229889,2.93230485916,2.03161180252e-05,3,5,False,0.459552109241,0.595908463001,0.386158317327,0.958376467228,-84.815826416,71.4887237549,-0.547021508217,-21.1556377411,45,3932682.88158,3049.49510857,9.03804774443,NOT_AVAILABLE,200.651172829,69.1671573684,158.056211474,22.8672457294,7.79958916478e-06
2010,64.64672,2.54362,2331, ,00 10 10.47,+64 38 48.2,     , 8.170,V,      , ,K0              ,          ,HIP 834                      ,Simbad, ,1,9.06, ,      0.0001,0.0,a,      ,  63.79,  65.98, -37.48,   0.66,   0.66,5.0,2003Obs...123..129G                                ,Details,834,           ,1635378410781933568,432099892100400512,1427222,2015.0,2.54330161904,0.182204258949,64.6467034363,0.15120771374,5.65308773376,0.222040175014,-30.6271233849,0.0755198579203,-3.30623672409,0.0747890689782,-0.0704328715801,-0.246257394552,0.0131500894204,-0.0136989038438,0.282159596682,-0.026041822508,0.0919701084495,-0.112668380141,0.139110907912,-0.187206551433,85,85,83,85,2,0,1.869328022,0.281917494609,49.3737287941,True,2.90960407257,10.1385002136,6.75120236338e-06,3,15,False,0.0733814612031,0.207287803292,0.257875978947,0.558481276035,-167.605636597,-4.010242939,48.5295639038,7.43786716461,113,12607247.6628,83750.0075235,7.77321935283,NOT_AVAILABLE,118.531016489,2.12813142519,41.3820707113,55.2408872327,9.15218260145e-06
2011,27.71328,286.58879,2332, ,19 06 21.31,+27 42 47.8,     , 8.600,V,      , ,K0              ,          ,HIP 93817                    ,Simbad, ,1,2.7348,a,            ,0.0,a,      ,  45.82,  53.41,   6.90,   0.58,   0.58,5.0,2003Obs...123..129G                                ,Details,93817,            ,1635378410781933568,2037387040449903360,1844545,2015.0,286.588395775,0.151189847402,27.7124734165,0.212575814034,19.2770262682,0.240975086332,-84.9899499082,0.0762283646718,-196.731418254,0.0899597744941,-0.381530702114,-0.420402407646,0.0668490454555,-0.0197825990617,0.198958456516,-0.0456011705101,0.0285934302956,-0.0821591168642,-0.00625298684463,-0.0566684752703,67,67,66,63,1,4,11.82447052,0.328818864246,65.7469028831,True,3.34013962746,8.68790435791,1.99397163669e-05,3,11,False,0.69875317812,0.396613866091,0.623758137226,0.734611332417,-113.126625061,69.7860031128,10.9750480652,-18.5822162628,89,6027429.43264,10362.8265237,8.57443972762,NOT_AVAILABLE,59.4149317187,9.25371340942,293.068647511,49.8317635233,1.40937993647e-05
2012,68.25858,251.42162,2333, ,16 45 41.19,+68 15 30.9,     , 8.770,V,      , ,G0              ,          ,HIP 82056                    ,Simbad, ,1,9.9738, ,      0.0002,0.0815, ,0.0021,  64.97,  81.14,   2.23,   0.70,   3.50,5.0,2003Obs...123..203G                                ,Details,82056,           ,1635378410781933568,1648575058576153728,688309,2015.0,251.421546862,0.21603854448,68.2586244371,0.213034909814,3.03302988716,0.216357503789,-5.20233670519,0.0896779621468,12.729996768,0.0870961505283,-0.196465358138,-0.254349738359,0.117592468858,0.0172231905162,0.0163568109274,-0.028951196,0.00592203065753,-0.091602742672,-0.0855812877417,0.059023398906,106,106,105,105,1,1,0.680409431458,0.373025359342,124.438711183,True,3.75113296509,6.5520825386,1.49995557877e-05,3,16,False,0.196764931083,0.269919931889,0.184905558825,0.282308161259,-100.255630493,54.9813423157,15.8794870377,-12.9948425293,131,5374062.35753,41446.2257933,8.69901331027,NOT_AVAILABLE,99.7656520696,36.5478276114,158.142735967,82.6946752248,1.01666874679e-05
2013,21.94736,63.01496,2334, ,04 12 03.59,+21 56 50.5,Aab  ,      ,V,      , ,                ,          ,BD +21 605                   ,Simbad, ,1,8.9881, ,      0.0005,0.2697, ,0.0018,  65.30,  70.98,   4.59,   0.46,   0.83,5.0,2003Obs...123..203G                                ,Details,-2147483648,1263-642-1 ,1635378410781933568,52684199156684032,936706,2015.0,63.0153692003,0.347197172914,21.9470262888,0.251440184158,8.2563821722,0.250982221192,88.1276583519,0.914495823184,-84.2889453936,0.627293968885,-0.406540870667,0.198270589113,-0.664585232735,0.373240679502,-0.195664584637,0.517250239849,-0.853173434734,-0.218621492386,0.0550600551069,-0.618161439896,106,106,104,103,2,3,,0.46030713119,168.68778351,True,4.5720243454,4.46462965012,1.8067752535e-05,5,13,False,0.180495306849,0.644812941551,0.197405174375,0.283802986145,-90.7923965454,8.56072425842,-37.4508132935,20.6162395477,112,4914934.61984,2909.67498985,8.79597570116,NOT_AVAILABLE,172.647667733,-21.0062020175,65.1079598971,0.809408308771,2.14112034083e-05
2014,13.31256,144.82175,2335, ,09 39 17.22,+13 18 45.2,     , 7.031,V,      , ,F7V             ,          ,HIP 47388                    ,Simbad, ,1,25.6138, ,      0.0001,0.6232, ,0.0014,  38.85,  40.00,  -3.49,   0.53,   0.53,5.0,2003Obs...123..286G                                ,Details,47388,           ,1635378410781933568,617557335853765376,993935,2015.0,144.821478362,0.281687046116,13.3126160836,0.376231657463,16.2604311306,0.274835801642,-67.3706294158,0.0442975100821,11.8044817149,0.0367550074946,-0.689332962036,-0.463485270739,0.245454102755,-0.30558398366,0.338437914848,-0.172044500709,0.441469311714,-0.0724528357387,0.15150859952,-0.342831939459,36,36,36,35,0,1,9.61051750183,0.424980466463,37.5204683038,True,4.23858833313,5.03428077698,1.44207760968e-05,3,9,False,0.376667499542,0.502945244312,0.279794842005,0.989663898945,-164.240203857,58.4901351929,15.4477920532,-28.5099544525,67,29166829.5438,11826.8877775,6.86254700496,NOT_AVAILABLE,220.159192498,43.1637108018,142.697969983,-0.673139986707,1.77662154026e-05
2015,55.02858,165.62787,2336, ,11 02 30.69,+55 01 42.9,     , 7.527,V,      , ,F8Vw            ,          ,HIP 53974                    ,Simbad, ,1,122.8616, ,      0.0031,0.5433, ,0.0022,  31.18,  32.33,  -9.88,   0.58,   0.58,5.0,2003Obs...123..286G                                ,Details,53974,           ,1635378410781933568,855717876625223552,1140628,2015.0,165.627300704,0.16889832878,55.0289833979,0.186919191411,12.5431811266,0.331807098622,-79.2171016344,0.0289955871038,98.253195283,0.0296689009625,0.318582683802,-0.000661968719214,0.156746253371,0.0727157443762,0.177027389407,0.0603409484029,0.23344668746,0.0202338565141,0.050679795444,0.147488072515,98,98,98,92,0,6,1.12404465675,0.658494278353,177.667809548,True,6.46003341675,2.24022555351,8.73921635502e-06,3,12,False,0.470609098673,0.323304414749,0.293259948492,0.378419965506,-127.788650513,-52.5594367981,35.9088363647,-36.6264801025,100,18043804.9075,56623.3097996,7.38394975687,NOT_AVAILABLE,150.757783588,55.8141224222,140.573845261,44.0455314547,7.07931872972e-06
2016,37.81278,300.69421,2337, ,20 02 46.61,+37 48 46.0,     , 6.932,V,      , ,Am              ,          ,HIP 98697                    ,Simbad, ,1,16.3385, ,      0.0002,0.424, ,0.0040,  34.55,  34.85, -11.99,   0.90,   0.90,5.0,2003Obs...123..286G                                ,Details,98697,            ,1635378410781933568,2060336631263326464,262929,2015.0,300.69424274,0.251659260849,37.8128152348,0.27507957833,4.78726801264,0.32737617739,5.81372845353,0.0259950972789,5.28382857793,0.0296494557181,-0.37681055069,-0.474938780069,0.398378163576,-0.14294333756,0.489354878664,-0.158377930522,0.376060128212,-0.205183342099,0.181778147817,-0.0427684299648,51,51,51,50,0,1,2.05187416077,0.625228918442,115.239138331,True,6.14171266556,2.47460508347,1.17241843327e-05,3,8,True,0.337255954742,0.205264762044,0.317479372025,0.479010492563,-129.785049438,63.335975647,2.6297454834,3.28194379807,65,29628896.6378,17321.5217915,6.84548136655,NOT_AVAILABLE,74.0280385571,3.6817105119,316.746052884,56.3790533821,1.33203805422e-05
2017,39.70994,254.59525,2338, ,16 58 22.86,+39 42 35.8,AB   , 8.090,V,      , ,G0              ,          ,HIP 83064                    ,Simbad, ,1,5900.0,a,            ,0.775, ,0.0030,  10.40,  11.96,  33.59,   0.43,   0.43,5.0,2003Obs...123..301G                                ,Details,83064,           ,1635378410781933568,1352174829998417536,1034087,2015.0,254.59538217,0.270820490728,39.7094334333,0.22416655344,7.57577351402,0.271277898334,22.5677863448,0.0495029028323,-119.943748997,0.0545089271258,0.0836795419455,0.0911728814244,0.236562997103,-0.00231215404347,-0.1778562814,0.0144955934957,0.13870935142,-0.00870250910521,-0.0344015471637,0.0444115400314,52,52,52,52,0,0,20.9966449738,0.54956119412,127.015305868,True,5.41943883896,2.85437345505,4.30506634075e-06,3,8,True,0.5685069561,0.210393399,0.411299049854,0.632126331329,-148.203384399,-11.9708814621,-51.4729537964,20.6944541931,67,10985292.9829,6297.74616516,7.92274095322,NOT_AVAILABLE,63.6434382454,37.9910439152,244.389898906,61.7860376432,1.02324189225e-05
2019,12.81592,195.17962,2340, ,13 00 43.11,+12 48 57.3,     ,10.060,V,      , ,G5              ,          ,BD +13 2616                  ,Simbad, ,1,3453.8, ,      2.6000,0.9097, ,0.0013,  14.07,       ,   6.19,   0.48,       ,5.0,2003Obs...123..344G                                ,Details,-2147483648,889-884-1   ,1635378410781933568,3737384883467590272,384703,2015.0,195.179301329,0.361421932331,12.8159112059,0.19536557247,4.53783088455,0.413351360008,-80.3429459143,1.35075586037,1.57999526374,0.792116487938,-0.90117007494,-0.826821386814,-0.930945158005,0.891222774982,0.772212266922,0.871957957745,-0.829656004906,0.900024473667,-0.921894311905,-0.942863583565,121,121,120,116,1,5,,0.438711555642,384.926239029,True,4.3680267334,4.90891981125,2.40186327574e-05,5,19,False,0.546459197998,0.549473285675,0.347783356905,0.154555261135,22.486328125,27.3318443298,23.906085968,38.7222213745,137,2132725.07341,4612.78698959,9.70243287693,NOT_AVAILABLE,312.016346139,75.5237399108,188.819611487,17.7626622611,2.85290088875e-05
2020,59.84447,203.00917,2341, ,13 32 02.20,+59 50 40.1,     , 8.960,V,      , ,F8              ,          ,BD +60 1470                  ,Simbad, ,1,156.623, ,      0.0110,0.9119, ,0.0008,  58.80,  63.10,  -8.86,   0.88,       ,5.0,2003Obs...123..344G                                ,Details,-2147483648,3856-298-1 ,1635378410781933568,1662359360975668608,1524728,2015.0,203.008854432,0.170012169287,59.8444563171,0.115206120956,6.44585061742,0.234977754271,-32.7059510698,0.415590141263,-5.59476581327,0.623914547705,0.087641634047,-0.314134597778,-0.697403848171,0.176039367914,-0.125796720386,-0.118173733354,-0.156217068434,0.426918506622,-0.764011561871,-0.283790498972,91,91,89,90,2,1,,0.252298500999,92.554846643,True,2.64186525345,14.1303777695,2.04688385566e-05,5,11,False,0.0277211200446,0.24243298173,0.121917121112,0.288958281279,68.0955276489,9.02735137939,13.2115707397,23.3497142792,89,4840819.70235,8109.00631024,8.81247279503,NOT_AVAILABLE,113.690615619,56.5494447986,160.494209255,60.62408168,2.42447039188e-05
2021,74.41411,237.0415,2342, ,15 48 09.96,+74 24 50.8,     , 9.300,V,      , ,K5              ,          ,HIP 77409                    ,Simbad, ,1,233.112, ,      0.0060,0.8272, ,0.0022,  10.99,       , -29.50,   0.40,       ,5.0,2003Obs...123..344G                                ,Details,77409,           ,1635378410781933568,1703559779655983616,908769,2015.0,237.04318536,0.988654578545,74.4128448195,0.677526981137,38.6963720259,0.930617783538,110.236636168,0.0543434016076,-304.466135638,0.0480855596849,-0.29543274641,-0.651040375233,0.766579210758,-0.169415712357,0.17586889863,-0.228212416172,0.586197137833,-0.5022174716,0.0937862843275,-0.0861918404698,96,96,96,96,0,0,5.36115217209,3.29800450667,5475.10448769,True,31.980091095,0.0908032432199,1.49213083205e-05,3,16,False,0.106509357691,0.250263214111,0.464264750481,0.192300483584,-110.380142212,32.1054115295,54.0579986572,-29.0939159393,134,5147897.58641,2923.72677802,8.74569531796,NOT_AVAILABLE,109.251723015,37.6405494071,129.665201784,76.761253538,7.30995549839e-06
2022,59.65892,36.64046,2343, ,02 26 33.71,+59 39 32.1,     , 6.980,V,      , ,K0III-IV        ,          ,HIP 11380                    ,Simbad, ,1,6194.0, ,     90.0000,0.335, ,0.0240,   2.12,       ,  16.57,   0.26,       ,5.0,2004Obs...124...22G                                ,Details,11380,           ,1635378410781933568,459281915482748672,877512,2015.0,36.6411367866,0.258670412169,59.6588080314,0.226126239836,7.47745279322,0.375211699609,87.8188484387,0.0333966280796,-25.407444757,0.0274208552515,0.387074500322,0.719500660896,0.290504872799,0.145854949951,0.381497293711,0.120373465121,0.340113192797,0.218047127128,0.142182096839,-0.102648288012,44,44,44,44,0,0,111.527763367,0.531329412585,157.503494082,True,5.24587059021,3.41533041,1.6482465071e-05,3,6,True,0.712895452976,0.23313857615,0.206991776824,0.13232037425,-44.9620285034,-63.6205444336,41.5257949829,-33.9996757507,53,36250394.8039,16442.0149528,6.62648821173,NOT_AVAILABLE,134.687362595,-1.02410253953,56.820696802,42.2137166816,2.47973386105e-05
2023,-8.17931,104.25042,2344, ,06 57 00.10,-08 10 45.5,     , 6.347,V,      , ,A2V             ,          ,HIP 33420                    ,Simbad, ,1,6007.0, ,     86.0000,0.138, ,0.0270,   3.50,       ,  -5.90,   0.48,       ,5.0,2004Obs...124...22G                                ,Details,33420,           ,1635378410781933568,3051057252825251456,1850493,2015.0,104.250399838,0.246522015132,-8.17934757671,0.263332056425,2.35706699524,0.274836498376,-0.234356871521,0.0388955527534,-12.3341737024,0.0308835680488,-0.575073957443,0.22101457417,0.252392530441,-0.199233680964,-0.379061371088,-0.165472701192,0.329599261284,0.086667381227,-0.123440936208,-0.0146534088999,89,89,89,88,0,1,2.53748059273,0.664009791356,691.918568461,True,6.51285076141,2.24037003517,2.83732879325e-05,3,20,True,0.20102006197,0.547334730625,0.184407532215,0.7553358078,-36.7044944763,45.76537323,-43.4758529663,-42.5385055542,167,60961466.6335,31205.3100144,6.06213154665,NOT_AVAILABLE,220.847082038,-2.49259156667,106.480254206,-30.806970588,2.34760743707e-05
2024,44.07289,352.95946,2345, ,23 31 50.27,+44 04 22.4,     , 6.766,V,      , ,K2              ,          ,HIP 116127                   ,Simbad, ,1,7182.0, ,     38.0000,0.259, ,0.0100,   6.18,       ,   7.16,   0.28,       ,5.0,2004Obs...124...22G                                ,Details,116127,           ,1635378410781933568,1925222698205047424,1875865,2015.0,352.959326809,0.303603173834,44.0729574869,0.235017992961,3.72765114087,0.418458916408,-20.9404128499,0.0227495752215,19.7573587959,0.0219695388034,-0.0136282835156,0.208025366068,0.550762951374,-0.00795654579997,0.264125406742,-0.011775476858,0.438866198063,0.106289513409,0.122895263135,-0.0680138096213,147,147,147,146,0,1,0.640444993973,1.3590727566,2235.56237574,True,13.2101163864,0.527517795563,2.36276864598e-05,3,25,False,0.280547142029,0.280499011278,0.0368032231927,0.230980113149,-139.005325317,5.66097354889,59.4249572754,-3.70729494095,190,56497626.3818,31195.033126,6.14469455805,NOT_AVAILABLE,108.155012363,-16.5029331838,15.3614031376,42.3150048167,1.70681054505e-05
2025,36.18886,268.85283,2346, ,17 55 24.68,+36 11 19.9,     , 7.930,V,      , ,G5              ,          ,HIP 87746                    ,Simbad, ,1,3.3044, ,      0.0000,0.0,a,      ,  32.75,  46.80, -20.01,   0.36,   0.36,5.0,1994JApA...15..309G                                ,Details,87746,           ,1635378410781933568,4608207472875081600,1278908,2015.0,268.852134919,0.184512977512,36.1887878129,0.195925853639,32.1758540154,0.231956258994,-135.650654097,0.053840553524,-19.9726353466,0.0515548799805,-0.121915839612,-0.280933171511,0.137962937355,-0.0401522815228,-0.258818507195,-0.047452557832,0.123457282782,-0.0794408544898,-0.0652911812067,0.144630879164,112,112,112,110,0,2,3.06936311722,0.439512599106,72.1292486417,True,4.37558460236,4.51922559738,7.58473197493e-06,3,19,False,0.40854716301,0.204896584153,0.229774802923,0.301353901625,-85.2044677734,49.7732543945,-29.8416538239,32.2458839417,144,15587070.7034,13901.5796105,7.54285880038,NOT_AVAILABLE,62.0631908699,26.3014264225,268.167967034,59.6207691473,1.1814526617e-05
2027,12.96403,191.65129,2348, ,12 46 36.31,+12 57 50.5,     , 8.600,V,      , ,K5              ,          ,HIP 62353                    ,Simbad, ,1,205.58, ,      0.0600,0.0,a,      ,   9.76,       ,   1.03,   0.65,       ,5.0,1991JApA...12..265G                                ,Details,62353,            ,1635378410781933568,3928991998836474240,234063,2015.0,191.651168637,0.537473078773,12.9639799864,0.292332431267,2.66506033892,0.612078800477,-28.3550107105,0.0759484947584,-9.23813494181,0.0537642669022,-0.584292650223,0.515408694744,0.259054243565,-0.137681916356,-0.314287871122,-0.141331449151,0.230037882924,0.151908770204,-0.116557367146,-0.118742242455,132,132,132,131,0,1,1.59936702251,1.56863051949,863.406586189,True,15.2361106873,0.403924286366,6.95374774295e-06,3,15,True,0.688667058945,0.661262571812,0.4205044806,0.324619561434,27.2931423187,22.1187763214,24.9651203156,26.4991493225,125,12982331.0804,11960.4410824,7.74138836263,NOT_AVAILABLE,298.129597061,75.79064368,185.46594268,16.5057272436,1.15220049533e-05
2029,22.52733,204.50383,2350,N,13 38 00.92,+22 31 38.4,     , 7.010,V,      , ,G5              ,          ,HIP 66511                    ,Simbad,N,1,47.9578, ,      0.0022,0.034, ,0.0030,  31.07,  37.20, -47.80,   0.35,   0.35,5.0,1990JApA...11..533G                                ,Details,66511,           ,1635378410781933568,1441993625629660800,619797,2015.0,204.50320778,0.318157813195,22.5269333552,0.197125305511,10.369364147,0.410422690682,-138.131605089,0.0344192207863,-93.4651003469,0.0232519818758,-0.268128305674,0.176176145673,0.37881052494,-0.0926625803113,0.0324343293905,-0.0952853038907,0.37013027072,0.0746349468827,-0.0113994637504,-0.195509821177,220,220,220,218,0,2,8.46641731262,1.45176628606,748.275176748,True,14.1060943604,0.466195970774,1.2811864508e-05,3,32,True,0.710231781006,0.515052556992,0.426984995604,0.198509857059,4.80210256577,14.6445865631,5.44129180908,1.09685993195,248,35225977.1026,10524.7305619,6.65761244268,NOT_AVAILABLE,11.9340469872,78.481371241,193.326036976,30.2578080798,7.25161876917e-06
