,KIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
946,12255382,Kepler,3167,1,0.9993228,1e-06,54964.628561,0.086552,0.0,-1.0,0.0866,-1.0,1.0,0.54,289.7467,50.9937,82.2137,16.6883,10.437,5352.0,5547.0,5286.0,False,,-2147483648,3555-110-1  ,1635378410781933568,2133230781849743744,805714,2015.0,289.746859708,0.13757637134,50.9936994131,0.219682338885,9.08670429417,0.243650921078,9.02792793,0.974566134026,-4.88631531804,0.775093514365,0.226729750633,0.247955963016,-0.525501310825,-0.170301437378,0.674313366413,-0.569835662842,-0.697315275669,-0.811208724976,-0.386326044798,0.233807995915,114,114,112,112,2,2,,0.314370363292,184.461677932,True,3.20680141449,8.68327331543,2.84036759695e-05,5,17,False,0.323933392763,0.20459137857,0.0761863961816,0.0987578183413,-130.334197998,71.9122161865,-4.28988599777,14.8308086395,141,1181633.96594,1399.91185989,10.3435626483,NOT_AVAILABLE,82.213747693,16.688040702,312.214370979,71.5489611077,6.59390436412e-05
951,10014536,Kepler,-1,1,1.009397,1.1e-06,55009.909088,0.233169,0.0002,-1.0,0.231,-1.0,1.0,0.98,293.0521,46.9335,79.3135,13.0373,10.95,-1.0,-1.0,-1.0,False,,-2147483648,3560-2235-1 ,1635378410781933568,2128393377363751040,224449,2015.0,293.052154974,0.159944059191,46.9335358285,0.274599746785,1.89013259745,0.338601435441,7.39072031866,1.63769266858,13.2423122576,1.13889180575,0.471037864685,0.502000629902,-0.576102912426,-0.403264790773,0.738306879997,-0.729303777218,-0.551384091377,-0.877819180489,-0.408804267645,0.427330076694,87,87,87,81,0,6,,0.507980991308,349.222417952,True,5.02391147614,3.51504635811,2.76993359876e-05,5,14,False,0.521611392498,0.298317700624,0.110794737935,0.223889574409,-98.6726303101,-86.764175415,25.0281600952,9.39283370972,104,800213.734367,856.75766725,10.7667550612,NOT_AVAILABLE,79.3135839104,13.0371094561,313.085840974,66.9566467519,2.04894880755e-05
956,3431321,Kepler,-1,1,1.0150487,1.1e-06,54954.417815,0.065919,0.0092,0.0039,0.2489,0.2647,0.5115,0.79,287.7745,38.504,69.7965,12.9565,11.197,9589.0,-9999.0,-9999.0,False,,-2147483648,3121-1551-1 ,1635378410781933568,2099562911175129472,1734158,2015.0,287.774505786,0.164217194583,38.5039227022,0.339343862609,1.38995509465,0.447820098589,-4.24065292846,2.44500840784,-11.7995270455,1.29166786473,0.377719461918,0.380144923925,-0.400410950184,-0.359857052565,0.776992678642,-0.780965983868,-0.646597623825,-0.90154582262,-0.46983346343,0.510396897793,87,87,87,84,0,3,,0.671949846812,680.859343581,True,6.5889043808,2.17091703415,2.89879808406e-05,5,14,False,0.616138100624,0.204117044806,0.320827811956,0.270849138498,-106.709442139,-86.6893997192,25.2496452332,-15.2719182968,105,599886.232223,1028.01405769,11.0795978271,NOT_AVAILABLE,69.7964330784,12.9563312099,298.715360807,60.1835333773,3.58356462856e-05
973,9345838,Kepler,-1,1,1.0458736,1.1e-06,54954.532063,0.065835,0.2363,0.1388,0.1373,0.1503,0.5061,0.75,293.221,45.8439,78.3631,12.4529,12.378,6761.0,7025.0,6685.0,False,,-2147483648,3556-1445-1 ,1635378410781933568,2128047958913440640,1613992,2015.0,293.221001772,0.175913780756,45.8438448799,0.27472039647,1.32942230659,0.352517569076,1.26384936106,1.6575080004,-8.58264702564,0.940921012929,0.375659883022,0.399602383375,-0.449465960264,-0.25866612792,0.660572111607,-0.624189317226,-0.426532626152,-0.866105735302,-0.0435777232051,-0.133969724178,110,110,110,100,0,10,,0.650237908713,205.45344893,True,6.38098859787,2.31924557686,2.60001179413e-05,5,17,False,0.462002843618,0.162952303886,0.180633708835,0.0358158089221,-107.517959595,65.0374755859,37.0570411682,22.2258815765,125,231180.544804,1597.78833051,12.1148918567,NOT_AVAILABLE,78.3630756112,12.4527268903,312.288103334,65.9081706984,1.97744791986e-05
978,8552540,Kepler,-1,1,1.0619343,1.1e-06,54954.105667,0.02183,0.3952,0.2392,0.1081,0.1098,0.5001,0.57,288.8904,44.617,75.8925,14.6971,10.292,5749.0,5938.0,5909.0,True,,-2147483648,3133-1149-1 ,1635378410781933568,2127127117924685568,548944,2015.0,288.890176526,0.186986863176,44.6169295552,0.244303181034,4.3983589324,0.318192733896,-34.0949552791,1.10931680983,-23.4763829325,0.664534779121,0.317433416843,0.255094081163,-0.524353325367,-0.19044983387,0.74201220274,-0.664451539516,-0.519463598728,-0.79778277874,-0.32723519206,0.0652677118778,88,88,86,87,2,1,,0.439372674493,268.297097486,True,4.37426424026,4.37693309784,3.37585443049e-05,5,14,False,0.190011397004,0.151112034917,0.130904763937,0.044251639396,-25.244354248,36.5967178345,16.665309906,-3.26373624802,111,1222435.423,15507.9641945,10.3067052485,NOT_AVAILABLE,75.8923945797,14.6970979922,304.245773691,65.8252881487,3.22283798358e-05
983,9402652,Kepler,-1,1,1.073104,1.1e-06,54954.289305,0.032276,0.3596,0.3496,0.1418,0.1369,0.5003,0.65,291.2787,45.9342,77.8458,13.7107,11.823,6641.0,6861.0,6961.0,False,,-2147483648,3543-1026-1 ,1635378410781933568,2127530673052319360,2016372,2015.0,291.278678308,0.192139027241,45.9341601652,0.251529489373,1.28117060597,0.331745301177,-5.587384413,0.986361422384,-5.40671953306,0.755054100603,-0.238716363907,-0.291742116213,-0.401382654905,0.329943776131,0.844032526016,-0.516396462917,-0.634247303009,-0.605714917183,-0.537424087524,0.0155336093158,81,81,81,75,0,6,,0.416312025066,149.486627359,True,4.15699195862,5.56593132019,2.79030591628e-05,5,14,False,0.212473079562,0.123831562698,0.215174019337,0.268751442432,-72.7472381592,50.1044998169,8.0930223465,-2.31516218185,117,307200.326058,4818.15150046,11.8062158831,NOT_AVAILABLE,77.8458404403,13.710516132,309.262852592,66.4965735097,1.91487232581e-05
989,8894630,Kepler,-1,1,1.0840008,1.2e-06,54954.049453,0.060528,0.0397,0.0387,0.2193,0.2721,0.5022,0.95,294.9902,45.1272,78.2842,11.0225,11.544,7117.0,-9999.0,6952.0,False,,-2147483648,3556-3605-1 ,1635378410781933568,2079884711053853440,78170,2015.0,294.990156183,0.17875400329,45.1271822657,0.257974797968,0.760227384907,0.316781158358,4.06226964542,1.2351938638,0.791456324378,0.899766827937,0.406780302525,0.468364149332,-0.62791210413,-0.277074664831,0.607274830341,-0.579370617867,-0.603569984436,-0.853798568249,-0.231225848198,0.146240457892,122,122,122,114,0,8,,0.605575153112,335.217023802,True,5.95384979248,2.65747499466,3.02654425468e-05,5,19,False,0.324711799622,0.212582796812,0.0474622286856,0.164536058903,-117.346542358,80.8123550415,29.5131473541,11.5342130661,144,442710.53423,836.188025271,11.4094704237,NOT_AVAILABLE,78.2842473542,11.0223642984,314.357803245,64.7651763727,5.22594656901e-05
990,5802834,Kepler,-1,1,1.0924429,1.2e-06,54954.476652,0.061046,0.0403,0.0273,0.2526,0.3014,0.5054,0.88,295.2704,41.0241,74.7026,8.9164,12.211,6077.0,6321.0,6400.0,False,,-2147483648,3140-2035-1 ,1635378410781933568,2076663966619338240,1620480,2015.0,295.27033754,0.140247956488,41.024090063,0.280036855824,1.02894497545,0.296962216278,-1.03607411817,1.01410322088,-4.09896300267,1.16488064243,-0.086564540863,0.0433368049562,-0.499164253473,0.0624734908342,0.816132366657,-0.595467448235,-0.874481678009,-0.794854938984,-0.720088243484,0.522969663143,105,105,105,96,0,9,,0.360683731572,113.327272858,True,3.63598585129,7.35861158371,2.6831854484e-05,5,18,False,0.438040733337,0.27531644702,0.243281379342,0.38907533884,-130.714187622,76.372428894,7.25218486786,-1.40284872055,132,240143.275225,275.071183986,12.07359399,NOT_AVAILABLE,74.7026569992,8.91629937329,311.435554195,60.8787420227,4.33963433783e-05
991,12066630,Kepler,-1,1,1.0983743,1.2e-06,54953.967832,0.053976,0.0461,0.0433,0.29,0.2422,0.4978,0.98,294.1088,50.5426,82.965,13.9888,11.007,6818.0,7109.0,6847.0,True,,-2147483648,3564-1324-1 ,1635378410781933568,2135226292373555200,1417652,2015.0,294.108785173,0.140828160263,50.54265822,0.217356851237,1.50892046058,0.263384123558,5.75613840733,1.12290102911,4.41076404882,0.876993561995,0.534275531769,0.590148031712,-0.722801983356,-0.413073867559,0.813261926174,-0.763519525528,-0.698329329491,-0.885413229465,-0.507582128048,0.540372252464,89,89,88,88,1,1,,0.278330191217,110.363977563,True,2.87697839737,11.5009183884,2.54520000453e-05,5,15,False,0.307937830687,0.134514555335,0.138729333878,0.240735575557,-142.086456299,-84.1795654297,-9.32585906982,2.28934025764,114,708283.498141,967.660276048,10.8992522549,NOT_AVAILABLE,82.9651214442,13.9886461097,319.072092821,69.9050218349,5.19939402375e-05
996,6803335,Kepler,-1,1,1.1108525,1.2e-06,54954.334913,0.060936,0.0563,0.0492,0.2426,0.3043,0.5062,0.95,298.2075,42.2011,76.823,7.5736,12.118,-1.0,-1.0,-1.0,False,,-2147483648,3145-1360-1 ,1635378410781933568,2078423631904379648,540003,2015.0,298.207534567,0.271636081824,42.2011058567,0.591349259569,1.94125141582,0.907369362109,-5.78219030723,5.61631485918,-3.75730938574,1.0273124478,0.8998016119,0.910271346569,-0.915835857391,-0.72754573822,0.98265337944,-0.976500213146,-0.783511579037,-0.988351941109,-0.749367952347,0.733865082264,88,88,88,80,0,8,,0.451041881615,147.762259049,True,4.48444271088,4.60009670258,2.89345971396e-05,5,14,False,0.524312674999,0.0555854737759,0.260867834091,0.42555129528,-98.8790588379,38.3326072693,26.8650283813,-1.09898245335,102,274857.954713,682.423453387,11.9269992876,NOT_AVAILABLE,76.8230606767,7.57341969725,316.545780942,61.1611685841,5.41552208811e-05
999,4570326,Kepler,-1,1,1.1215525,1.2e-06,54954.442727,0.059235,0.0473,0.0426,0.2552,0.2887,0.5037,0.95,294.0376,39.6286,73.0081,9.0878,9.768,-1.0,-1.0,-1.0,True,,-2147483648,3139-1005-1 ,1635378410781933568,2052483197660328576,1919395,2015.0,294.037514309,0.12978978484,39.6284972768,0.198892099162,2.38413842325,0.26322480731,-21.6093148886,1.37196667575,-23.0675060086,0.751745971842,0.318700641394,0.325580954552,-0.358028888702,-0.358028054237,0.688255727291,-0.69573456049,-0.505185604095,-0.844363570213,-0.318951368332,0.266592532396,106,106,103,104,3,2,,0.375912794018,227.63566106,True,3.77811288834,6.42807579041,2.65996550297e-05,5,15,False,0.557984769344,0.0467527471483,0.199564665556,0.265623241663,-102.179176331,64.7150421143,23.5893878937,-4.86441993713,122,2148293.56071,5807.25844916,9.6945359971,NOT_AVAILABLE,73.0080155498,9.08772861507,308.695778692,59.8797947254,2.49313977746e-05
1001,9725155,Kepler,-1,1,1.1271457,1.2e-06,54953.898971,0.057208,0.0072,0.0071,0.2736,0.2383,0.497,0.99,297.3597,46.4025,80.2227,10.1695,12.752,8123.0,-9999.0,-9999.0,False,,-2147483648,3557-101-1  ,1635378410781933568,2080270433474598144,350559,2015.0,297.359715791,0.182019012289,46.4024474373,0.291101264016,0.601639826765,0.389996912105,-3.44754482979,1.81201105867,-7.51371258819,1.03240644937,0.361138135195,0.432066500187,-0.512124657631,0.0280263610184,0.74364054203,-0.62276995182,-0.154193118215,-0.85969299078,0.229393705726,-0.514711499214,99,99,99,87,0,12,,0.615468753197,207.904566591,True,6.04839849472,2.57612538338,1.6342912204e-05,5,14,False,0.333477467299,0.231834471226,0.352578163147,0.047416832298,-95.2266998291,53.3134269714,40.9054527283,-12.6694555283,106,144181.437948,180.821240318,12.6274966826,NOT_AVAILABLE,80.2226673854,10.169277264,319.170473123,65.2386736734,3.30083814074e-05
1007,5975712,Kepler,-1,1,1.1360932,1.2e-06,54953.90719,0.054603,0.0062,0.005,0.2634,0.1778,0.5348,0.87,296.0697,41.271,75.2134,8.5062,11.507,-1.0,-1.0,-1.0,False,,-2147483648,3144-1423-1 ,1635378410781933568,2077008045036716416,42530,2015.0,296.069690893,0.184223797406,41.2709871287,0.337017289362,1.08978782143,0.362636546179,-2.01200705198,1.61587487227,-6.52012274033,1.47750532217,0.586348414421,0.628755807877,-0.718438565731,-0.45381373167,0.56113409996,-0.664056062698,-0.766431689262,-0.87951540947,-0.261174887419,0.436029464006,87,87,87,81,0,6,,0.541268653784,205.156165802,True,5.340467453,3.2926428318,3.28108326357e-05,5,12,False,0.562610030174,0.364192634821,0.267432272434,0.281793773174,-117.12727356,-85.2069702148,39.412563324,2.7593832016,94,284783.01927,299.20919622,11.8884848386,NOT_AVAILABLE,75.2134766531,8.50603110812,312.772305737,60.8964495955,1.43783909392e-05
1013,6447430,Kepler,-1,1,1.160002,1.3e-06,54954.148049,0.066584,0.0182,0.015,0.2325,0.2807,0.509,0.92,293.2967,41.8741,74.7678,10.6213,11.405,8010.0,-9999.0,-9999.0,False,,-2147483648,3143-536-1  ,1635378410781933568,2077627344963037696,159215,2015.0,293.296671425,0.263284261984,41.8741219521,0.43166979702,0.805790116282,0.674177919726,3.94417282367,3.49737956349,-0.812491381933,1.14737532167,-0.0285461712629,-0.0950839519501,-0.322655111551,0.180437132716,0.94704502821,-0.863411903381,-0.85515242815,-0.890364170074,-0.760815680027,0.581831991673,63,63,63,60,0,3,,0.371210007357,230.144792863,True,3.73417806625,6.86167860031,3.33490352205e-05,5,12,False,0.534071624279,0.192809894681,0.168985366821,0.331411719322,-128.928970337,13.9033670425,31.4556884766,-3.48868441582,71,370787.741101,15701.5475655,11.6019566459,NOT_AVAILABLE,74.7678649988,10.6211956333,309.131995263,62.1848118081,4.54329821558e-05
1016,9108579,Kepler,-1,1,1.1696282,1.3e-06,54954.99795,0.069335,0.0202,0.0093,0.2657,0.2825,0.5031,0.81,297.8999,45.4666,79.5791,9.3854,11.56,6386.0,6709.0,6606.0,False,,-2147483648,3557-1972-1 ,1635378410781933568,2079467927429224064,1918890,2015.0,297.899893316,0.183463986713,45.466516019,0.412726151728,1.8630425253,0.598781179387,-3.72505644776,3.56320796854,-11.7489596658,0.929991885166,0.858186006546,0.86037927866,-0.81055444479,-0.41134172678,0.965223252773,-0.95434576273,-0.481078028679,-0.969946324825,-0.424071639776,0.525379896164,52,52,52,50,0,2,,0.307863455156,86.9345567706,True,3.14694213867,10.0697536469,3.29244030581e-05,5,10,True,0.607395887375,0.279648423195,0.398377388716,0.359800934792,-80.7279434204,-59.7482223511,44.5668411255,8.6502904892,60,430884.165121,846.983410257,11.4388687284,NOT_AVAILABLE,79.5790359572,9.38519587075,319.016184559,64.2323154139,3.66640102237e-05
1028,7976783,Kepler,-1,1,1.2088516,1.4e-06,54954.260728,0.070904,0.0057,0.0056,0.238,0.3317,0.498,0.99,297.1806,43.7646,77.8217,8.9991,11.99,7937.0,-9999.0,-9999.0,False,,-2147483648,3148-576-1  ,1635378410781933568,2078855843048539648,10139,2015.0,297.18062897,0.174800123032,43.7645511728,0.27273068757,1.02302672558,0.341736162075,-5.70844851856,1.45485478354,-7.80744392012,1.21202783329,0.453706115484,0.57245361805,-0.728499472141,-0.448239654303,0.718864500523,-0.687891483307,-0.731765329838,-0.888189196587,-0.583808600903,0.574653625488,95,95,93,86,2,9,,0.504170642453,224.13651965,True,4.98772573471,3.8133752346,2.82949949906e-05,5,16,False,0.421888262033,0.323090791702,0.205219015479,0.248337239027,-115.626655579,83.0821533203,-0.738356888294,8.62000465393,130,281790.02487,2514.44796069,11.8999560254,NOT_AVAILABLE,77.8216507597,8.99896325555,316.388118685,62.8941219148,4.758453987e-05
1031,9592855,Kepler,-1,1,1.2193248,1.4e-06,54953.971963,0.026456,0.1609,0.1524,0.1038,0.1013,0.5001,0.6,293.7701,46.2366,78.8968,12.2863,12.216,7290.0,-9999.0,-9999.0,False,,-2147483648,3556-1944-1 ,1635378410781933568,2128163029676990848,2043994,2015.0,293.770145971,0.223258171431,46.2365467953,0.348755806761,0.962705421477,0.358010820559,-3.50166670205,1.201604883,-8.47135131129,1.19799320397,-0.261835753918,-0.0998931676149,-0.528754174709,0.311659991741,0.749377012253,-0.327259838581,-0.797281086445,-0.63627320528,-0.525392770767,0.0334703139961,105,105,105,96,0,9,,0.607969118353,165.312572322,True,5.9767241478,2.5965025425,2.9131764677e-05,5,16,False,0.30719769001,0.254520058632,0.164008274674,0.131821408868,-143.036010742,64.0401229858,-0.105826996267,-0.802603185177,122,233956.448078,229.621146909,12.1019325156,NOT_AVAILABLE,78.896787198,12.2861698475,313.528437129,66.1210390668,4.97243127023e-05
1035,7676610,Kepler,-1,1,1.2256754,1.4e-06,54954.637879,0.071924,0.0373,0.0223,0.244,0.2961,0.5034,0.85,289.7734,43.3881,75.0052,13.6139,12.641,8493.0,-9999.0,-9999.0,False,,-2147483648,3133-239-1  ,1635378410781933568,2102813720380137600,453422,2015.0,289.773351832,0.252347032711,43.3880539252,0.389456698593,0.938244220098,0.488204232048,-2.0454573793,2.41318504383,-7.41017563727,1.3672622258,0.219099700451,0.110841564834,-0.139521032572,-0.338226377964,0.527337133884,-0.562539339066,-0.229052141309,-0.824798226357,0.183922216296,-0.443621575832,96,96,96,88,0,8,,1.0088272506,267.787611289,True,9.82861709595,0.976824879646,1.81711420737e-05,5,14,False,0.409650146961,0.238151565194,0.263035088778,0.174005001783,-87.2744903564,58.2965011597,37.0047569275,31.6609840393,113,160650.127664,197.577755686,12.5100673763,NOT_AVAILABLE,75.0052098838,13.6137455123,304.76510869,64.4592635247,3.05335445452e-05
1037,10661783,Kepler,-1,1,1.2313633,1.4e-06,54954.95432,0.039362,0.2178,0.1129,0.1591,0.1713,0.4992,0.62,290.2984,47.9786,79.4815,15.1661,9.586,7887.0,-9999.0,-9999.0,True,,-2147483648,3547-2135-1 ,1635378410781933568,2129388572826249216,192594,2015.0,290.298459955,0.161218439334,47.9786983739,0.256107310237,1.93510934022,0.263370957273,8.55370317793,0.938259817471,23.670901981,0.900730393089,0.171089440584,0.21215005219,-0.32826051116,-0.180948585272,0.44568875432,-0.418167322874,-0.331012755632,-0.682443261147,-0.128031760454,0.1694586128,89,89,87,89,2,0,,0.517562868294,476.480918037,True,5.11495447159,3.47471213341,2.56136554526e-05,5,11,False,0.530255258083,0.314314484596,0.100142590702,0.205736324191,-101.293273926,-87.8782653809,26.8400993347,10.2309560776,87,2430401.72436,21191.3746516,9.56057490222,NOT_AVAILABLE,79.4816697069,15.1659006913,309.619074126,68.643459007,4.50086991793e-06
1040,6206751,Kepler,-1,1,1.2453335,1.4e-06,54954.013099,0.026099,0.2421,0.0863,0.1047,0.0894,0.5008,0.56,292.4063,41.513,74.1343,11.0517,12.142,6965.0,-9999.0,6833.0,True,,-2147483648,3142-1295-1 ,1635378410781933568,2053631156523041920,319470,2015.0,292.406233501,0.175850770459,41.5130459399,0.283819681892,2.20910058809,0.348301497476,-13.796312053,1.43333373118,2.95333548071,1.27391145592,0.538759946823,0.56609171629,-0.694873571396,-0.41504278779,0.691684007645,-0.700850605965,-0.654732465744,-0.875777721405,-0.376516103745,0.490105777979,102,102,102,93,0,9,,0.576769416472,234.240066626,True,5.6788225174,2.91658067703,2.62441390078e-05,5,18,False,0.364290028811,0.298428446054,0.127487838268,0.320481181145,-119.309631348,-81.1063919067,24.3443412781,0.0122552355751,137,259969.444429,418.836140155,11.9874642987,NOT_AVAILABLE,74.1343106886,11.0516133301,307.534593004,62.0636926864,3.45022163938e-05
1042,9451096,Kepler,-1,1,1.2503908,1.4e-06,54954.729422,0.022359,0.233,0.0967,0.0922,0.0874,0.4996,0.54,284.8071,46.098,76.185,17.9133,12.64,-1.0,-1.0,-1.0,True,,-2147483648,3541-450-1  ,1635378410781933568,2107281517158920448,1863667,2015.0,284.807081691,0.249203343468,46.0979601315,0.446964974269,1.53007885708,0.486799710938,-6.90305943882,2.01034554741,-10.8591564586,2.04831125624,0.411326617002,0.400757938623,-0.584530115128,-0.411196291447,0.683921456337,-0.674866497517,-0.769119441509,-0.865092515945,-0.530866384506,0.538447797298,116,116,116,109,0,7,,1.04541555164,155.913869851,True,10.1814565659,0.910046696663,2.18059467443e-05,5,16,False,0.39715769887,0.238668754697,0.0710646435618,0.132640212774,-127.510322571,88.1912612915,-8.94291496277,2.69835019112,133,198066.975717,1005.52563705,12.2827398879,NOT_AVAILABLE,76.1850452459,17.9131170454,298.347667213,68.0851882722,1.69431851087e-05
1062,2557430,Kepler,-1,1,1.2977364,1.5e-06,54954.461036,0.017907,0.0403,0.0306,0.079,0.0743,0.5005,0.51,286.8453,37.8159,68.8435,13.3388,11.471,6248.0,6547.0,-9999.0,True,,-2147483648,3120-328-1  ,1635378410781933568,2099133861119158144,1116434,2015.0,286.84535661,0.129673340447,37.8159245965,0.188035953863,2.8645872227,0.250164950954,5.04555042824,0.84308791612,-1.29143774708,0.625164684124,0.285043507814,0.28900551796,-0.563583433628,-0.174507915974,0.720162391663,-0.622914075851,-0.561108708382,-0.809345841408,-0.345307320356,0.212610423565,116,116,116,111,0,5,,0.324621769668,147.627764052,True,3.30134963989,8.65803146362,2.55920276686e-05,5,15,False,0.1883033216,0.151073381305,0.22438493371,0.307113319635,-112.214454651,83.1529083252,6.38523721695,-13.5884456635,132,443295.668987,4537.63296498,11.4080363432,NOT_AVAILABLE,68.8435682788,13.3385535175,296.97377274,59.6876306276,3.82130197304e-05
1068,7884842,Kepler,-1,1,1.3145477,1.5e-06,54954.893014,0.082356,0.0141,0.0074,0.1757,0.2675,0.4813,0.78,289.6946,43.626,75.2035,13.7648,9.601,9126.0,-9999.0,-9999.0,False,,-2147483648,3133-209-1  ,1635378410781933568,2102826364763843456,1398972,2015.0,289.694619761,0.2208154563,43.6260391371,0.321007336495,1.44712471076,0.327666257894,0.742378129158,0.809694356059,6.68453771416,0.696758882041,0.0181427504867,0.0129378903657,-0.291332632303,-0.139944523573,0.299067556858,-0.336754351854,-0.379002720118,-0.586494863033,-0.152147784829,-0.00899911765009,116,116,116,114,0,2,,0.960263734937,865.98863609,True,9.36050128937,1.0444008112,2.16265962081e-05,5,18,False,0.207465142012,0.327480912209,0.144175082445,0.124593988061,-83.903465271,77.8023910522,26.7251873016,13.9676513672,138,2490566.64501,2570.11750069,9.53402464509,NOT_AVAILABLE,75.2035249687,13.7646479657,304.812246765,64.703165942,1.59071506783e-05
1072,9899416,Kepler,-1,1,1.3325545,1.6e-06,54954.389539,0.040326,0.6269,0.1757,0.1446,0.1276,0.4992,0.6,295.2281,46.7849,79.8618,11.6412,10.028,8608.0,-9999.0,-9999.0,True,,-2147483648,3556-3214-1 ,1635378410781933568,2080482158185702784,1201174,2015.0,295.228090732,0.170398599113,46.7848994671,0.219424444935,1.1102607973,0.267262893146,0.563161281481,1.09429281705,2.34147883262,0.752928911578,0.0920647010207,0.123469024897,-0.292054086924,-0.163973450661,0.665402412415,-0.533934414387,-0.343764036894,-0.705071866512,-0.135381177068,-0.271705836058,117,117,117,114,0,3,,0.489396253282,502.381178786,True,4.84752368927,3.84821128845,2.88946066576e-05,5,16,False,0.332290887833,0.256549745798,0.195982977748,0.0421257503331,-92.3556442261,40.390663147,31.0602874756,-20.6545562744,94,977936.014148,39690.0628391,10.5489939637,NOT_AVAILABLE,79.8618119645,11.6410611772,316.34940208,66.2119954172,1.34692839604e-05
1089,10818544,Kepler,-1,1,1.3692171,1.6e-06,54954.302973,0.073117,0.0262,0.0183,0.2691,0.2594,0.5037,0.9,298.9634,48.1332,82.2967,10.0679,11.029,9335.0,-9999.0,-9999.0,False,,-2147483648,3562-1452-1 ,1635378410781933568,2086104785772503040,589688,2015.0,298.96345413,0.222731924853,48.1331357634,0.273858469217,0.920252743736,0.357227152636,-1.91301090673,1.28625720055,-8.00513479486,0.897025427989,0.28308108449,0.420462071896,-0.601783812046,-0.182254984975,0.70137244463,-0.600337743759,-0.410952597857,-0.798296749592,-0.271806865931,0.0451653078198,92,92,91,89,1,3,,0.659192576692,840.911477449,True,6.46671962738,2.13515734673,3.22116320604e-05,5,14,False,0.252841681242,0.19900020957,0.19386267662,0.0984964668751,-82.7307891846,50.2727737427,2.49610805511,11.1767702103,115,678326.954604,2231.2981302,10.9461723765,NOT_AVAILABLE,82.2966942697,10.0676686942,323.457360375,66.2797321669,5.38357613796e-05
1093,9953894,Kepler,-1,1,1.3825995,1.7e-06,54954.535285,0.059284,0.1337,0.1355,0.0786,0.0725,0.5008,0.74,292.9217,46.8121,79.1614,13.0644,11.083,7295.0,-9999.0,7188.0,True,,-2147483648,3556-2314-1 ,1635378410781933568,2128297135736728832,1334991,2015.0,292.92167579,0.219446554517,46.8121322588,0.329240017765,0.902773036541,0.397532147915,-0.289371680126,1.60887324476,-0.745785749482,1.37920115494,0.559575140476,0.61448186636,-0.711003601551,-0.414422541857,0.715994954109,-0.713310182095,-0.662883341312,-0.878207206726,-0.384752511978,0.477126806974,97,97,97,92,0,5,,0.680028205078,668.973242378,True,6.66630411148,2.02076888084,3.59211226169e-05,5,16,False,0.331067115068,0.213974669576,0.0502891205251,0.20959456265,-129.153686523,-80.8463134766,-8.02605056763,4.10609912872,123,624880.743002,2817.95759858,11.0352772109,NOT_AVAILABLE,79.1614706528,13.0642488137,312.754235658,66.8805241192,3.85591002696e-05
1097,7177892,Kepler,-1,1,1.3862494,1.7e-06,54954.651393,0.017278,0.0552,0.0138,0.0606,0.0885,0.4839,0.5,283.169,42.7921,72.5017,17.8329,11.766,-1.0,-1.0,-1.0,True,,-2147483648,3127-1434-1 ,1635378410781933568,2104970068840690432,1347466,2015.0,283.169018341,0.139226888308,42.7920914175,0.488791644965,2.11339386183,0.665079944479,-0.880763253568,3.9227164833,-6.97192999314,1.56311669938,0.500525534153,0.517392337322,-0.584601163864,-0.483811199665,0.955907821655,-0.940394222736,-0.922540426254,-0.976764202118,-0.86930847168,0.840552270412,89,89,88,82,1,7,,0.466404784353,231.680214195,True,4.62971067429,4.37111234665,3.50109985447e-05,5,14,False,0.620367288589,0.138437569141,0.208142653108,0.204992771149,-122.729660034,57.7840576172,9.52170848846,-28.9050006866,98,444414.637977,975.51797961,11.405299176,NOT_AVAILABLE,72.5017478411,17.8327644073,293.454101019,65.1626980173,2.66888607767e-05
