,KIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
1698,10206340,Kepler,-1,1,4.5644014,9.3e-06,54956.962646,0.136536,0.5084,0.2431,0.1391,0.1338,0.5003,0.61,291.2451,47.2493,79.0656,14.2844,11.203,5213.0,5352.0,5429.0,True,,-2147483648,3547-2762-1 ,1635378410781933568,2129156575875001472,1792487,2015.0,291.245090826,0.171037203034,47.2492509427,0.341057899656,0.615780506443,0.435516693218,1.99736377934,2.14573948136,-1.81700073562,0.914000208197,0.353989601135,0.380632460117,-0.45200368762,-0.0835255235434,0.877506315708,-0.802926719189,-0.105270020664,-0.873506128788,-0.0145958028734,-0.199659541249,80,80,80,77,0,3,,0.591985470151,310.553463235,True,5.82405090332,2.73894810677,4.41801676061e-05,5,14,False,0.504010975361,0.0719309598207,0.260115027428,0.225204482675,-80.2935562134,67.6572341919,19.993719101,-6.136947155,93,592571.135592,6696.4096768,11.0929188314,NOT_AVAILABLE,79.0656622126,14.2841892887,310.462659985,67.7263652116,4.39639183738e-05
1701,11673686,Kepler,6243,1,4.618769,9.5e-06,54957.148279,0.047522,0.0334,-1.0,0.0571,-1.0,1.0,0.39,297.3154,49.7061,83.1623,11.7779,11.685,5949.0,6231.0,6324.0,True,,-2147483648,3565-933-1  ,1635378410781933568,2087219793638722688,1284989,2015.0,297.3154111,0.15940893391,49.706016514,0.248197536455,1.94947592198,0.259110618736,4.2679467658,0.924704582205,-9.61762100031,0.844480607713,-0.209174752235,-0.0485366508365,-0.546028256416,0.316199839115,0.747083365917,-0.334124237299,-0.720879733562,-0.630893826485,-0.453918606043,-0.109303027391,89,89,89,81,0,8,,0.317260489681,123.276547537,True,3.23342776299,9.33526039124,3.52893075615e-05,5,13,False,0.349147558212,0.325150042772,0.169152721763,0.0688523054123,-112.379646301,59.8821105957,2.47522544861,30.5107936859,96,385824.782176,1517.81665972,11.5587947647,NOT_AVAILABLE,83.1622858676,11.7776554191,322.981114036,68.1803698792,4.46890211095e-05
1705,9071386,Kepler,23,1,4.6933061,9.7e-06,54955.78203,0.042372,0.0151,-1.0,0.0509,-1.0,1.0,0.36,283.1663,45.4031,75.0787,18.7443,12.291,6324.0,6540.0,6479.0,True,,-2147483648,3540-2352-1 ,1635378410781933568,2107001760170220032,240973,2015.0,283.16632466,0.231516421535,45.4030452648,0.334029587462,1.25465515984,0.419888245421,1.06409900577,1.57069832969,5.24117407001,1.00479497146,0.369898200035,0.36566773057,-0.523519158363,-0.318061769009,0.71132516861,-0.648108005524,-0.654994904995,-0.836067914963,-0.433929651976,0.232823476195,130,130,130,117,0,13,,0.914550611158,355.354706161,True,8.92010879517,1.17939126492,2.39213040913e-05,5,19,False,0.167651712894,0.117116391659,0.0972752571106,0.0717848613858,-108.641670227,48.2239074707,-5.65210056305,41.4856567383,164,221521.323336,72.4575214923,12.1612312209,NOT_AVAILABLE,75.0786892676,18.7441557612,294.933773019,67.7059449973,7.76491463911e-05
1717,8700558,Kepler,320,1,4.7918146,1.01e-05,55006.496825,0.070772,0.0001,-1.0,0.0242,-1.0,1.0,0.17,295.9478,44.8278,78.3376,10.2837,12.174,6234.0,6499.0,6110.0,False,,-2147483648,3148-815-1  ,1635378410781933568,2079754934323717120,1514599,2015.0,295.947912877,0.228662020016,44.8278789112,0.448556599328,2.4735856001,0.412338857484,8.55037442162,1.90285311124,10.4239005327,1.96681028625,0.656537353992,0.502506196499,-0.692823290825,-0.593664526939,0.458198577166,-0.641953766346,-0.793416678905,-0.860688507557,-0.265975743532,0.490404605865,71,71,71,64,0,7,,0.654976593435,95.2100875468,True,6.42635297775,2.30242776871,3.03617944155e-05,5,11,False,0.543681323528,0.46358525753,0.249631538987,0.373335987329,-106.503555298,-81.3549728394,48.1435508728,15.4260931015,88,240772.424275,92.0419071449,12.0707531999,NOT_AVAILABLE,78.3376936525,10.2835660757,315.52564535,64.2213798129,5.6856456167e-05
1728,10156064,Kepler,-1,1,4.8559364,1.02e-05,54954.458136,0.033241,0.1264,0.055,0.0409,0.0435,0.5007,0.32,296.9934,47.1467,80.7636,10.7471,10.367,7424.0,-9999.0,-9999.0,True,,-2147483648,3561-1283-1 ,1635378410781933568,2080376192749300736,1199037,2015.0,296.993409609,0.188798222051,47.1466397244,0.300849536919,1.27835368154,0.304871761663,1.94640972288,1.09353102027,-2.43154176161,1.0036228126,0.4162350595,0.222214430571,-0.489073812962,-0.337274044752,0.28944376111,-0.395820587873,-0.670504868031,-0.787875294685,0.0301793366671,0.0311588048935,106,106,105,104,1,2,,0.586768290233,373.016140178,True,5.7742433548,2.50260138512,2.359674545e-05,5,16,False,0.323941081762,0.285199761391,0.210081428289,0.299215763807,-123.897399902,-89.2496566772,56.6081581116,21.2218952179,122,1253419.95957,5392.69576567,10.2795285484,NOT_AVAILABLE,80.7636758512,10.7469548063,319.418731584,66.0173022446,5.01689042811e-05
1730,9970937,Kepler,-1,1,4.8770612,1.03e-05,54999.021468,0.330019,0.0039,0.0028,0.2115,0.1971,0.4895,0.88,298.854,46.8269,81.109,9.4832,9.797,8308.0,-9999.0,-9999.0,True,,-2147483648,3558-511-1  ,1635378410781933568,2085563001417101312,476049,2015.0,298.854013994,0.293843301646,46.826919035,0.625212544104,0.0821973683505,0.690174286174,0.137407830441,0.794594674137,-6.36259873369,0.832508505291,-0.419464528561,-0.507699072361,-0.206131458282,0.0653916522861,0.886630475521,-0.27880319953,-0.0276233516634,-0.369111537933,0.00704127643257,0.134067684412,65,65,65,63,0,2,,0.904369809169,759.131944296,True,8.82206439972,1.14853620529,2.51310793828e-05,5,13,False,0.127884894609,0.291769564152,0.193085476756,0.649903416634,-93.5048522949,-72.1871643066,9.11587905884,6.98521995544,90,2086953.0002,2299.85540958,9.72598839252,NOT_AVAILABLE,81.1090326358,9.48302534065,321.811937921,65.1598464723,4.64270219786e-05
1731,8302455,Kepler,-1,1,4.8839763,1.03e-05,54957.805712,0.024656,0.0897,0.0897,0.0303,0.0304,0.5008,0.29,292.8627,44.2211,76.7601,11.96,11.535,5797.0,-1.0,-1.0,True,,-2147483648,3147-706-1  ,1635378410781933568,2126367527190520576,407160,2015.0,292.862581601,0.166664220179,44.2209270578,0.247220519662,2.70512613775,0.304334348719,-16.3080672236,0.991090837398,-22.8950405069,0.77332682914,-0.128387376666,-0.0411074720323,-0.499800443649,0.233924180269,0.813437759876,-0.491721004248,-0.616290688515,-0.669706523418,-0.471132785082,-0.00825896114111,88,88,86,87,2,1,,0.40157679388,124.080928925,True,4.01851797104,5.97291088104,3.79590746888e-05,5,13,False,0.238279357553,0.210345685482,0.296441048384,0.266607671976,-86.1557388306,52.7365722656,6.34185218811,-7.24808835983,105,434160.719315,758.139951465,11.4306437436,NOT_AVAILABLE,76.7599628168,11.9598321511,310.28951401,64.495398085,7.93666227048e-05
1762,6889235,Kepler,74,1,5.18867,1.13e-05,54956.285879,0.045776,0.0016,0.0008,0.0461,0.0526,0.4998,0.43,298.3242,42.3885,77.0302,7.5927,10.96,9288.0,-9999.0,-9999.0,True,,-2147483648,3145-1701-1 ,1635378410781933568,2078449779665274240,98757,2015.0,298.32423292,0.228824519586,42.3884762995,0.310047222078,2.28349372076,0.41124169963,1.73017301666,1.63978429322,0.567504972061,1.15529292109,0.297258734703,0.392148047686,-0.547931432724,-0.188433080912,0.739399731159,-0.603226602077,-0.432132303715,-0.773719847202,-0.2900185287,0.281462997198,97,97,96,96,1,1,,0.801438909009,1114.13659211,True,7.83169841766,1.44625163078,2.70717118838e-05,5,13,False,0.376585900784,0.049630317837,0.195234358311,0.446776896715,-102.835510254,84.6090545654,17.5414047241,1.12149131298,103,702128.534357,3709.69265882,10.9087285063,NOT_AVAILABLE,77.0302837605,7.59253317296,316.863202262,61.2998054726,3.11765725104e-05
1766,6372268,Kepler,-1,1,5.2200466,1.14e-05,54966.725142,0.054785,0.0015,-1.0,0.0881,-1.0,1.0,0.52,294.3562,41.7772,75.0495,9.8758,11.446,-1.0,-1.0,-1.0,False,,-2147483648,3143-2014-1 ,1635378410781933568,2077510075175988480,698889,2015.0,294.35617408,0.190879481556,41.7771841156,0.506099736443,1.44106056218,0.770404840484,-1.5020106865,4.64334747142,-6.2541136431,1.09771001596,0.840090632439,0.826677620411,-0.832449316978,-0.747440814972,0.97190785408,-0.971358895302,-0.809826612473,-0.987530887127,-0.765601158142,0.772057890892,89,89,89,84,0,5,,0.442033443694,310.925752276,True,4.39937353134,4.78615903854,2.98892864521e-05,5,13,False,0.506522893906,0.131147682667,0.274925291538,0.383094191551,-90.4117431641,-42.396697998,35.3323554993,0.0894728600979,104,544438.732984,3652.73830554,11.1848975273,NOT_AVAILABLE,75.0494949247,9.87559324597,310.641682331,61.8234655897,1.65640742069e-05
1768,9848190,Kepler,-1,1,5.2410044,1.14e-05,55021.015532,0.302103,0.0047,0.0037,0.2448,0.2703,0.5166,0.9,297.9904,46.6104,80.6215,9.8913,11.373,9402.0,-9999.0,-9999.0,False,,-2147483648,3557-187-1  ,1635378410781933568,2085542385574075264,87528,2015.0,297.990405693,0.232073383306,46.6103532672,0.325870416799,0.758897299084,0.408712746028,-3.38732968179,1.51373655363,-4.51047011861,1.04536068866,0.294503509998,0.431782454252,-0.595258116722,-0.124344788492,0.699569344521,-0.593215286732,-0.402410924435,-0.807186126709,-0.197908610106,-0.0180519521236,88,88,87,86,1,2,,0.767122095879,729.902424654,True,7.5019402504,1.66010570526,2.56183338934e-05,5,15,False,0.298068910837,0.230967178941,0.150296255946,0.118731155992,-91.4595565796,68.4292144775,15.7350006104,7.68280506134,121,495458.14225,1270.19045958,11.2872526391,NOT_AVAILABLE,80.6215483667,9.89111314371,320.319464766,65.2338045376,3.32489839668e-05
1777,8432040,Kepler,-1,1,5.327758,1.17e-05,55095.498914,0.309721,0.0013,0.0012,0.2322,0.2472,0.5003,0.97,292.3079,44.4802,76.819,12.4303,11.946,6208.0,6474.0,6526.0,False,,-2147483648,3146-11-1   ,1635378410781933568,2126366496398355072,371025,2015.0,292.307952825,0.241953722463,44.4802466901,0.275008917774,1.4154753104,0.368737204555,0.0725560156524,1.02646221045,1.94849785301,0.818447518779,-0.173154518008,-0.209272906184,-0.5060120821,0.23497736454,0.854537010193,-0.523335695267,-0.710110187531,-0.623746693134,-0.571178734303,0.190258547664,85,85,85,77,0,8,,0.467540911777,112.707888488,True,4.64046239853,4.34386205673,2.69592219411e-05,5,15,False,0.0820834934711,0.0830864459276,0.191067621112,0.374927282333,156.233505249,8.28450679779,-1.79133975506,-4.64914464951,109,299295.572989,101.20308539,11.8345193312,NOT_AVAILABLE,76.8190757893,12.4301506452,309.639845893,64.8793073336,5.37175639511e-05
1778,8953426,Kepler,-1,1,5.3317509,1.17e-05,54953.954513,0.04601,0.1611,0.1496,0.0499,0.0469,0.4993,0.4,291.991,45.2341,77.4146,12.9607,12.156,5987.0,-1.0,-1.0,True,,-2147483648,3543-799-1  ,1635378410781933568,2126611893647856256,767011,2015.0,291.990970995,0.21565059979,45.2341271018,0.309950969416,1.25108280872,0.361169455341,-2.26514531451,1.39470258297,-4.77558722511,1.01797495291,0.187540695071,0.122583292425,-0.440456867218,-0.0907465443015,0.49106284976,-0.389223396778,-0.615134298801,-0.774337053299,-0.0605305470526,-0.201256841421,104,104,104,91,0,13,,0.721166625179,259.611423305,True,7.06076192856,1.90497756004,2.54221540672e-05,5,15,False,0.230054959655,0.220951199532,0.215526401997,0.0858095437288,-118.263175964,58.6333503723,39.4763259888,25.0814151764,118,238537.642834,1009.98685795,12.0808777555,NOT_AVAILABLE,77.4145901185,12.9605425906,309.784598293,65.6636262344,4.82674142865e-05
1784,6042116,Kepler,-1,1,5.4071576,1.2e-05,54958.780702,0.036997,0.0733,0.0452,0.0386,0.0374,0.5418,0.27,291.7181,41.39,73.7881,11.4591,11.3,-1.0,-1.0,-1.0,True,,-2147483648,3142-1608-1 ,1635378410781933568,2101653151496100992,1426124,2015.0,291.718098736,0.193554493318,41.389931571,0.334816875379,1.20696579335,0.368030065665,-3.25590717132,1.47453168261,-7.57892661978,1.47935708973,0.350209891796,0.400605529547,-0.64484244585,-0.34297734499,0.668322205544,-0.635864973068,-0.796768963337,-0.853694498539,-0.520092904568,0.525907099247,106,106,106,97,0,9,,0.646014792679,257.859713013,True,6.34056711197,2.32165312767,2.62229568762e-05,5,16,False,0.392078250647,0.221207007766,0.1637699157,0.269402116537,-132.315048218,83.2746429443,1.65452063084,-2.73317241669,124,227815.967752,115.057741467,12.1308096619,NOT_AVAILABLE,73.7880919852,11.4588871247,306.40648091,62.1116357825,3.89504695252e-05
1802,7515679,Kepler,3728,1,5.5904352,1.25e-05,54998.132442,1.678974,0.0,-1.0,0.443,-1.0,1.0,0.85,287.8072,43.1888,74.2158,14.8397,12.252,7127.0,-9999.0,7120.0,False,,-2147483648,3133-667-1  ,1635378410781933568,2102974833192340224,892241,2015.0,287.807211365,0.273243777733,43.1888006944,0.405007559252,1.13667955433,0.469877182282,-0.238764506293,1.69067591926,1.67843661366,1.2688032936,0.0889296755195,0.20436270535,-0.508378684521,-0.0531584993005,0.528076827526,-0.419433534145,-0.626984715462,-0.76342612505,-0.275022923946,-0.00773042114452,114,114,114,105,0,9,,1.08077835667,170.427979568,True,10.5225915909,0.829858839512,2.61275654339e-05,5,16,False,0.212891563773,0.337393760681,0.140903651714,0.0561841875315,-110.965530396,64.1251754761,4.15557098389,25.5098457336,129,230473.155908,58.6405615078,12.118219192,NOT_AVAILABLE,74.2158951526,14.8395112999,301.444347409,64.6962446733,1.12168736928e-05
1806,7838906,Kepler,6165,1,5.6149488,1.26e-05,54954.608354,0.023648,0.0021,-1.0,0.0222,-1.0,1.0,0.19,296.9856,43.5814,77.5901,9.0331,11.925,-1.0,-1.0,-1.0,False,,-2147483648,3148-543-1  ,1635378410781933568,2078754172580176640,1065901,2015.0,296.98562571,0.184791083194,43.5813427367,0.265673134769,1.14788530302,0.368848296502,-5.98008870742,1.73658484718,-5.77619414113,1.07341403227,0.599500417709,0.643079161644,-0.716682970524,-0.507347464561,0.80583101511,-0.790902554989,-0.647173345089,-0.908087253571,-0.527173995972,0.53727555275,117,117,115,113,2,4,,0.590398860245,563.155322714,True,5.80890226364,2.77178621292,3.38600511895e-05,5,18,False,0.444322347641,0.0908410698175,0.106515198946,0.282788366079,-101.453063965,89.9494247437,18.3143424988,5.01330947876,149,576458.752092,2933.71694874,11.1228494707,NOT_AVAILABLE,77.59009324,9.03297370447,315.945294998,62.7819010078,5.47520577026e-05
1819,6449358,Kepler,6147,1,5.7767904,1.31e-05,54955.07341,0.043601,0.1305,0.012,0.042,0.0521,0.4985,0.31,293.8964,41.8318,74.9375,10.2048,11.61,7449.0,-9999.0,7430.0,True,,-2147483648,3143-1650-1 ,1635378410781933568,2077707540589734272,1381188,2015.0,293.896408083,0.172855839988,41.8317637995,0.418076691214,1.22288609072,0.622202856737,2.98229393244,3.81682128332,0.241013969838,0.919923003742,0.850375831127,0.86622273922,-0.877286076546,-0.776258528233,0.978135704994,-0.971865713596,-0.875452697277,-0.987606465816,-0.841363549232,0.811939418316,89,89,89,86,0,3,,0.315058359234,125.257702246,True,3.21313762665,9.26504039764,2.57478895946e-05,5,12,False,0.512164413929,0.197210490704,0.221249386668,0.257701516151,-110.206054688,26.0711917877,5.06611728668,-12.113325119,96,398838.287535,550.048128961,11.5227779566,NOT_AVAILABLE,74.9375148463,10.2046489445,309.998640764,61.993025523,3.77516763041e-05
1824,7591456,Kepler,-1,1,5.8357507,1.34e-05,55004.54747,-1.0,-0.0002,-1.0,0.1827,-1.0,1.0,-1.0,285.6098,43.2055,73.5873,16.3228,10.708,-1.0,-1.0,-1.0,False,,-2147483648,3132-533-1  ,1635378410781933568,2105755120142342144,493857,2015.0,285.609772595,0.136989546447,43.2054524489,0.23007691279,2.15379762645,0.262205293038,-9.18343336171,0.95262504188,-16.8194362428,0.640439335226,0.0901833549142,0.212457850575,-0.463629245758,-0.0286750942469,0.572314620018,-0.467667132616,-0.591379463673,-0.785155415535,-0.230381950736,-0.0708434507251,107,107,106,105,1,2,,0.357496301007,248.469534946,True,3.60629439354,6.44511175156,2.58322361333e-05,5,15,False,0.15010368824,0.334041684866,0.155514195561,0.0522737652063,-91.7369003296,68.766784668,10.7200803757,10.149772644,120,967529.506054,1381.79121807,10.5606095182,NOT_AVAILABLE,73.5873306789,16.3226756727,297.815306217,65.1444538845,2.90185199817e-05
1836,3439031,Kepler,4980,1,5.9520263,1.37e-05,54954.068169,0.0383,0.4053,0.4156,0.0372,0.0352,0.5001,0.33,290.1327,38.5137,70.6078,11.2904,11.287,6337.0,6585.0,6707.0,True,,-2147483648,3134-978-1  ,1635378410781933568,2052871256547176960,664419,2015.0,290.132670338,0.166924699142,38.5136516398,0.298997489132,1.62695926021,0.348669657268,-3.6248241776,1.0537996905,-4.86517826256,1.3392476166,-0.131765335798,0.0519976168871,-0.512564480305,0.0363296046853,0.773247182369,-0.535497963428,-0.790721178055,-0.786123037338,-0.692310154438,0.532678246498,78,78,76,74,2,4,,0.418067810023,307.00492575,True,4.17351150513,5.23296689987,3.23453095916e-05,5,14,False,0.348147273064,0.410488843918,0.418004512787,0.423798441887,-135.407958984,79.0427017212,-0.758853495121,-7.84518098831,94,563554.320205,968.789958453,11.1474306053,NOT_AVAILABLE,70.6078124701,11.2902674442,302.281089105,59.7168610049,2.9234869495e-05
1843,2696703,Kepler,3161,1,6.094094,1.42e-05,54997.116516,0.050387,0.004,-1.0,0.0083,-1.0,1.0,0.06,287.0574,37.9914,69.0784,13.258,9.58,-1.0,-1.0,-1.0,False,,-2147483648,3120-1400-1 ,1635378410781933568,2099159459124234112,1112468,2015.0,287.057422549,0.155678214154,37.9914178829,0.21314959866,3.00875291173,0.270957215264,1.90844328646,0.817107308438,13.0160559305,0.665818604725,0.137980476022,0.101805247366,-0.455895423889,-0.106784120202,0.626140892506,-0.508925199509,-0.489081144333,-0.720544993877,-0.265828847885,0.122201927006,115,115,115,109,0,6,,0.48261332845,333.131744877,True,4.78321647644,4.07534074783,2.28178741963e-05,5,18,False,0.190086126328,0.159989401698,0.227406531572,0.302593231201,-109.4737854,82.494178772,5.78282546997,-13.2407512665,136,2533122.01941,5986.16093864,9.51562978865,NOT_AVAILABLE,69.0785199373,13.2578354781,297.377253797,59.8198827753,3.76534876586e-05
1851,9418619,Kepler,6068,1,6.1502471,1.44e-05,54955.121931,0.011765,0.002,-1.0,0.0105,-1.0,1.0,0.07,297.1818,45.9884,79.7939,10.0773,10.622,8671.0,-9999.0,-9999.0,True,,-2147483648,3557-908-1  ,1635378410781933568,2080258407571593088,1642823,2015.0,297.18175025,0.420601195572,45.988474626,0.298621155196,2.0915830126,0.47771352176,1.42823420615,0.906997615323,2.77161797244,0.908668731114,-0.5763027668,-0.723810076714,-0.460500329733,0.528851985931,0.828424632549,-0.177324533463,-0.777639329433,-0.186313003302,-0.664132893085,-0.0322190262377,66,66,63,65,3,1,,0.448738209909,223.442691216,True,4.46268033981,4.54478216171,2.92264030577e-05,5,8,True,0.14300981164,0.117727972567,0.11850361526,0.352548182011,110.420127869,67.2186431885,-15.7099275589,12.5569314957,70,983277.739916,751.779806128,10.5430795453,NOT_AVAILABLE,79.7940126636,10.0771893391,318.481918854,64.9187168892,7.49694668322e-05
1872,5511076,Kepler,-1,1,6.5131991,1.62e-05,54999.687125,-1.0,-0.0011,-1.0,0.0739,-1.0,1.0,-1.0,282.9722,40.727,70.4251,17.2286,11.863,5931.0,6190.0,6336.0,False,,-2147483648,3123-1028-1 ,1635378410781933568,2104343415931306496,963489,2015.0,282.972175717,0.169015886774,40.7270392108,0.225613273207,1.41459008002,0.25134202262,1.85852234126,0.832887777736,10.465114008,0.828525371339,0.223143830895,0.199452206492,-0.553441107273,-0.279209285975,0.683716356754,-0.584920763969,-0.838697373867,-0.670090019703,-0.815002799034,0.735851347446,124,124,124,114,0,10,,0.424085937934,160.466420279,True,4.23016357422,5.36959552765,2.55730428762e-05,5,18,False,0.277954339981,0.109007813036,0.270126760006,0.316845804453,-89.3711776733,-2.98732948303,-15.7490348816,-30.4019737244,148,337346.513071,351.783064948,11.7045795001,NOT_AVAILABLE,70.4251733282,17.2284771834,292.144328396,63.1725385001,2.65129033346e-05
1880,5263802,Kepler,5145,1,6.7005059,1.63e-05,54958.146746,0.025699,0.0286,0.0286,0.0232,0.0216,0.4955,0.19,288.2709,40.4004,71.7324,13.3925,11.494,6642.0,6916.0,6831.0,True,,-2147483648,3125-317-1  ,1635378410781933568,2102057256382053632,1891647,2015.0,288.270937974,0.167656213211,40.4003332383,0.257368666212,1.60848755938,0.34946678,1.53266005525,1.7861010736,-16.7442753568,0.872263049838,0.178531453013,0.152929037809,-0.306294471025,-0.162970557809,0.738130986691,-0.667073607445,-0.395781159401,-0.829406261444,-0.15435385704,-0.0990276932716,108,108,108,103,0,5,,0.598304828964,422.885577222,True,5.88439846039,2.65261149406,3.95670467697e-05,5,15,False,0.427286714315,0.168582573533,0.236300781369,0.238000497222,-106.025985718,39.0951538086,14.8150920868,-21.5344276428,120,484518.150558,1497.32168263,11.3114949368,NOT_AVAILABLE,71.732394722,13.3922728188,300.478740384,61.9200347939,2.27317755416e-05
1887,11973705,Kepler,-1,1,6.7721423,1.65e-05,54973.203322,0.392531,0.0075,-1.0,0.2419,-1.0,1.0,0.99,296.6774,50.3504,83.547,12.4424,9.116,7404.0,-9999.0,7073.0,True,,-2147483648,3565-837-1  ,1635378410781933568,2135310782971053696,752632,2015.0,296.677544021,0.169810765196,50.3504536221,0.235094086707,5.51564621763,0.245910411717,14.105355353,0.732883949373,19.5167273557,0.628976567989,0.0186657011509,0.00287602818571,-0.35000744462,-0.125475868583,0.468584924936,-0.416513592005,-0.473432540894,-0.631641626358,-0.247997313738,0.0135477427393,105,105,105,103,0,2,,0.453194691745,212.475205492,True,4.50478458405,4.51258945465,1.70120965777e-05,5,16,True,0.282990515232,0.317928373814,0.0944641530514,0.197149291635,-90.044593811,63.9184455872,29.4241943359,34.4473953247,111,4046201.30549,4084.09726298,9.00715134916,NOT_AVAILABLE,83.5471049147,12.4422121429,322.877521945,68.9431076772,4.31797684724e-05
1895,5034333,Kepler,6124,1,6.93228,1.7e-05,54954.027612,0.054464,0.0043,-1.0,0.0639,-1.0,1.0,-1.0,297.4004,40.1495,74.7245,7.0777,11.52,8444.0,-9999.0,-9999.0,True,,-2147483648,3140-512-1  ,1635378410781933568,2073660478808737536,492605,2015.0,297.400384175,0.254912820232,40.1494909715,0.505880655459,0.48582598651,0.589759390752,3.34083629398,3.26491208816,-0.0847546789929,1.95203376389,0.724201202393,0.238571375608,-0.481743842363,-0.696700334549,0.505782663822,-0.686604321003,-0.807273983955,-0.910955190659,-0.0523558668792,0.279464483261,53,53,53,49,0,4,,0.554640809403,331.769941432,True,5.46783256531,3.1642100811,3.50900154444e-05,5,8,False,0.645012378693,0.151874229312,0.598907589912,0.444711565971,-122.264556885,-60.6073760986,48.3422355652,5.15652990341,62,424356.541254,506.601037026,11.4554428113,NOT_AVAILABLE,74.7245141932,7.07760315232,313.853345126,59.4870325742,2.7424667409e-05
1897,5197256,Kepler,-1,1,6.9633883,1.72e-05,55003.087355,0.519446,0.0104,0.005,0.2096,0.2134,0.5014,0.8,294.6409,40.3238,73.8494,9.0057,11.024,7609.0,-9999.0,-9999.0,True,,-2147483648,3139-1882-1 ,1635378410781933568,2076547315306055040,1923859,2015.0,294.640854429,0.22099000886,40.323838488,0.296241876667,0.636262500956,0.405979855278,-1.816345158,1.59381443556,-6.13429832842,1.32163254529,0.344939023256,0.442811846733,-0.661187529564,-0.368030667305,0.700805664062,-0.641659319401,-0.652661144733,-0.849168479443,-0.558249473572,0.533050060272,111,111,111,106,0,5,,0.760762651173,1016.04548631,True,7.44085884094,1.634329319,3.70375200873e-05,5,17,False,0.33929553628,0.194711878896,0.285965710878,0.326037406921,-110.965377808,78.9787902832,-0.999996542931,0.433790147305,141,660930.877786,1427.16051037,10.9743799589,NOT_AVAILABLE,73.8494478509,9.00555989737,310.032144778,60.3841636869,6.95744504957e-05
1902,9913481,Kepler,-1,1,7.0094854,1.74e-05,54955.804465,0.051577,0.0996,0.0696,0.0416,0.0459,0.4993,0.36,299.5866,46.7655,81.31,9.0185,10.862,7408.0,-9999.0,-9999.0,True,,-2147483648,3558-637-1  ,1635378410781933568,2085591726159016960,1921736,2015.0,299.586530406,0.172722318882,46.7654972084,0.27204272843,0.635275539424,0.351704189848,-1.46785742113,1.15957552587,-9.44662736363,1.03783824172,0.500686109066,0.489195138216,-0.691428482533,-0.118294626474,0.800926446915,-0.699402332306,-0.298020124435,-0.795864284039,-0.00364921288565,0.264208167791,80,80,80,74,0,6,,0.442500503662,236.784534829,True,4.40378236771,4.65086889267,2.82198725472e-05,5,13,False,0.200878605247,0.322278082371,0.1572560817,0.616828024387,-119.559570312,-62.1784934998,48.0258674622,9.05829906464,96,797069.292153,864.355610365,10.7710298692,NOT_AVAILABLE,81.3099560256,9.01834965116,322.799519146,64.8747378696,5.53545700225e-05
1906,3230227,Kepler,-1,1,7.0471062,1.75e-05,54958.702238,-1.0,0.0658,-1.0,0.0148,-1.0,1.0,-1.0,290.1126,38.3999,70.4963,11.255,9.002,7972.0,-9999.0,-9999.0,True,,-2147483648,3134-921-1  ,1635378410781933568,2052868095451251200,562996,2015.0,290.11262445,0.376315624794,38.3998290245,0.786635760609,3.88199878751,0.811823722089,4.38623977044,0.464137539442,-4.42441634157,0.448111705648,-0.489067137241,-0.540277063847,-0.0459436699748,-0.0164970699698,0.815800189972,-0.101520188153,0.0378722213209,-0.160213321447,0.03984740749,0.0987583622336,62,62,62,62,0,0,,1.38591909795,671.917487467,True,13.4695806503,0.513831973076,2.01229231607e-05,5,11,False,0.416010171175,0.377656131983,0.505929172039,0.681854248047,-109.444816589,83.3293304443,10.3628025055,-10.5657014847,87,4383974.84106,10116.1976757,8.920099931,NOT_AVAILABLE,70.4963623268,11.254834566,302.190109864,59.6115493398,5.25479127011e-05
