##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Aug. 9, 2016, 10:12 a.m.
## Download Date (Y/M/D): 2016/10/17
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-1&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;sdepth&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;camp&quot;,&quot;pteff&quot;,&quot;ra&quot;,&quot;bjd0&quot;,&quot;flags&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;n&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;dec&quot;,&quot;koiid&quot;,&quot;keff&quot;,&quot;cteff&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;ra&quot;:{&quot;max&quot;:360.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,
210434247,K2C4,-1,1,0.4538407,0.0000277,2457062.281590,0.011208,0.0076,0.0023,0.1132,0.1009,0.5003,0.57,54.2178,14.2135,-1.0000,-1.0000,12.4910,-1.0000,-1.0000,-1.0000,False,
210692406,K2C4,-1,1,0.4547699,0.0000280,2457062.146910,0.016016,0.2184,0.1353,0.1583,0.1542,0.5003,0.64,57.0323,18.2539,-1.0000,-1.0000,15.7340,-1.0000,-1.0000,-1.0000,False,
211526186,K2C5,-1,1,0.4552210,0.0000251,2457140.114190,0.014468,0.0212,0.0091,0.1233,0.1371,0.4974,0.61,135.2743,13.5092,-1.0000,-1.0000,12.8140,-1.0000,-1.0000,-1.0000,False,
205955699,K2C3,-1,1,0.4560280,0.0000291,2456979.585890,0.041116,0.0811,-1.0000,0.0902,-1.0000,1.0000,0.58,338.2185,-16.1853,-1.0000,-1.0000,14.3850,-1.0000,-1.0000,-1.0000,False,
212068987,K2C5,-1,1,0.4584820,0.0000253,2457139.961640,0.026385,0.2813,0.2596,0.1683,0.1578,0.5017,0.80,130.5249,21.4368,-1.0000,-1.0000,12.7360,-1.0000,-1.0000,-1.0000,False,
202073319,K2C0,-1,1,0.4620720,0.0000811,56774.501470,0.031624,0.1120,0.0619,0.1328,0.1405,0.5084,0.76,101.7838,15.6442,-1.0000,-1.0000,10.9000,-1.0000,-1.0000,-1.0000,False,
211013604,K2C4,-1,1,0.4630000,0.0000285,2457062.346470,0.024564,0.0671,-1.0000,0.1582,-1.0000,1.0000,0.67,57.1108,23.1917,-1.0000,-1.0000,14.3860,-1.0000,-1.0000,-1.0000,False,
60017815,K2E,-1,1,0.4634040,0.0007653,55000.543596,0.027119,0.3560,0.3520,0.1274,0.1456,0.4995,0.78,355.5288,-3.0996,-1.0000,-1.0000,12.0000,-1.0000,-1.0000,-1.0000,False,
201848566,K2C1,-1,1,0.4784180,0.0000240,1967.231278,0.010668,0.0183,-1.0000,0.1173,-1.0000,1.0000,0.57,173.5718,6.2753,-1.0000,-1.0000,15.1690,-1.0000,-1.0000,-1.0000,False,
60017814,K2E,-1,1,0.4816536,0.0008402,54998.408896,0.020029,-0.2578,-1.0000,0.3772,-1.0000,1.0000,0.38,356.8264,-8.0867,-1.0000,-1.0000,10.4000,-1.0000,-1.0000,-1.0000,False,
201563514,K2C1,-1,1,0.4919771,0.0000251,1977.653432,0.033587,0.0746,0.0416,0.2085,0.2469,0.5116,0.79,168.0886,1.4886,-1.0000,-1.0000,13.3080,-1.0000,-1.0000,-1.0000,False,
211538914,K2C5,-1,1,0.4935475,0.0000283,2457140.275340,0.030256,0.0564,0.0580,0.1571,0.1708,0.4969,0.89,136.9686,13.6866,-1.0000,-1.0000,10.1100,-1.0000,-1.0000,-1.0000,False,
210453345,K2C4,-1,1,0.4936252,0.0000315,2457062.547430,0.025818,0.2022,0.1130,0.1644,0.1970,0.5028,0.71,54.4189,14.5857,-1.0000,-1.0000,11.9720,-1.0000,-1.0000,-1.0000,False,
211732798,K2C5,-1,1,0.4943450,0.0000283,2457142.314340,0.026835,0.2285,0.2435,0.1210,0.1486,0.5049,0.78,123.9451,16.3657,-1.0000,-1.0000,11.4730,-1.0000,-1.0000,-1.0000,False,
202073307,K2C0,-1,1,0.5052177,0.0000920,56774.732600,0.029258,0.0731,0.0361,0.2095,0.2421,0.4984,0.72,92.9546,27.0054,-1.0000,-1.0000,12.6000,-1.0000,-1.0000,-1.0000,False,
211529914,K2C5,-1,1,0.5061213,0.0000294,2457139.840200,0.027438,0.3158,0.3058,0.1760,0.1908,0.4992,0.76,128.2129,13.5615,-1.0000,-1.0000,11.6950,-1.0000,-1.0000,-1.0000,False,
202064535,K2C0,-1,1,0.5083454,0.0000920,56774.500848,0.032554,0.1195,0.0989,0.1577,0.1360,0.5018,0.81,97.6959,27.4733,-1.0000,-1.0000,11.3000,-1.0000,-1.0000,-1.0000,False,
210827030,K2C4,-1,1,0.5110987,-1,2457063.524260,0.038605,0.0123,-1.0000,0.2023,-1.0000,1.0000,0.77,61.7636,20.2808,-1.0000,-1.0000,13.8120,-1.0000,-1.0000,-1.0000,False,
201921596,K2C1,-1,1,0.5112728,0.0000265,1969.430948,0.037468,0.0542,-1.0000,0.2825,-1.0000,1.0000,0.89,174.2763,7.7879,-1.0000,-1.0000,13.4110,-1.0000,-1.0000,-1.0000,False,
211604668,K2C5,-1,1,0.5159549,0.0000300,2457139.702530,0.026838,0.1995,0.0921,0.1123,0.0825,0.4937,0.61,127.2484,14.6025,-1.0000,-1.0000,14.0980,-1.0000,-1.0000,-1.0000,False,
212083250,K2C5,-1,1,0.5188904,0.0000303,2457139.865030,0.019395,0.1211,-1.0000,0.1614,-1.0000,1.0000,0.61,132.7699,21.7014,-1.0000,-1.0000,11.9670,-1.0000,-1.0000,-1.0000,False,
211626833,K2C5,-1,1,0.5226292,0.0000306,2457139.774220,0.040971,0.0231,0.0223,0.1820,0.1731,0.4997,0.72,129.8071,14.9122,-1.0000,-1.0000,13.3020,-1.0000,-1.0000,-1.0000,False,
202073297,K2C0,-1,1,0.5274359,0.0000983,56774.459154,0.020129,0.5809,0.2202,0.1596,0.1200,0.5040,0.62,95.8342,20.8328,-1.0000,-1.0000,15.4000,-1.0000,-1.0000,-1.0000,False,
201607088,K2C1,-1,1,0.5309077,0.0000280,1974.477205,0.015467,0.2146,0.0858,0.1206,0.1003,0.5017,0.59,170.9806,2.1533,-1.0000,-1.0000,14.2530,-1.0000,-1.0000,-1.0000,False,
201338306,K2C1,-1,1,0.5331869,0.0000280,1968.337499,0.018141,0.0640,-1.0000,0.1046,-1.0000,1.0000,0.58,170.0528,-1.8807,-1.0000,-1.0000,16.0690,-1.0000,-1.0000,-1.0000,False,
206511754,K2C3,-1,1,0.5345607,0.0000367,2456979.742980,0.021514,0.1537,0.1323,0.1682,0.1700,0.4991,0.69,334.9142,-4.6404,-1.0000,-1.0000,12.8040,-1.0000,-1.0000,-1.0000,False,
211833616,K2C5,-1,1,0.5349376,0.0000315,2457140.121500,0.013488,0.1386,0.1462,0.1011,0.0906,0.5038,0.66,127.3433,17.7931,-1.0000,-1.0000,16.8460,-1.0000,-1.0000,-1.0000,False,
205934569,K2C3,-1,1,0.5426240,0.0000372,2456979.841680,0.024987,0.2601,-1.0000,0.1900,-1.0000,1.0000,0.65,334.8428,-16.8926,-1.0000,-1.0000,10.7210,-1.0000,-1.0000,-1.0000,False,
202085014,K2C0,-1,1,0.5478504,0.0001029,56769.852878,0.016393,0.1681,0.1644,0.1371,0.1397,0.4989,0.66,93.4376,24.7793,-1.0000,-1.0000,14.7000,-1.0000,-1.0000,-1.0000,False,
205988562,K2C3,-1,1,0.5484360,0.0000380,2456979.723920,0.022035,0.3696,-1.0000,0.1729,-1.0000,1.0000,0.62,336.2377,-15.1604,-1.0000,-1.0000,12.5460,-1.0000,-1.0000,-1.0000,False,
60018241,K2E,-1,1,0.5538008,0.0009445,54999.755566,0.095687,0.2782,0.2387,0.1728,0.1838,0.5004,0.93,356.1625,-1.8100,-1.0000,-1.0000,12.5400,-1.0000,-1.0000,-1.0000,False,
211578677,K2C5,-1,1,0.5542943,0.0000332,2457140.304050,0.012323,0.0576,0.0563,0.1015,0.1049,0.4991,0.59,136.7945,14.2443,-1.0000,-1.0000,14.2910,-1.0000,-1.0000,-1.0000,False,
211995966,K2C5,-1,1,0.5585121,0.0000336,2457139.930120,0.010578,0.1175,0.1214,0.0949,0.0924,0.5004,0.56,131.2089,20.1879,-1.0000,-1.0000,11.8990,-1.0000,-1.0000,-1.0000,False,
201921381,K2C1,-1,1,0.5602036,0.0000303,1974.801617,0.029462,0.1709,0.0587,0.1176,0.1653,0.4302,0.69,175.1344,7.7831,-1.0000,-1.0000,13.8190,-1.0000,-1.0000,-1.0000,False,
202071293,K2C0,-1,1,0.5729344,0.0001106,56774.626426,0.020832,0.0512,0.0501,0.1333,0.1268,0.5020,0.68,96.5968,16.0512,-1.0000,-1.0000,10.8000,-1.0000,-1.0000,-1.0000,False,
211480475,K2C5,-1,1,0.5818590,0.0000359,2457140.090880,0.070461,0.1230,0.0755,0.1211,0.1145,0.4888,0.79,128.9057,12.8570,-1.0000,-1.0000,14.5140,-1.0000,-1.0000,-1.0000,False,
201695625,K2C1,-1,1,0.5843351,0.0000319,1975.226458,0.029263,0.1899,0.1354,0.2227,0.1811,0.4990,0.75,181.2283,3.5656,-1.0000,-1.0000,12.9240,-1.0000,-1.0000,-1.0000,False,
206094715,K2C3,-1,1,0.5876010,0.0000419,2456979.420090,0.011660,0.4244,0.3436,0.1029,0.1008,0.4993,0.57,329.3864,-12.2363,-1.0000,-1.0000,16.7450,-1.0000,-1.0000,-1.0000,False,
205189451,K2C2,-1,1,0.5915426,0.0000343,56893.623658,0.028918,0.0388,0.0308,0.1559,0.0817,0.5001,0.72,250.9741,-18.9533,-1.0000,-1.0000,15.4330,-1.0000,-1.0000,-1.0000,False,
212116340,K2C5,-1,1,0.6100000,0.0000380,2457140.261580,0.026935,0.2406,0.1580,0.1472,0.1357,0.5058,0.70,133.4209,22.3442,-1.0000,-1.0000,12.0790,-1.0000,-1.0000,-1.0000,False,
202073185,K2C0,-1,1,0.6124796,0.0001193,56774.764834,0.030143,0.2977,-1.0000,0.2215,-1.0000,1.0000,0.62,96.0283,18.7028,-1.0000,-1.0000,13.1000,-1.0000,-1.0000,-1.0000,False,
201880016,K2C1,-1,1,0.6130467,0.0000343,1981.753435,0.032100,0.1589,0.0686,0.0705,0.0946,0.5034,0.53,172.1434,6.9124,-1.0000,-1.0000,16.6520,-1.0000,-1.0000,-1.0000,False,
201458798,K2C1,-1,1,0.6193964,0.0000347,0.904983,0.238569,-0.1325,-1.0000,0.3852,-1.0000,1.0000,0.13,168.2801,-0.0925,-1.0000,-1.0000,12.0910,-1.0000,-1.0000,-1.0000,False,
211695172,K2C5,-1,1,0.6252918,0.0000394,2457139.999060,0.005926,0.0026,0.0036,0.0398,0.2229,0.5658,0.87,131.0823,15.8512,-1.0000,-1.0000,12.7250,-1.0000,-1.0000,-1.0000,False,
202963882,K2C2,-1,1,0.6307949,0.0000376,56893.862128,0.016788,0.0900,0.0686,0.1140,0.1200,0.4969,0.60,243.3288,-27.7340,-1.0000,-1.0000,13.8250,-1.0000,-1.0000,-1.0000,False,
205978103,K2C3,-1,1,0.6429228,0.0000479,2456979.815510,0.013682,0.3032,0.2658,0.1068,0.1023,0.4983,0.58,337.1782,-15.4787,-1.0000,-1.0000,13.7270,-1.0000,-1.0000,-1.0000,False,
205405404,K2C2,-1,1,0.6433316,0.0000385,56893.614808,0.033810,0.2691,0.1133,0.2029,0.2736,0.5050,0.69,246.0846,-17.7858,-1.0000,-1.0000,11.9260,-1.0000,-1.0000,-1.0000,False,
210863062,K2C4,-1,1,0.6440091,-1,2457064.060320,0.046792,0.0873,0.0497,0.0727,0.0777,0.4981,0.56,62.2478,20.8244,-1.0000,-1.0000,14.4700,-1.0000,-1.0000,-1.0000,False,
202073276,K2C0,-1,1,0.6441622,0.0001293,56774.661198,0.035510,0.3815,0.4065,0.1212,0.0915,0.4976,0.76,102.5071,22.3578,-1.0000,-1.0000,12.0000,-1.0000,-1.0000,-1.0000,False,
202073270,K2C0,-1,1,0.6593031,0.0001330,56774.458463,0.027349,0.3294,0.0911,0.1682,0.1603,0.5409,0.62,92.8550,18.5497,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
206139574,K2C3,-1,1,0.6730549,-1,2456979.730690,0.066325,0.2300,0.0445,0.0985,0.0954,0.4986,0.54,332.7219,-11.0648,-1.0000,-1.0000,14.6180,-1.0000,-1.0000,-1.0000,False,
210327060,K2C4,-1,1,0.6734480,0.0000492,2457061.719190,0.042420,0.0227,-1.0000,0.2328,-1.0000,1.0000,0.78,58.0827,11.5631,-1.0000,-1.0000,12.6450,-1.0000,-1.0000,-1.0000,False,
202073267,K2C0,-1,1,0.6840404,0.0001407,56774.517193,0.025927,0.3002,0.0855,0.1655,0.1075,0.5061,0.62,92.8692,22.7156,-1.0000,-1.0000,12.5000,-1.0000,-1.0000,-1.0000,False,
202073266,K2C0,-1,1,0.6896025,0.0001451,56774.974472,0.041261,0.0639,0.0482,0.2421,0.3146,0.4855,0.93,96.9273,27.4025,-1.0000,-1.0000,12.1000,-1.0000,-1.0000,-1.0000,False,
60021220,K2E,-1,1,0.6923589,0.0013735,55001.001608,0.014051,0.5142,0.2829,0.0982,0.1025,0.4987,0.55,356.4764,-0.5253,-1.0000,-1.0000,15.4726,-1.0000,-1.0000,-1.0000,False,
206049222,K2C3,-1,1,0.7041470,0.0000545,2456979.621340,0.023856,0.1269,-1.0000,0.1648,-1.0000,1.0000,0.61,334.8387,-13.4427,-1.0000,-1.0000,11.7290,-1.0000,-1.0000,-1.0000,False,
206049101,K2C3,-1,1,0.7042310,0.0000545,2456979.619710,0.023745,0.0016,-1.0000,0.1665,-1.0000,1.0000,0.61,334.8397,-13.4461,-1.0000,-1.0000,12.7560,-1.0000,-1.0000,-1.0000,False,
203633064,K2C2,-1,1,0.7099475,0.0000442,56893.413723,0.016051,0.0167,0.0024,0.0948,0.1124,0.4934,0.54,239.2255,-25.4739,-1.0000,-1.0000,12.3040,-1.0000,-1.0000,-1.0000,False,
211505107,K2C5,-1,1,0.7145944,0.0000479,2457139.528610,0.025131,0.1867,-1.0000,0.1543,-1.0000,1.0000,0.61,127.3313,13.2109,-1.0000,-1.0000,10.5370,-1.0000,-1.0000,-1.0000,False,
206081536,K2C3,-1,1,0.7146711,0.0000553,2456979.972360,0.015100,0.3103,0.3109,0.1090,0.1123,0.5018,0.59,329.5292,-12.5799,-1.0000,-1.0000,13.4590,-1.0000,-1.0000,-1.0000,False,
212011476,K2C5,-1,1,0.7158792,0.0000479,2457139.857050,0.047541,0.0400,0.0201,0.1830,0.2841,0.4880,0.79,136.0654,20.4449,-1.0000,-1.0000,12.7430,-1.0000,-1.0000,-1.0000,False,
212159987,K2C5,-1,1,0.7179150,0.0000485,2457140.630910,0.039625,0.2890,0.2697,0.1931,0.1716,0.4999,0.80,126.5769,23.2536,-1.0000,-1.0000,11.9770,-1.0000,-1.0000,-1.0000,False,
211517741,K2C5,-1,1,0.7182854,0.0000485,2457140.151900,0.045358,0.1643,0.1663,0.2251,0.2191,0.5050,0.96,125.1929,13.3889,-1.0000,-1.0000,15.2100,-1.0000,-1.0000,-1.0000,False,
211719484,K2C5,-1,1,0.7216490,0.0000485,2457139.636800,0.011311,0.0065,0.0063,0.0839,0.0769,0.5005,0.57,123.4819,16.1781,-1.0000,-1.0000,12.5600,-1.0000,-1.0000,-1.0000,False,
210821360,K2C4,-1,1,0.7336606,0.0000553,2457061.860860,0.009542,0.3813,-1.0000,0.0678,-1.0000,1.0000,0.43,60.5522,20.1946,-1.0000,-1.0000,15.6820,-1.0000,-1.0000,-1.0000,False,
202073253,K2C0,-1,1,0.7338012,0.0001540,56774.619610,0.029576,0.3657,0.3658,0.1500,0.1361,0.5069,0.74,93.5304,17.6744,-1.0000,-1.0000,11.2000,-1.0000,-1.0000,-1.0000,False,
210754756,K2C4,-1,1,0.7396148,0.0000562,2457062.463450,0.017928,0.0129,0.0089,0.0747,0.0782,0.4959,0.56,63.0518,19.1827,-1.0000,-1.0000,12.4040,-1.0000,-1.0000,-1.0000,False,
202073248,K2C0,-1,1,0.7573010,0.0001642,56774.683758,0.032867,0.3446,0.1504,0.1572,0.1542,0.4990,0.66,101.9254,23.9367,-1.0000,-1.0000,12.8000,-1.0000,-1.0000,-1.0000,False,
60017970,K2E,-1,1,0.7668585,0.0015784,54999.569436,0.094084,0.0511,-1.0000,0.1227,-1.0000,1.0000,0.09,351.6716,0.7956,-1.0000,-1.0000,15.7380,-1.0000,-1.0000,-1.0000,False,
210744182,K2C4,-1,1,0.7683451,0.0000589,2457062.896450,0.029933,0.0799,0.0767,0.1344,0.1325,0.4986,0.69,55.8289,19.0207,-1.0000,-1.0000,12.3770,-1.0000,-1.0000,-1.0000,False,
211685048,K2C5,-1,1,0.7690710,0.0000529,2457139.852600,0.019394,0.1947,-1.0000,0.1026,-1.0000,1.0000,0.55,123.3626,15.7138,-1.0000,-1.0000,14.2670,-1.0000,-1.0000,-1.0000,False,
202060752,K2C0,-1,1,0.7703924,0.0001696,56774.406170,0.036942,0.1017,0.0763,0.0807,0.1319,0.5005,0.74,92.8667,23.2317,-1.0000,-1.0000,10.8000,-1.0000,-1.0000,-1.0000,False,
211526536,K2C5,-1,1,0.7767186,0.0000537,2457140.047040,0.044169,0.0055,0.0056,0.2122,0.2437,0.5014,0.96,127.8420,13.5141,-1.0000,-1.0000,10.9070,-1.0000,-1.0000,-1.0000,False,
211828658,K2C5,-1,1,0.7835143,0.0000545,2457140.108010,0.048379,0.1924,0.2000,0.1743,0.1210,0.5020,0.80,124.7140,17.7239,-1.0000,-1.0000,12.0930,-1.0000,-1.0000,-1.0000,False,
201680569,K2C1,-1,1,0.7848231,0.0000485,1976.862716,0.013944,0.3339,0.2462,0.0980,0.0952,0.5006,0.55,173.5192,3.3159,-1.0000,-1.0000,13.7560,-1.0000,-1.0000,-1.0000,False,
202073238,K2C0,-1,1,0.7916568,0.0001756,56774.516305,0.033081,0.2009,0.0909,0.1474,0.1213,0.4988,0.65,90.6075,23.1104,-1.0000,-1.0000,11.6000,-1.0000,-1.0000,-1.0000,False,
206152015,K2C3,-1,1,0.8086421,0.0000662,2456980.083370,0.022400,0.0137,-1.0000,0.0638,-1.0000,1.0000,0.53,342.3414,-10.7434,-1.0000,-1.0000,11.3160,-1.0000,-1.0000,-1.0000,False,
202073235,K2C0,-1,1,0.8191211,0.0001816,56774.508081,0.024744,0.5262,0.1432,0.1464,0.0993,0.4983,0.60,101.9567,16.8633,-1.0000,-1.0000,11.6000,-1.0000,-1.0000,-1.0000,False,
212019055,K2C5,-1,1,0.8214380,0.0000589,2457139.993630,0.016285,0.1904,0.1556,0.1013,0.1008,0.4998,0.57,127.2829,20.5702,-1.0000,-1.0000,12.7000,-1.0000,-1.0000,-1.0000,False,
212066407,K2C5,-1,1,0.8216992,0.0000589,2457140.365180,0.009833,0.0006,-1.0000,0.0601,-1.0000,1.0000,0.45,129.8385,21.3908,-1.0000,-1.0000,12.1760,-1.0000,-1.0000,-1.0000,False,
202073088,K2C0,-1,1,0.8241509,0.0001816,56774.344622,0.017111,0.4095,0.2466,0.1088,0.1063,0.4983,0.57,92.9608,19.9539,-1.0000,-1.0000,14.5000,-1.0000,-1.0000,-1.0000,False,
202073232,K2C0,-1,1,0.8383076,0.0001884,56774.650029,0.045581,0.1958,0.1717,0.1174,0.1441,0.5068,0.79,98.5300,15.2811,-1.0000,-1.0000,12.3000,-1.0000,-1.0000,-1.0000,False,
211310837,K2C5,-1,1,0.8496879,0.0000618,2457139.968080,0.050770,0.1229,0.1261,0.1792,0.1616,0.4956,0.88,133.9711,10.0690,-1.0000,-1.0000,13.2250,-1.0000,-1.0000,-1.0000,False,
205962262,K2C3,-1,1,0.8499400,0.0000710,2456980.066830,0.019842,0.1552,-1.0000,0.1227,-1.0000,1.0000,0.57,341.2994,-15.9718,-1.0000,-1.0000,12.5010,-1.0000,-1.0000,-1.0000,False,
211980366,K2C5,-1,1,0.8647080,0.0000629,2457140.246000,0.056909,0.0059,-1.0000,0.2318,-1.0000,1.0000,0.82,130.0703,19.9385,-1.0000,-1.0000,11.6300,-1.0000,-1.0000,-1.0000,False,
60024523,K2E,-1,1,0.8714297,0.0019230,55000.536286,0.055777,0.0021,-1.0000,0.4185,-1.0000,1.0000,0.58,3.6786,-5.2152,-1.0000,-1.0000,11.0440,-1.0000,-1.0000,-1.0000,False,
211604396,K2C5,-1,1,0.8728677,0.0000639,2457139.515340,0.028675,0.5874,0.2835,0.1456,0.1368,0.4995,0.62,129.4051,14.5986,-1.0000,-1.0000,13.2140,-1.0000,-1.0000,-1.0000,False,
212150006,K2C5,-1,1,0.8990541,0.0000662,2457139.974670,0.090714,0.0013,-1.0000,0.1009,-1.0000,1.0000,0.53,128.1695,23.0320,-1.0000,-1.0000,14.7000,-1.0000,-1.0000,-1.0000,False,
201691826,K2C1,-1,1,0.8993926,0.0000589,1982.176607,0.015258,0.4237,0.3917,0.0867,0.0828,0.4992,0.54,173.2033,3.5006,-1.0000,-1.0000,14.7430,-1.0000,-1.0000,-1.0000,False,
202059416,K2C0,-1,1,0.9011917,0.0002106,54998.361711,0.042601,0.0119,-1.0000,0.1569,-1.0000,1.0000,0.56,102.7108,16.2381,-1.0000,-1.0000,9.7000,-1.0000,-1.0000,-1.0000,False,
212155299,K2C5,-1,1,0.9017195,-1,2457139.707620,0.084826,0.3180,-1.0000,0.0941,-1.0000,1.0000,0.53,126.6135,23.1497,-1.0000,-1.0000,13.1290,-1.0000,-1.0000,-1.0000,False,
211978865,K2C5,-1,1,0.9078271,0.0000673,2457142.378770,0.014087,0.0191,-1.0000,0.0767,-1.0000,1.0000,0.53,123.8978,19.9149,-1.0000,-1.0000,14.4390,-1.0000,-1.0000,-1.0000,False,
204538608,K2C2,-1,1,0.9148545,0.0000639,56893.410793,0.015308,0.2932,0.1536,0.0833,0.0870,0.5013,0.52,241.0118,-21.9278,-1.0000,-1.0000,8.6910,-1.0000,-1.0000,-1.0000,False,
202073218,K2C0,-1,1,0.9212084,0.0002188,56774.404674,0.042766,0.1928,0.0589,0.1772,0.2277,0.4985,0.64,100.5583,21.7308,-1.0000,-1.0000,13.0000,-1.0000,-1.0000,-1.0000,False,
212009702,K2C5,-1,1,0.9240000,0.0000698,2457140.167970,0.022234,0.3625,0.2526,0.1228,0.1232,0.4994,0.59,136.2196,20.4151,-1.0000,-1.0000,13.1730,-1.0000,-1.0000,-1.0000,False,
206159239,K2C3,-1,1,0.9244549,0.0000795,2456979.734100,0.024122,0.2284,-1.0000,0.1172,-1.0000,1.0000,0.58,339.1359,-10.5623,-1.0000,-1.0000,12.1570,-1.0000,-1.0000,-1.0000,False,
203884383,K2C2,-1,1,0.9250428,0.0000650,56905.446665,0.063939,0.0319,0.0337,0.2374,0.2200,0.5041,0.93,252.3611,-24.5581,-1.0000,-1.0000,13.5870,-1.0000,-1.0000,-1.0000,False,
210574135,K2C4,-1,1,0.9294104,0.0000780,2457062.788140,0.023464,0.4679,-1.0000,0.1383,-1.0000,1.0000,0.58,56.3362,16.5843,-1.0000,-1.0000,12.4590,-1.0000,-1.0000,-1.0000,False,
201893576,K2C1,-1,1,0.9298145,0.0000618,1986.465714,0.010976,0.0712,0.0368,0.0613,0.0641,0.5004,0.47,171.7045,7.1883,-1.0000,-1.0000,13.6040,-1.0000,-1.0000,-1.0000,False,
202073217,K2C0,-1,1,0.9411341,0.0002188,56774.318312,0.034265,0.3656,0.1009,0.1474,0.1063,0.5053,0.61,101.3852,17.2252,-1.0000,-1.0000,12.4000,-1.0000,-1.0000,-1.0000,False,
205945953,K2C3,-1,1,0.9426586,-1,2456980.042670,0.034924,0.4699,-1.0000,0.1734,-1.0000,1.0000,0.61,337.6458,-16.5036,-1.0000,-1.0000,12.9830,-1.0000,-1.0000,-1.0000,False,
205129673,K2C2,-1,1,0.9552618,0.0000673,56893.634312,0.026918,0.5446,0.1028,0.1416,0.1250,0.4993,0.59,238.6683,-19.2574,-1.0000,-1.0000,13.6620,-1.0000,-1.0000,-1.0000,False,
211613886,K2C5,-1,1,0.9586830,0.0000723,2457140.203720,0.011193,0.0230,0.0140,0.0595,0.0607,0.5007,0.46,135.6996,14.7280,-1.0000,-1.0000,12.7290,-1.0000,-1.0000,-1.0000,False,
210634139,K2C4,-1,1,0.9652080,0.0000811,2457062.259710,0.045336,0.3070,-1.0000,0.1776,-1.0000,1.0000,0.68,54.1118,17.4487,-1.0000,-1.0000,12.4180,-1.0000,-1.0000,-1.0000,False,
206259533,K2C3,-1,1,0.9668630,0.0000845,2456980.079240,0.051752,0.0941,-1.0000,0.1252,-1.0000,1.0000,0.69,333.6953,-8.8460,-1.0000,-1.0000,10.9280,-1.0000,-1.0000,-1.0000,False,
202073097,K2C0,-1,1,0.9723687,0.0002276,56774.594837,0.072996,0.0030,-1.0000,0.1254,-1.0000,1.0000,0.65,91.0923,20.5350,-1.0000,-1.0000,9.6000,-1.0000,-1.0000,-1.0000,False,
211681365,K2C5,-1,1,0.9911318,0.0000765,2457140.722760,0.064941,0.0085,-1.0000,0.1926,-1.0000,1.0000,0.85,132.9351,15.6650,-1.0000,-1.0000,11.7270,-1.0000,-1.0000,-1.0000,False,
210965791,K2C4,-1,1,0.9994860,0.0000862,2457062.464330,0.066417,0.0398,-1.0000,0.1891,-1.0000,1.0000,0.73,58.0012,22.4347,-1.0000,-1.0000,12.2930,-1.0000,-1.0000,-1.0000,False,
204753706,K2C2,-1,1,1.0189686,0.0000737,56894.329228,0.017102,0.2699,0.0771,0.0837,0.0778,0.4989,0.51,239.0620,-21.0114,-1.0000,-1.0000,11.8370,-1.0000,-1.0000,-1.0000,False,
202060577,K2C0,-1,1,1.0194498,0.0002477,56772.467799,0.028463,0.0659,-1.0000,0.1428,-1.0000,1.0000,0.60,93.0800,25.5814,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
202061814,K2C0,-1,1,1.0217419,0.0002477,56774.973385,0.124828,0.0064,-1.0000,0.2073,-1.0000,1.0000,0.82,91.7661,24.2244,-1.0000,-1.0000,13.3000,-1.0000,-1.0000,-1.0000,False,
202073210,K2C0,-1,1,1.0250710,0.0002477,56775.048871,0.017726,0.5083,0.1667,0.0876,0.0947,0.4992,0.53,92.2867,16.5858,-1.0000,-1.0000,14.7000,-1.0000,-1.0000,-1.0000,False,
205968100,K2C3,-1,1,1.0275113,0.0000940,2456979.677100,0.022432,0.1760,0.1445,0.0990,0.1045,0.5071,0.67,340.1418,-15.7891,-1.0000,-1.0000,10.8190,-1.0000,-1.0000,-1.0000,False,
202139294,K2C0,-1,1,1.0433530,0.0002586,56774.341334,0.024762,0.0158,0.0148,0.1172,0.1230,0.4988,0.61,92.5915,27.4455,-1.0000,-1.0000,11.4000,-1.0000,-1.0000,-1.0000,False,
206067769,K2C3,-1,1,1.0447418,0.0000961,2456980.377750,0.024460,0.2003,-1.0000,0.1100,-1.0000,1.0000,0.56,343.0162,-12.9455,-1.0000,-1.0000,9.8500,-1.0000,-1.0000,-1.0000,False,
