##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Aug. 9, 2016, 10:12 a.m.
## Download Date (Y/M/D): 2016/10/17
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-1&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;sdepth&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;camp&quot;,&quot;pteff&quot;,&quot;ra&quot;,&quot;bjd0&quot;,&quot;flags&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;n&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;dec&quot;,&quot;koiid&quot;,&quot;keff&quot;,&quot;cteff&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;ra&quot;:{&quot;max&quot;:360.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,
202073207,K2C0,-1,1,1.0503292,0.0002586,56775.771581,0.026701,0.6362,-1.0000,0.1313,-1.0000,1.0000,0.58,92.5767,22.7533,-1.0000,-1.0000,14.7000,-1.0000,-1.0000,-1.0000,False,
201715262,K2C1,-1,1,1.0540828,0.0000751,1976.008946,0.042561,0.2203,-1.0000,0.2020,-1.0000,1.0000,0.61,180.8030,3.9000,-1.0000,-1.0000,11.3690,-1.0000,-1.0000,-1.0000,False,
206066442,K2C3,-1,1,1.0543400,0.0000961,2456980.359460,0.012896,0.0534,0.0204,0.0673,0.0546,0.4982,0.48,331.9544,-12.9804,-1.0000,-1.0000,12.6520,-1.0000,-1.0000,-1.0000,False,
210593417,K2C4,-1,1,1.0616250,0.0000940,2457062.111330,0.009459,0.0810,0.0652,0.0459,0.0486,0.5001,0.44,54.6284,16.8695,-1.0000,-1.0000,16.2240,-1.0000,-1.0000,-1.0000,False,
211416577,K2C5,-1,1,1.0673700,0.0000845,2457139.657220,0.034441,0.0666,-1.0000,0.1208,-1.0000,1.0000,0.63,132.8367,11.8906,-1.0000,-1.0000,11.2060,-1.0000,-1.0000,-1.0000,False,
206268154,K2C3,-1,1,1.0809230,0.0001005,2456979.965920,0.025645,0.5270,-1.0000,0.1249,-1.0000,1.0000,0.57,331.4165,-8.7166,-1.0000,-1.0000,12.5370,-1.0000,-1.0000,-1.0000,False,
201353434,K2C1,-1,1,1.0834553,0.0000780,1988.127708,0.013855,0.0843,0.0481,0.0699,0.1349,0.4692,0.62,172.7847,-1.6542,-1.0000,-1.0000,15.0220,-1.0000,-1.0000,-1.0000,False,
210370729,K2C4,-1,1,1.0861720,0.0000961,2457062.406580,0.022019,0.1435,0.0772,0.1056,0.0938,0.5016,0.57,58.2431,12.7679,-1.0000,-1.0000,11.4830,-1.0000,-1.0000,-1.0000,False,
211972837,K2C5,-1,1,1.0929976,0.0000881,2457140.129900,0.026401,0.7741,-1.0000,0.1198,-1.0000,1.0000,0.57,129.9776,19.8219,-1.0000,-1.0000,13.5470,-1.0000,-1.0000,-1.0000,False,
201843069,K2C1,-1,1,1.0967480,0.0000780,1973.753674,0.010984,0.0944,0.0478,0.0523,0.0549,0.5011,0.41,167.9081,6.1662,-1.0000,-1.0000,16.0760,-1.0000,-1.0000,-1.0000,False,
210657179,K2C4,-1,1,1.1042813,0.0000983,2457062.310920,0.081087,0.0111,-1.0000,0.3077,-1.0000,1.0000,0.86,56.3343,17.7667,-1.0000,-1.0000,12.8330,-1.0000,-1.0000,-1.0000,False,
210404228,K2C4,-1,1,1.1202310,0.0001005,2457062.904340,0.018608,0.0681,0.0496,0.0892,0.0887,0.4997,0.54,62.7223,13.5650,-1.0000,-1.0000,13.1470,-1.0000,-1.0000,-1.0000,False,
210472483,K2C4,-1,1,1.1424870,0.0001029,2457062.311310,0.033144,0.0468,-1.0000,0.1519,-1.0000,1.0000,0.59,64.2859,14.9364,-1.0000,-1.0000,13.1790,-1.0000,-1.0000,-1.0000,False,
210513446,K2C4,-1,1,1.1491010,0.0001054,2457062.417260,0.013174,0.0244,-1.0000,0.0600,-1.0000,1.0000,0.41,58.0185,15.6353,-1.0000,-1.0000,13.6180,-1.0000,-1.0000,-1.0000,False,
203929178,K2C2,-1,1,1.1539326,0.0000881,56894.746255,0.022855,0.0628,-1.0000,0.1118,-1.0000,1.0000,0.55,252.4227,-24.3738,-1.0000,-1.0000,11.1600,-1.0000,-1.0000,-1.0000,False,
210941737,K2C4,-1,1,1.1542576,0.0001054,2457062.862170,0.010142,0.1059,0.0788,0.0462,0.0458,0.4999,0.40,58.5904,22.0530,-1.0000,-1.0000,16.2030,-1.0000,-1.0000,-1.0000,False,
210935498,K2C4,-1,1,1.1825920,0.0001106,2457061.843640,0.016420,0.0154,-1.0000,0.0700,-1.0000,1.0000,0.50,58.3332,21.9518,-1.0000,-1.0000,11.2800,-1.0000,-1.0000,-1.0000,False,
202073203,K2C0,-1,1,1.1980215,0.0003133,56775.499770,0.046280,0.2557,-1.0000,0.1783,-1.0000,1.0000,0.60,101.1833,21.5933,-1.0000,-1.0000,12.9000,-1.0000,-1.0000,-1.0000,False,
211996855,K2C5,-1,1,1.2062303,0.0001005,2457139.661050,0.016063,0.0142,-1.0000,0.0499,-1.0000,1.0000,0.50,131.1165,20.2021,-1.0000,-1.0000,10.4290,-1.0000,-1.0000,-1.0000,False,
202073186,K2C0,-1,1,1.2248292,0.0003133,56774.797274,0.024819,0.0748,0.0155,0.1127,0.1146,0.4997,0.55,94.1176,23.3139,-1.0000,-1.0000,11.0180,-1.0000,-1.0000,-1.0000,False,
205934874,K2C3,-1,1,1.2356920,0.0001193,2456980.494270,0.013063,0.0955,0.0476,0.0536,0.0602,0.4996,0.50,334.8868,-16.8815,-1.0000,-1.0000,15.5000,-1.0000,-1.0000,-1.0000,False,
201523873,K2C1,-1,1,1.2404089,0.0000940,1983.930611,0.014888,0.2197,0.1148,0.0709,0.0720,0.5024,0.49,172.7673,0.8906,-1.0000,-1.0000,13.8360,-1.0000,-1.0000,-1.0000,False,
202063828,K2C0,-1,1,1.2435284,0.0003296,56776.274084,0.030000,0.6144,0.0811,0.1206,0.0653,0.4732,0.57,102.6650,21.3656,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
212029934,K2C5,-1,1,1.2493075,0.0001054,2457140.610810,0.050405,0.0541,-1.0000,0.0403,-1.0000,1.0000,0.55,129.0953,20.7528,-1.0000,-1.0000,12.0390,-1.0000,-1.0000,-1.0000,False,
204129699,K2C2,-1,1,1.2578328,0.0001005,56943.912140,0.007497,0.0066,-1.0000,0.0310,-1.0000,1.0000,0.24,245.4408,-23.5479,-1.0000,-1.0000,10.6070,-1.0000,-1.0000,-1.0000,False,
211160717,K2C4,-1,1,1.2630617,0.0001193,2457061.984540,0.022615,0.1388,0.1303,0.0947,0.0940,0.4973,0.56,57.8384,25.6357,-1.0000,-1.0000,9.4370,-1.0000,-1.0000,-1.0000,False,
202073175,K2C0,-1,1,1.2811631,0.0003488,56774.801927,0.022706,0.2431,0.0770,0.0973,0.0977,0.5027,0.54,92.0704,20.7542,-1.0000,-1.0000,12.6000,-1.0000,-1.0000,-1.0000,False,
202073174,K2C0,-1,1,1.2884388,0.0003488,56774.714875,0.039759,0.1605,0.1544,0.1418,0.1267,0.5022,0.65,103.9429,18.5981,-1.0000,-1.0000,12.0000,-1.0000,-1.0000,-1.0000,False,
211581700,K2C5,-1,1,1.2909935,-1,2457140.833790,0.028997,0.2692,-1.0000,0.1172,-1.0000,1.0000,0.56,129.4889,14.2883,-1.0000,-1.0000,12.1590,-1.0000,-1.0000,-1.0000,False,
201594823,K2C1,-1,1,1.3006246,0.0001005,1977.933512,0.019309,0.3284,-1.0000,0.0798,-1.0000,1.0000,0.48,167.3340,1.9638,-1.0000,-1.0000,12.1360,-1.0000,-1.0000,-1.0000,False,
211730838,K2C5,-1,1,1.3068300,0.0001135,2457140.386740,0.036581,0.1061,-1.0000,0.1040,-1.0000,1.0000,0.59,123.9073,16.3373,-1.0000,-1.0000,12.6480,-1.0000,-1.0000,-1.0000,False,
212122623,K2C5,-1,1,1.3134351,0.0001135,2457139.912110,0.014889,0.0849,-1.0000,0.0585,-1.0000,1.0000,0.48,129.2596,22.4671,-1.0000,-1.0000,13.9270,-1.0000,-1.0000,-1.0000,False,
210401157,K2C4,-1,1,1.3158590,0.0001259,2457062.013170,0.014688,0.0405,-1.0000,0.0578,-1.0000,1.0000,0.45,59.3663,13.4937,-1.0000,-1.0000,10.4180,-1.0000,-1.0000,-1.0000,False,
204873331,K2C2,-1,1,1.3178627,0.0001079,56895.468621,0.011428,0.0228,-1.0000,0.0457,-1.0000,1.0000,0.50,249.5550,-20.4763,-1.0000,-1.0000,12.3370,-1.0000,-1.0000,-1.0000,False,
206109113,K2C3,-1,1,1.3239200,0.0001330,2454979.030210,0.011822,0.0328,0.0217,0.0489,0.0430,0.5013,0.44,331.3063,-11.8710,-1.0000,-1.0000,13.5940,-1.0000,-1.0000,-1.0000,False,
211942157,K2C5,-1,1,1.3247910,0.0001163,2457140.179380,0.049691,0.2970,-1.0000,0.1728,-1.0000,1.0000,0.62,132.7133,19.3573,-1.0000,-1.0000,12.0510,-1.0000,-1.0000,-1.0000,False,
202103762,K2C0,-1,1,1.3264960,0.0003682,56775.143918,0.017325,0.0813,0.0291,0.0687,0.0641,0.5014,0.48,102.9367,25.9309,-1.0000,-1.0000,13.2000,-1.0000,-1.0000,-1.0000,False,
204124270,K2C2,-1,1,1.3301484,0.0001079,56898.263002,0.096353,0.0124,0.0055,0.2547,0.2478,0.5153,0.78,253.1042,-23.5694,-1.0000,-1.0000,10.6880,-1.0000,-1.0000,-1.0000,False,
205146590,K2C2,-1,1,1.3423555,0.0001106,56893.621988,0.033064,0.1142,-1.0000,0.1303,-1.0000,1.0000,0.58,251.2589,-19.1723,-1.0000,-1.0000,11.0640,-1.0000,-1.0000,-1.0000,False,
205557744,K2C2,-1,1,1.3609681,0.0001135,56894.073692,0.035328,0.1275,0.1126,0.1122,0.1148,0.4979,0.62,241.4746,-16.7817,-1.0000,-1.0000,10.1100,-1.0000,-1.0000,-1.0000,False,
201473612,K2C1,-1,1,1.3713717,0.0001079,1973.410274,0.025907,-0.1503,-1.0000,0.3517,-1.0000,1.0000,0.15,167.2847,0.1255,-1.0000,-1.0000,13.1360,-1.0000,-1.0000,-1.0000,False,
210675130,K2C4,-1,1,1.3778339,0.0001368,2457064.260190,0.024427,0.1294,0.1131,0.0916,0.1009,0.4997,0.56,58.2505,18.0133,-1.0000,-1.0000,9.4370,-1.0000,-1.0000,-1.0000,False,
201845690,K2C1,-1,1,1.3956603,0.0001106,1991.519838,0.246318,0.0195,-1.0000,0.1765,-1.0000,1.0000,0.79,169.5531,6.2178,-1.0000,-1.0000,14.4020,-1.0000,-1.0000,-1.0000,False,
201749821,K2C1,-1,1,1.4021959,0.0001106,1984.879242,0.041475,0.3335,0.1271,0.1499,0.1569,0.5018,0.60,170.6072,4.4804,-1.0000,-1.0000,12.9500,-1.0000,-1.0000,-1.0000,False,
202073161,K2C0,-1,1,1.4036422,0.0003896,56775.307997,0.025388,0.4443,0.2539,0.0939,0.0991,0.5006,0.54,97.8971,17.9067,-1.0000,-1.0000,14.8000,-1.0000,-1.0000,-1.0000,False,
203710387,K2C2,-1,1,1.4044365,0.0001163,56894.711945,0.016432,0.0722,-1.0000,0.0603,-1.0000,1.0000,0.41,244.1278,-25.2056,-1.0000,-1.0000,14.2680,-1.0000,-1.0000,-1.0000,False,
202073160,K2C0,-1,1,1.4129423,0.0003896,56775.469919,0.034670,0.2910,0.0333,0.1213,0.1021,0.4962,0.57,97.6546,19.6411,-1.0000,-1.0000,13.2000,-1.0000,-1.0000,-1.0000,False,
210960936,K2C4,-1,1,1.4311301,0.0001451,2457062.247040,0.025320,0.1900,0.0519,0.0944,0.0819,0.5040,0.53,53.0137,22.3567,-1.0000,-1.0000,11.7040,-1.0000,-1.0000,-1.0000,False,
211569573,K2C5,-1,1,1.4333452,0.0001293,2457139.738680,0.008891,0.0656,0.0350,0.0333,0.0417,0.5020,0.40,123.3652,14.1181,-1.0000,-1.0000,17.3710,-1.0000,-1.0000,-1.0000,False,
202828096,K2C2,-1,1,1.4360879,0.0001226,56894.567267,0.025105,0.3544,0.2779,0.0897,0.0941,0.5000,0.55,249.7618,-28.2158,-1.0000,-1.0000,10.9770,-1.0000,-1.0000,-1.0000,False,
202065543,K2C0,-1,1,1.4465161,0.0004153,56774.510843,0.032425,0.1105,0.1057,0.1102,0.1066,0.5031,0.59,101.0605,16.4011,-1.0000,-1.0000,10.2000,-1.0000,-1.0000,-1.0000,False,
202688980,K2C2,-1,1,1.4555744,0.0001226,56895.182268,0.016733,0.0272,-1.0000,0.0607,-1.0000,1.0000,0.43,244.2208,-28.7303,-1.0000,-1.0000,11.7720,-1.0000,-1.0000,-1.0000,False,
211958340,K2C5,-1,1,1.4653630,0.0001330,2457140.182650,0.021388,0.0267,-1.0000,0.0803,-1.0000,1.0000,0.48,128.0096,19.6006,-1.0000,-1.0000,10.0540,-1.0000,-1.0000,-1.0000,False,
211479262,K2C5,-1,1,1.4833130,0.0001368,2457139.761650,0.040829,0.2883,-1.0000,0.1263,-1.0000,1.0000,0.57,124.4983,12.8399,-1.0000,-1.0000,17.0460,-1.0000,-1.0000,-1.0000,False,
203926458,K2C2,-1,1,1.4986000,0.0001293,56894.610606,0.054769,0.0330,0.0229,0.1970,0.1996,0.5078,0.81,244.2422,-24.3853,-1.0000,-1.0000,11.2460,-1.0000,-1.0000,-1.0000,False,
202073145,K2C0,-1,1,1.5166448,0.0004415,56774.588803,0.031252,0.3087,0.2606,0.0999,0.1134,0.4755,0.57,94.7292,20.5986,-1.0000,-1.0000,11.3000,-1.0000,-1.0000,-1.0000,False,
206489474,K2C3,-1,1,1.5168960,0.0001591,2456980.911680,0.012520,0.0716,0.0352,0.0417,0.0451,0.4997,0.39,339.8292,-5.0899,-1.0000,-1.0000,13.6510,-1.0000,-1.0000,-1.0000,False,
210568214,K2C4,-1,1,1.5228955,0.0001540,2457062.975120,0.026900,0.1868,0.0768,0.0927,0.0959,0.5028,0.54,59.5501,16.4949,-1.0000,-1.0000,9.4460,-1.0000,-1.0000,-1.0000,False,
204676841,K2C2,-1,1,1.5272791,0.0001330,56895.953942,0.020358,0.1130,-1.0000,0.0772,-1.0000,1.0000,0.46,245.8206,-21.3447,-1.0000,-1.0000,11.9790,-1.0000,-1.0000,-1.0000,False,
201160662,K2C1,-1,1,1.5368721,0.0001259,1981.059122,-1,0.0551,0.0255,0.3269,0.2635,0.4240,0.94,174.9978,-5.0402,-1.0000,-1.0000,12.1220,-1.0000,-1.0000,-1.0000,False,
211822953,K2C5,-1,1,1.5487590,0.0001451,2457139.862030,0.002428,0.0594,0.0307,0.0473,0.0610,0.4923,0.57,131.3059,17.6421,-1.0000,-1.0000,16.8340,-1.0000,-1.0000,-1.0000,False,
202073144,K2C0,-1,1,1.5506149,0.0004415,56774.783971,0.028192,0.0868,0.0570,0.0833,0.0816,0.4986,0.56,100.2150,26.7405,-1.0000,-1.0000,11.1000,-1.0000,-1.0000,-1.0000,False,
205131464,K2C2,-1,1,1.5546469,0.0001368,56894.296047,0.037370,0.1732,0.0290,0.1202,0.1036,0.5063,0.57,245.0073,-19.2484,-1.0000,-1.0000,12.3220,-1.0000,-1.0000,-1.0000,False,
60018394,K2E,-1,1,1.5557470,0.0038107,55005.684931,0.436253,0.0298,0.0337,0.2804,0.2762,0.5044,0.98,354.0332,-6.2322,-1.0000,-1.0000,10.2200,-1.0000,-1.0000,-1.0000,False,
202059377,K2C0,-1,1,1.5768103,0.0004710,56775.706981,0.032511,0.0005,-1.0000,0.1025,-1.0000,1.0000,0.55,99.1843,21.6516,-1.0000,-1.0000,8.7000,-1.0000,-1.0000,-1.0000,False,
201184068,K2C1,-1,1,1.5885572,0.0001330,1986.288774,0.016480,0.5419,0.2660,0.0529,0.0490,0.4998,0.41,173.4971,-4.4799,-1.0000,-1.0000,14.1350,-1.0000,-1.0000,-1.0000,False,
201584594,K2C1,-1,1,1.5900247,0.0001330,1989.837695,0.013481,0.0567,-1.0000,0.0483,-1.0000,1.0000,0.35,175.1075,1.8053,-1.0000,-1.0000,14.7060,-1.0000,-1.0000,-1.0000,False,
205996447,K2C3,-1,1,1.6006191,0.0001756,2456980.891890,0.013009,0.1101,0.0945,0.0430,0.0433,0.5006,0.39,339.7266,-14.9257,-1.0000,-1.0000,15.2620,-1.0000,-1.0000,-1.0000,False,
206100943,K2C3,-1,1,1.6010723,0.0001756,2456979.955940,0.013493,0.0103,0.0039,0.0443,0.0495,0.5001,0.37,330.9379,-12.0755,-1.0000,-1.0000,9.7560,-1.0000,-1.0000,-1.0000,False,
201382958,K2C1,-1,1,1.6020782,0.0001368,1972.720905,0.041195,0.2281,-1.0000,0.1636,-1.0000,1.0000,0.59,168.4904,-1.2182,-1.0000,-1.0000,13.5310,-1.0000,-1.0000,-1.0000,False,
60018081,K2E,-1,1,1.6091256,0.0038107,54997.666984,0.028800,-0.0002,-1.0000,0.2565,-1.0000,1.0000,0.93,353.6443,-1.3269,-1.0000,-1.0000,13.0600,-1.0000,-1.0000,-1.0000,False,
211623903,K2C5,-1,1,1.6155899,0.0001540,2457139.863980,0.010137,0.0285,0.0262,0.0360,0.0352,0.5006,0.34,123.1002,14.8700,-1.0000,-1.0000,15.0800,-1.0000,-1.0000,-1.0000,False,
205167843,K2C2,-1,1,1.6331402,0.0001451,56894.444189,0.035547,0.4465,0.0341,0.1220,0.1230,0.5045,0.57,252.5973,-19.0644,-1.0000,-1.0000,11.8240,-1.0000,-1.0000,-1.0000,False,
202094117,K2C0,-1,1,1.6344856,0.0004710,56770.524742,0.017256,0.0331,-1.0000,0.0617,-1.0000,1.0000,0.43,96.1287,26.3184,-1.0000,-1.0000,11.4000,-1.0000,-1.0000,-1.0000,False,
203942067,K2C2,-1,1,1.6398916,0.0001451,56895.548557,0.025291,0.1447,-1.0000,0.0841,-1.0000,1.0000,0.48,243.8245,-24.3192,-1.0000,-1.0000,12.0800,-1.0000,-1.0000,-1.0000,False,
201810513,K2C1,-1,1,1.6466409,0.0001407,1978.786728,0.011437,0.0471,0.0442,0.0380,0.0339,0.4995,0.35,169.6540,5.5621,-1.0000,-1.0000,15.2550,-1.0000,-1.0000,-1.0000,False,
211569350,K2C5,-1,1,1.6558181,0.0001591,2457140.703400,0.023754,0.0464,0.0159,0.0713,0.0677,0.4990,0.52,123.2527,14.1152,-1.0000,-1.0000,12.1140,-1.0000,-1.0000,-1.0000,False,
202088191,K2C0,-1,1,1.6616632,0.0005066,56775.618613,0.019277,0.0260,0.0044,0.0658,0.0628,0.5022,0.45,94.0393,26.9509,-1.0000,-1.0000,11.7000,-1.0000,-1.0000,-1.0000,False,
202073124,K2C0,-1,1,1.6777022,0.0005066,56775.340393,0.033947,0.5427,0.0586,0.1082,0.0981,0.4999,0.55,99.4033,19.6075,-1.0000,-1.0000,13.4000,-1.0000,-1.0000,-1.0000,False,
202066811,K2C0,-1,1,1.6965832,0.0005066,56775.291579,0.029945,0.0508,0.0099,0.0914,0.1041,0.4858,0.54,103.3613,16.8331,-1.0000,-1.0000,14.5000,-1.0000,-1.0000,-1.0000,False,
210958990,K2C4,-1,1,1.7024140,0.0001816,2457062.376310,0.021021,0.0254,-1.0000,0.0661,-1.0000,1.0000,0.44,62.7540,22.3253,-1.0000,-1.0000,12.6130,-1.0000,-1.0000,-1.0000,False,
210786891,K2C4,-1,1,1.7171110,0.0001884,2457061.901190,0.038655,0.2935,-1.0000,0.1173,-1.0000,1.0000,0.57,51.5996,19.6695,-1.0000,-1.0000,11.0240,-1.0000,-1.0000,-1.0000,False,
211012889,K2C4,-1,1,1.7387017,0.0001884,2457062.826540,0.061588,0.0100,0.0054,0.0354,0.0310,0.4983,0.31,63.7463,23.1800,-1.0000,-1.0000,15.2320,-1.0000,-1.0000,-1.0000,False,
211380136,K2C5,-1,1,1.7537406,0.0001696,2457140.441780,0.022965,0.1604,0.1188,0.0748,0.0764,0.5004,0.50,132.3390,11.3245,-1.0000,-1.0000,15.1700,-1.0000,-1.0000,-1.0000,False,
202073117,K2C0,-1,1,1.7625002,0.0005436,56775.965047,0.156909,0.6564,0.0983,0.1498,0.1347,0.5070,0.59,93.1379,19.5369,-1.0000,-1.0000,12.7000,-1.0000,-1.0000,-1.0000,False,
60018435,K2E,-1,1,1.7883029,0.0050535,55000.333965,0.519683,-0.0020,-1.0000,0.2906,-1.0000,1.0000,0.05,5.1640,-5.1431,-1.0000,-1.0000,10.3700,-1.0000,-1.0000,-1.0000,False,
211953866,K2C5,-1,1,1.7889510,0.0001756,2457141.006850,0.012500,0.3549,0.2601,0.0366,0.0362,0.4995,0.34,127.0934,19.5312,-1.0000,-1.0000,16.4210,-1.0000,-1.0000,-1.0000,False,
205728486,K2C2,-1,1,1.7893197,0.0001642,56894.311278,0.027760,0.3891,0.0548,0.1299,0.1131,0.5058,0.57,248.1436,-15.4180,-1.0000,-1.0000,18.4160,-1.0000,-1.0000,-1.0000,False,
205728169,K2C2,-1,1,1.7893866,0.0001642,56894.280075,0.041745,0.5034,0.0568,0.1149,0.1073,0.5024,0.55,248.1413,-15.4208,-1.0000,-1.0000,13.6430,-1.0000,-1.0000,-1.0000,False,
211000135,K2C4,-1,1,1.8172710,0.0002024,2457062.442370,0.028381,0.0753,0.0356,0.0721,0.0559,0.5025,0.53,55.5938,22.9763,-1.0000,-1.0000,12.1290,-1.0000,-1.0000,-1.0000,False,
202091545,K2C0,-1,1,1.8577882,0.0005905,56775.908785,0.028968,0.1589,0.1076,0.0826,0.0881,0.4992,0.53,100.3826,27.2879,-1.0000,-1.0000,10.9000,-1.0000,-1.0000,-1.0000,False,
211518347,K2C5,-1,1,1.8712438,0.0001884,2457140.887470,0.019256,0.2542,0.0422,0.0562,0.0583,0.4991,0.40,125.3802,13.3976,-1.0000,-1.0000,12.5790,-1.0000,-1.0000,-1.0000,False,
60024040,K2E,-1,1,1.9185469,0.0050535,55000.093216,0.088933,0.0181,0.0350,0.0464,0.0396,0.5010,0.19,357.7620,-2.5947,-1.0000,-1.0000,10.6180,-1.0000,-1.0000,-1.0000,False,
202072502,K2C0,-1,1,1.9237001,0.0005905,56774.472811,0.042889,0.0847,0.0582,0.1176,0.1182,0.5002,0.58,98.8248,20.5924,-1.0000,-1.0000,11.2000,-1.0000,-1.0000,-1.0000,False,
201878595,K2C1,-1,1,1.9362456,0.0001756,1990.961207,0.031250,0.0824,0.0555,0.0852,0.0889,0.4999,0.54,175.4683,6.8853,-1.0000,-1.0000,18.0220,-1.0000,-1.0000,-1.0000,False,
211999656,K2C5,-1,1,1.9483560,0.0002024,2457140.520720,0.020030,0.1263,0.1235,0.0577,0.0542,0.5006,0.45,126.4940,20.2488,-1.0000,-1.0000,12.2330,-1.0000,-1.0000,-1.0000,False,
202060506,K2C0,-1,1,1.9597616,0.0006381,56775.779130,0.040966,0.2002,0.0788,0.1020,0.1125,0.5135,0.56,91.0273,23.5294,-1.0000,-1.0000,13.7000,-1.0000,-1.0000,-1.0000,False,
202073096,K2C0,-1,1,1.9602300,0.0006381,56776.494717,0.126208,0.0875,0.0701,0.2826,0.3042,0.4966,0.93,98.9703,18.7084,-1.0000,-1.0000,11.8000,-1.0000,-1.0000,-1.0000,False,
211946007,K2C5,-1,1,1.9827260,0.0002024,2457141.143180,0.008808,0.1348,-1.0000,0.0248,-1.0000,1.0000,0.17,130.6643,19.4144,-1.0000,-1.0000,16.5700,-1.0000,-1.0000,-1.0000,False,
201182911,K2C1,-1,1,1.9931114,0.0001816,1984.582706,0.013729,0.3749,0.3547,0.0361,0.0359,0.5017,0.35,172.7104,-4.5076,-1.0000,-1.0000,15.5160,-1.0000,-1.0000,-1.0000,False,
202073490,K2C0,-1,1,2.0292688,0.0006381,56775.854505,0.040495,0.3010,0.2813,0.1026,0.1029,0.4998,0.58,101.1983,21.4442,-1.0000,-1.0000,13.5000,-1.0000,-1.0000,-1.0000,False,
206038285,K2C3,-1,1,2.0401739,-1,2456981.265090,0.193621,0.2906,-1.0000,0.0949,-1.0000,1.0000,0.56,331.7600,-13.7366,-1.0000,-1.0000,12.8540,-1.0000,-1.0000,-1.0000,False,
206260730,K2C3,-1,1,2.0596200,0.0002477,2456979.624060,0.039057,0.7757,-1.0000,0.1022,-1.0000,1.0000,0.54,331.2535,-8.8278,-1.0000,-1.0000,11.9090,-1.0000,-1.0000,-1.0000,False,
206314138,K2C3,-1,1,2.0751200,0.0002477,2456980.995670,0.020797,0.0308,0.0126,0.0506,0.0477,0.5049,0.47,332.4406,-8.0226,-1.0000,-1.0000,10.8420,-1.0000,-1.0000,-1.0000,False,
211979325,K2C5,-1,1,2.0766910,0.0002188,2457140.988520,0.120167,0.0713,0.0625,0.0579,0.2359,0.5602,0.86,128.9485,19.9217,-1.0000,-1.0000,13.1800,-1.0000,-1.0000,-1.0000,False,
202072061,K2C0,-1,1,2.1004224,0.0006935,56775.649793,0.023457,0.0692,0.0595,0.0610,0.0655,0.5006,0.49,100.4788,24.9761,-1.0000,-1.0000,9.9000,-1.0000,-1.0000,-1.0000,False,
60018229,K2E,-1,1,2.1033615,0.0050535,55000.506850,0.219686,0.3320,0.0461,0.1044,0.0691,0.5112,0.55,1.3625,4.8067,-1.0000,-1.0000,12.5700,-1.0000,-1.0000,-1.0000,False,
202073040,K2C0,-1,1,2.1213818,0.0006935,56774.471613,0.037415,0.3810,0.3593,0.0912,0.0896,0.5011,0.55,91.2717,20.5353,-1.0000,-1.0000,12.2000,-1.0000,-1.0000,-1.0000,False,
202072563,K2C0,-1,1,2.1237086,0.0006935,56775.482420,0.027764,0.1306,0.1223,0.0669,0.0669,0.5010,0.49,105.0377,19.4126,-1.0000,-1.0000,11.0000,-1.0000,-1.0000,-1.0000,False,
201725399,K2C1,-1,1,2.1612694,0.0002024,1986.342692,0.048074,0.3519,0.1089,0.1326,0.1184,0.5324,0.84,168.4307,4.0729,-1.0000,-1.0000,12.2990,-1.0000,-1.0000,-1.0000,False,
211693443,K2C5,-1,1,2.1726837,0.0002376,2457139.614860,0.041177,0.0426,-1.0000,0.0834,-1.0000,1.0000,0.57,123.7893,15.8276,-1.0000,-1.0000,9.0530,-1.0000,-1.0000,-1.0000,False,
206173295,K2C3,-1,1,2.1760018,-1,2456980.777180,0.090046,0.0295,-1.0000,0.0414,-1.0000,1.0000,0.39,339.0034,-10.2507,-1.0000,-1.0000,13.0030,-1.0000,-1.0000,-1.0000,False,
211015722,K2C4,-1,1,2.1829700,0.0002586,2457063.294880,0.022334,0.1510,0.0118,0.0579,0.0575,0.5034,0.40,60.5023,23.2241,-1.0000,-1.0000,12.0250,-1.0000,-1.0000,-1.0000,False,
206474395,K2C3,-1,1,2.1977240,0.0002710,2456979.676430,0.013582,0.1886,-1.0000,0.0350,-1.0000,1.0000,0.44,336.0232,-5.3777,-1.0000,-1.0000,15.8550,-1.0000,-1.0000,-1.0000,False,
202843107,K2C2,-1,1,2.1988862,0.0002188,56894.302502,0.037636,0.3054,-1.0000,0.1008,-1.0000,1.0000,0.53,245.5478,-28.1618,-1.0000,-1.0000,11.8290,-1.0000,-1.0000,-1.0000,False,
