,EPIC,KIC,WDS,period,sb9_id,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_obs_al,tgas_astrometric_primary_flag,tgas_astrometric_priors_used,tgas_astrometric_relegation_factor,tgas_astrometric_weight_ac,tgas_astrometric_weight_al,tgas_b,tgas_dec,tgas_dec_error,tgas_dec_parallax_corr,tgas_dec_pmdec_corr,tgas_dec_pmra_corr,tgas_duplicated_source,tgas_ecl_lat,tgas_ecl_lon,tgas_hip,tgas_l,tgas_match_distance,tgas_matched_observations,tgas_parallax,tgas_parallax_error,tgas_parallax_pmdec_corr,tgas_parallax_pmra_corr,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_g_n_obs,tgas_phot_variable_flag,tgas_pmdec,tgas_pmdec_error,tgas_pmra,tgas_pmra_error,tgas_pmra_pmdec_corr,tgas_ra,tgas_ra_dec_corr,tgas_ra_error,tgas_ra_parallax_corr,tgas_ra_pmdec_corr,tgas_ra_pmra_corr,tgas_random_index,tgas_ref_epoch,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_solution_id,tgas_source_id,tgas_tycho2_id,binary_type
352,210370729.0,,,1.086172,,,0.489646920911,348.986364733,7,0,188,195,195,195,True,5,4.84990119934,2.88518622256e-05,3.9693107605,-30.5879659869,12.7677752478,0.121557438275,0.542540252209,-0.844655573368,0.678794682026,True,-7.30197313778,58.8353381122,-2147483648,176.681632703,4.09833303072e-05,27,1.82600922679,0.363668918876,-0.675631642342,0.849703252316,426438.912338,1470.6124084,11.4501279964,235,NOT_AVAILABLE,-20.4163064038,0.568726512398,-5.0843174832,2.41684672072,-0.834693431854,58.2430887747,-0.104230105877,0.201423751676,0.173523545265,0.0161224026233,0.0531338267028,960344,2015.0,-8.42235088348,3.89524579048,-2.78609824181,7.50472640991,0.527005434036,0.802820980549,0.384793043137,0.52114713192,1635378410781933568,38567603727388928,664-1149-1 ,EB
353,203929178.0,,,1.1539326,,,3.26974734071,1972.81414055,6,0,101,107,107,107,True,5,31.7063560486,3.10207869916e-05,0.0934982672334,12.8555222339,-24.3737861992,1.03800420497,-0.550694704056,-0.696894228458,-0.64938980341,False,-1.90406592639,254.024442126,-2147483648,356.593958641,7.0642823869e-05,12,2.19908112062,0.980145413617,0.176372423768,0.130114555359,312981.217366,320.757146992,11.7859743752,107,NOT_AVAILABLE,2.26452391006,3.71415659451,-3.92445057557,5.14170826363,0.887131333351,252.422759455,0.690863728523,1.37196086589,-0.240943551064,-0.74780356884,-0.796628117561,1600344,2015.0,-86.7990112305,-20.8180789948,-25.7735729218,-37.4127197266,0.398308634758,0.409456133842,0.54734826088,0.769466519356,1635378410781933568,6046899986640147072,6809-703-1 ,EB
354,211996855.0,,,1.2062303,,,0.306852720524,137.543186616,1,1,55,55,56,56,True,5,3.1376554966,2.83715271507e-05,9.56168651581,33.5653680862,20.2018179068,0.339256241211,-0.470381677151,-0.583446681499,0.176725357771,False,2.03973810717,128.135941715,-2147483648,205.710546313,2.76601956317e-05,10,8.823572268,0.662652190419,-0.402356475592,0.741026997566,1309242.95766,3185.45012161,10.2322194475,86,NOT_AVAILABLE,-65.1213812456,0.921619981753,-4.52548858318,1.91440166561,-0.868975937366,131.116452753,-0.842790544033,0.427931011977,0.152612119913,0.747484862804,-0.523337364197,1634143,2015.0,-24.102678299,23.4073390961,-39.6588096619,-43.5414199829,0.232563748956,0.460614472628,0.501841545105,0.636476457119,1635378410781933568,661388748419793792,1399-42-1  ,EB
355,202063828.0,,,1.2435284,,,0.384075605868,135.867808579,3,2,55,56,58,58,True,5,3.8544626236,2.71584431175e-05,5.70211362839,9.39918708851,21.3655258752,0.372906265653,-0.105307579041,-0.822434663773,0.750670433044,False,-1.55705276939,101.786246723,-2147483648,193.656517778,0.00019855690251,7,1.17853615545,0.255649863157,-0.195411488414,0.278963208199,902240.30201,6562.79422804,10.6364645073,50,NOT_AVAILABLE,-4.22801443232,1.94176182061,-1.961123793,1.99475041809,-0.946829676628,102.665195619,-0.782586276531,0.34721391974,-0.0148946745321,0.749291658401,-0.766362249851,409590,2015.0,-60.2895774841,37.0713615417,-25.6862621307,-39.1016197205,0.287597358227,0.452676773071,0.457138448954,0.880196392536,1635378410781933568,3378297751774199296,1343-2855-1 ,EB
356,204129699.0,,,1.2578328,,,0.269809028041,120.002774655,0,0,90,90,90,90,True,5,2.79968762398,2.43346366915e-05,11.0899944305,18.2751413195,-23.5482599081,0.412224015732,-0.838369786739,-0.955812454224,-0.636820018291,True,-1.99956063811,247.588475389,-2147483648,352.994718097,5.94475547805e-05,14,9.516742292,0.475802115595,0.822934389114,0.822652637959,1060220.44015,737.179443926,10.4612796318,124,NOT_AVAILABLE,-94.8209912273,0.767883958398,-41.480773414,1.18155895581,0.527522861958,245.440559189,0.391229778528,0.365078173914,-0.708813846111,-0.400781393051,-0.850313305855,1886380,2015.0,11.3411092758,25.2490882874,15.4441318512,25.2081680298,0.427211970091,0.879825949669,0.425190359354,0.628643989563,1635378410781933568,6050191237259020160,6794-471-1 ,EB
357,204124270.0,,,1.3301484,,,2.15277656776,4359.00662986,0,3,81,78,81,81,True,5,20.8887863159,2.5184446713e-05,0.186195015907,12.8570566463,-23.569476436,0.741395638141,-0.6219856143,-0.376829445362,-0.359721601009,False,-1.0319509131,254.548115826,-2147483648,357.637282358,4.43640186679e-05,9,2.66334785597,0.868923601937,0.0258871298283,0.0919694676995,1217795.64179,1167.69409326,10.3108340251,80,NOT_AVAILABLE,-10.1095909834,1.72694312901,-2.9583048256,2.2879028681,0.726079761982,253.104217233,0.514435589314,0.89957704363,-0.152942955494,-0.410460859537,-0.573934793472,1213178,2015.0,-71.0528945923,-21.9582195282,-28.0068874359,-37.610244751,0.462430477142,0.472371160984,0.671118497849,0.740927398205,1635378410781933568,4125430437021521920,6809-852-1  ,EB
358,205146590.0,,,1.3423555,,,0.192700148167,20.6744680213,2,1,53,54,55,55,True,5,2.11852741241,3.49394758814e-05,23.2176532745,16.9018660279,-19.1723236444,0.267085946079,-0.905011415482,-0.963210940361,0.488616198301,False,3.12320735801,252.306591392,-2147483648,0.156602421714,5.16016160639e-05,7,1.14618127573,0.941069953054,0.951919555664,-0.780330240726,781417.957229,3135.19926114,10.7925615958,61,NOT_AVAILABLE,-9.06623312215,1.51120635044,6.76548815211,1.58193226497,-0.596661806107,251.258877302,0.960372626781,0.620938616491,-0.945793867111,-0.979966282845,0.558684110641,1876838,2015.0,-141.727905273,16.8842544556,-24.743642807,42.6364135742,0.598044335842,0.476222962141,0.614664077759,0.505956411362,1635378410781933568,4130763068412006656,6225-823-1  ,EB
359,205557744.0,,,1.3609681,,,0.494564725307,563.94110539,7,2,189,194,196,196,True,5,4.89655065536,2.94427536573e-05,3.56005620956,25.5736228487,-16.7817128607,0.138360585382,0.79718464613,-0.720850408077,0.751875162125,True,3.99697803725,242.720951801,-2147483648,355.714845273,1.00190814306e-05,26,4.51646093671,0.515629072844,-0.4437687397,0.842096745968,1463255.14168,8406.33355334,10.1114699167,220,NOT_AVAILABLE,-4.33914755918,0.474421244703,6.77919210559,1.96164791542,-0.555850028992,241.47462057,-0.768676996231,0.794167627942,-0.893492281437,0.501444041729,-0.956316530704,511283,2015.0,179.056854248,2.06511712074,58.7981872559,-1.2232298851,0.801966845989,0.818960666656,0.671498656273,0.587718546391,1635378410781933568,6250078121861638912,6200-1375-1,EB
360,210675130.0,,,1.3778339,,,0.535668234526,499.397465756,6,3,199,202,205,205,True,5,5.28715801239,2.01795446628e-05,3.34845876694,-26.9598100533,18.0132483936,0.152392759522,-0.182913094759,-0.730902135372,0.338060706854,True,-2.17510887978,59.9487116319,-2147483648,172.358024488,3.63218462709e-05,28,1.74270029486,0.245368859562,0.24909837544,-0.262335240841,2795397.71786,9963.61205118,9.40866104814,226,NOT_AVAILABLE,-3.66959310084,0.485367650115,1.13572284717,0.681210108757,-0.353240251541,58.2505056341,-0.306222707033,0.294411786992,0.105232365429,0.350535154343,-0.615596055984,1408956,2015.0,-8.67908191681,0.036641318351,-2.57357811928,11.5749187469,0.411055862904,0.649930655956,0.447784423828,0.433678120375,1635378410781933568,49852166441564288,1253-971-1 ,EB
361,202828096.0,,,1.4360879,,,0.300288525774,96.425643862,2,4,58,56,60,60,True,5,3.07741928101,2.15473810385e-05,9.58612537384,12.2782504484,-28.2156891416,0.458891061526,-0.355638325214,-0.917237341404,-0.875156641006,False,-6.02181170475,252.150982175,-2147483648,351.998914935,3.89647769864e-05,9,4.60945210079,0.227164081291,0.242473855615,0.26180356741,988179.813405,16884.5493596,10.5376801192,78,NOT_AVAILABLE,21.0247468199,1.98519793592,-1.33310057666,2.60784335812,0.961724698544,249.761829177,0.852537453175,0.566593321165,-0.337351292372,-0.859473526478,-0.905545890331,522957,2015.0,-120.095802307,-24.3282985687,-30.6439857483,-36.5378570557,0.348218351603,0.45214599371,0.273427665234,0.823772072792,1635378410781933568,6032412409117551360,6808-22-1  ,EB
362,211958340.0,,,1.465363,,,0.382587259282,324.457285276,7,4,212,215,219,219,True,5,3.84053325653,2.94997480523e-05,6.0766916275,30.6161964011,19.6004293399,0.10748945789,0.537686228752,-0.676627039909,0.53648430109,True,0.717746629701,125.461636347,-2147483648,205.185863731,4.83177820468e-05,32,5.26270005312,0.317021682315,-0.813266932964,0.860336363316,1586073.22705,2923.34413213,10.0239619781,259,NOT_AVAILABLE,-29.8063975514,0.61962804682,8.85034279827,1.17424849826,-0.896504580975,128.009653205,-0.658854603767,0.168704488139,-0.510330438614,0.482491105795,-0.559750795364,1052782,2015.0,17.0042057037,23.2739887238,22.5098571777,31.041015625,0.284871608019,0.759126007557,0.325302660465,0.634494841099,1635378410781933568,663017606177197312,1395-2414-1,EB
363,203926458.0,,,1.4986,,,0.788321824247,901.712032092,5,0,154,159,159,159,True,5,7.70562458038,3.23739805026e-05,1.54284310341,18.520241887,-24.3853447441,0.340475066887,-0.449146181345,-0.908825397491,-0.719614446163,False,-3.00990787075,246.65005304,-2147483648,351.565314307,5.92735136685e-05,21,2.33631840767,0.302018285714,0.407628297806,0.377265572548,469792.385352,1770.78285286,11.3450051308,185,NOT_AVAILABLE,-0.0187424968008,0.757797095682,-4.49390654446,1.16726551007,0.709397435188,244.242222223,0.641403913498,0.46346617137,-0.214269712567,-0.668444097042,-0.809470653534,50597,2015.0,-18.5010414124,2.30218029022,-3.74454379082,44.6914749146,0.215990304947,0.576305985451,0.0815213769674,0.129828497767,1635378410781933568,6049669072314961920,6797-669-1 ,EB
364,202073145.0,,,1.5166448,,,1.92298517705,3370.713196,3,0,85,88,88,88,True,5,18.6644935608,2.58115505858e-05,0.268821537495,2.44189504609,20.5987099701,0.860352338779,-0.630868375301,-0.577491462231,0.482680112123,False,-2.76785033365,94.4314764475,-2147483648,190.980547902,0.000140547312886,10,0.316602480961,0.810931052112,-0.00281651527621,0.0927064418793,559020.305274,8748.52202617,11.1562011063,87,NOT_AVAILABLE,-5.8218651332,2.46720361818,3.2886387226,2.57984423638,-0.886071741581,94.7292591549,-0.5607432127,0.687058611986,0.00900956150144,0.665822684765,-0.679227471352,926420,2015.0,-105.456466675,37.4046058655,-24.0377292633,-43.4664115906,0.551642715931,0.434585005045,0.722379863262,0.950237989426,1635378410781933568,3375808629247575552,1323-169-1  ,EB
365,210568214.0,,,1.5228955,,,0.619043352413,388.120205972,12,1,163,174,175,175,True,5,6.08256959915,2.36519626924e-05,2.50252532959,-27.1218946752,16.4948419218,0.142135435402,0.566244840622,-0.725666821003,-0.330047607422,True,-3.9163780968,60.8521351883,-2147483648,174.552289568,4.38949085469e-05,28,4.98832463555,0.353292442718,-0.392725288868,-0.555222451687,2997705.29165,6963.41392844,9.33279772747,218,NOT_AVAILABLE,-9.43943492614,0.421342972733,-6.44544796285,0.737531105424,0.248453229666,59.5501133849,0.123039066792,0.355377763445,0.199396520853,-0.106541194022,-0.714106202126,398141,2015.0,8.14543819427,0.513441085815,2.08110713959,6.75375795364,0.512454748154,0.761786222458,0.558273971081,0.443702995777,1635378410781933568,40456392905287808,1249-452-1 ,EB
366,205131464.0,,,1.5546469,,,0.735612148251,290.959386287,10,0,106,116,116,116,True,5,7.19938468933,2.14096053242e-05,1.82910907269,21.4241007032,-19.2484338874,0.341940920996,-0.465208381414,-0.901544928551,-0.63393175602,False,2.17283903328,246.473710853,-2147483648,356.137525886,4.64843150361e-05,15,0.290834006209,0.333064919161,0.35616081953,0.255027621984,201761.415564,1254.02656886,12.2626747732,133,NOT_AVAILABLE,-2.77599818488,0.794388304318,5.65890449695,1.40628216175,0.658312857151,245.007368164,0.522640049458,0.403454768385,-0.433962613344,-0.544418931007,-0.719316840172,1071333,2015.0,-90.3724746704,4.82803726196,-9.73490142822,-4.3483672142,0.203046530485,0.570524156094,0.322051614523,0.017756016925,1635378410781933568,6245189796243707136,6210-255-1 ,EB
367,60018394.0,,,1.555747,,,0.763441062946,738.348043828,5,2,92,95,97,97,True,5,7.46658325195,2.62656649284e-05,1.57568705082,-62.4859699918,-6.23228675025,0.252187678688,-0.282802224159,0.0714525356889,-0.592454135418,True,-3.35348921457,352.054571478,-2147483648,78.951812459,1.53281966316e-05,12,2.81348986613,0.798841712048,-0.885529339314,-0.232608243823,1490761.98113,4184.58881929,10.0912492928,104,NOT_AVAILABLE,-17.2777443341,1.02724367876,-5.74278616293,1.37185735844,0.377271622419,354.03318009,-0.00788881350309,0.539335791175,0.84763777256,-0.875522375107,-0.251623243093,575446,2015.0,-151.038787842,-26.7055511475,55.618057251,-23.8473014832,0.430520176888,0.618705153465,0.6572701931,0.0662509724498,1635378410781933568,2440705119747143808,5257-991-1 ,EB
368,206100943.0,,,1.6010723,,,0.37053192092,102.529783392,1,0,47,48,48,48,True,5,3.72784662247,1.81766299647e-05,6.73896551132,-47.98274402,-12.075792579,0.158153103161,0.127777054906,-0.0953228548169,-0.309290319681,False,-0.171529576717,328.732547112,-2147483648,45.4937742491,5.32071996384e-05,7,7.31304454193,0.580202221126,-0.856798350811,-0.366937160492,2119789.59614,3166.65963706,9.70903817304,47,NOT_AVAILABLE,-57.6880432408,1.48805869599,-50.2068809642,1.04961260553,0.18904787302,330.937696545,0.187999516726,0.472082635597,0.931990623474,-0.885676562786,-0.141483142972,163770,2015.0,-50.7011451721,-54.3614807129,58.3893852234,29.1467475891,0.742502212524,0.474603325129,0.718110501766,0.968582034111,1635378410781933568,2613435166655574784,5805-751-1 ,EB
369,210786891.0,,,1.717111,,,0.430618697706,134.38974726,2,3,69,68,71,71,True,5,4.29171085358,2.80306467175e-05,5.01938056946,-30.0130642108,19.669452468,0.158764515738,-0.297575473785,-0.303760588169,0.379958987236,True,0.875192467544,54.1986176657,-2147483648,165.816582752,3.6874386403e-05,19,2.50793467182,0.270349675087,0.500365912914,-0.379258483648,710061.607423,2556.40095682,10.8965299857,152,NOT_AVAILABLE,-14.1375058036,0.67332696787,5.71166377104,0.811120960968,-0.182221010327,51.5995880235,-0.222052618861,0.283506529819,0.469746470451,0.494481354952,-0.588964164257,1050466,2015.0,-27.9473228455,-12.2796802521,-32.6594772339,31.901102066,0.275294870138,0.378116935492,0.187968477607,0.53600358963,1635378410781933568,57770196349715712,1241-181-1 ,EB
370,60018435.0,,,1.7883029,,,0.426373617069,342.523963307,2,2,113,113,115,115,True,5,4.25171089172,2.77091585303e-05,4.7815747261,-66.8237289842,-5.14326226398,0.189387456344,0.823833346367,-0.860085785389,-0.852497220039,False,-6.77127918911,2.68886605969,-2147483648,103.122940068,2.45494334739e-05,14,5.35644769483,0.431798584977,-0.878738701344,-0.91185259819,1412613.37052,3095.90850296,10.1497117824,113,NOT_AVAILABLE,-33.2123689562,0.787924070843,-44.3420784482,1.57377807052,0.911205947399,5.16380877377,0.872059166431,0.38654028599,0.876845955849,-0.871005475521,-0.924387097359,749345,2015.0,122.415382385,-21.0623931885,25.3450469971,18.4711952209,0.132345676422,0.554973244667,0.212968990207,0.0528248436749,1635378410781933568,2443916071657281664,4671-332-1 ,EB
371,211999656.0,,,1.948356,,,1.21745758087,1916.04498611,4,1,92,95,96,96,True,5,11.8419685364,4.41478950961e-05,0.6643653512,29.5090362624,20.2487535354,0.707732153808,0.127872377634,-0.700156331062,0.58097589016,True,1.0038570444,123.9223344,-2147483648,203.907007784,5.08410919303e-05,16,3.3054941797,0.901599180889,-0.379016667604,0.514579713345,481942.528516,2717.62861028,11.3172819342,138,NOT_AVAILABLE,-3.58660698577,2.91284373539,3.98485394986,4.20759790409,-0.940981507301,126.493975179,-0.909297645092,0.947395705857,-0.0586773939431,0.534717857838,-0.458707362413,1038127,2015.0,20.8611774445,30.0988903046,20.376499176,30.7510471344,0.44473901391,0.919390320778,0.383806049824,0.696512103081,1635378410781933568,663828770880866816,1387-114-1 ,EB
372,206314138.0,,,2.07512,,,0.185101917577,34.4468885904,1,1,61,61,62,62,True,5,2.0538995266,1.88847443496e-05,22.9060821533,-47.2714717921,-8.02253536271,0.143365144394,0.861429572105,-0.904103457928,-0.865130484104,False,3.10645703502,331.539666831,-2147483648,51.8104015199,7.24939675939e-05,7,2.38449302282,0.613820396423,-0.968750298023,-0.993087768555,820851.996721,714.469708157,10.7391079165,59,NOT_AVAILABLE,6.18577342359,1.11221206667,11.3898948589,2.21082766154,0.969518482685,332.440586125,0.845960855484,0.272101712224,0.957040667534,-0.938661038876,-0.9693364501,1414353,2015.0,-158.964981079,-47.3172492981,-40.1364250183,25.1170120239,0.0958254411817,0.175797760487,0.233090728521,0.954412281513,1635378410781933568,2619114316011408640,5803-1834-1,EB
373,202072061.0,,,2.1004224,,,0.449043167527,199.757507112,1,1,58,58,59,59,True,5,4.46556091309,2.13718376472e-05,4.57348251343,9.15017753707,24.976110453,0.344858394378,-0.415542155504,-0.712687015533,0.548846006393,False,1.88153921445,99.4944881086,-2147483648,189.477240051,3.03816460162e-05,7,2.53140063741,0.263574500657,0.0586373917758,0.134194821119,1843523.34377,7138.11152995,9.86064846067,56,NOT_AVAILABLE,-3.54574688223,1.02299230583,-7.15575057174,0.948144672758,-0.796509206295,100.478785786,-0.731072843075,0.311221826003,0.219068050385,0.646182239056,-0.635081529617,1881919,2015.0,-71.0636520386,40.5872573853,-27.8749141693,-40.6340332031,0.304185628891,0.440192610025,0.449355870485,0.939276278019,1635378410781933568,3383034138630394368,1897-1168-1 ,EB
374,201725399.0,,,2.1612694,,,0.746173662735,299.139736126,10,0,119,129,129,129,True,5,7.30076885223,2.63940273726e-05,1.7467597723,57.2090833867,4.0728958221,0.315632118344,0.71455603838,-0.780053853989,0.837816536427,False,-0.825634342791,167.771307302,-2147483648,253.317496221,2.33248350513e-05,15,1.3777577495,0.809936250087,-0.930565059185,0.9526694417,213526.612515,2441.16995976,12.2011400382,128,NOT_AVAILABLE,0.899882318377,1.18716009088,-10.5934939628,2.91413722297,-0.955302298069,168.430633757,-0.885848224163,0.511485396013,-0.8568764925,0.910892605782,-0.923359036446,672937,2015.0,-10.5925445557,34.5698814392,1.90067815781,-34.8430137634,0.36668419838,0.568980395794,0.39069673419,0.195923656225,1635378410781933568,3812233484693507328,266-617-1   ,EB
375,210403086.0,,,2.2548995,,,0.506000653604,365.341487866,3,0,75,78,78,78,True,5,5.00510311127,3.31030569214e-05,3.60853219032,-32.5144766984,13.5394641448,0.209600701065,-0.397737056017,-0.627409756184,0.391671299934,True,-5.79438878489,55.6535460033,-2147483648,173.249295985,4.92152410002e-05,20,2.16906253614,0.277443193523,0.14490146935,-0.546583890915,562789.322824,7014.23884322,11.1489054402,161,NOT_AVAILABLE,3.63127292751,0.509956131048,5.13246172631,0.924837906665,-0.480193138123,54.7350265639,-0.255238384008,0.315462880514,0.330709785223,0.312801420689,-0.749367177486,1508488,2015.0,-117.662109375,5.8906993866,-31.5413532257,28.8285598755,0.267587065697,0.349689900875,0.360531121492,0.661130845547,1635378410781933568,41116374759842944,663-1262-1 ,EB
376,210375290.0,,,2.4180234,,,0.466763172944,337.93813981,3,0,60,63,63,63,True,5,4.63310194016,2.80394142465e-05,4.23686933517,-29.6565890806,12.8782592296,0.314619845749,-0.243765026331,-0.889405190945,0.612524211407,True,-7.43431569885,60.0010470396,-2147483648,177.488111291,2.82604482389e-05,17,3.26964709975,0.323406402027,0.070983313024,-0.399928599596,774681.574812,1010.36046658,10.801961997,120,NOT_AVAILABLE,-27.1018910469,0.987238539284,-2.442349504,1.59214308935,-0.705887258053,59.4310945084,-0.306825459003,0.41101676109,0.613931179047,0.305259436369,-0.743442773819,1919908,2015.0,-46.8066825867,-2.46877551079,-32.8137664795,19.5779972076,0.427025139332,0.469632714987,0.209473058581,0.379077255726,1635378410781933568,38349694266529152,665-111-1  ,EB
377,211082420.0,,,2.4613441,,12.0576162338,0.835733069955,377.31749775,3,0,92,95,95,95,True,3,8.16146850586,1.45195144796e-05,1.41994893551,-23.3189609936,24.2881433953,0.153459960786,-0.199158072472,0.125777184963,-0.0310306698084,False,4.22923330151,60.0338783087,17704,166.535133326,4.45704188243e-05,14,7.57146278907,0.402914533002,-0.0483940206468,-0.159296452999,29983512.026,24904.8012147,6.83256381076,117,NOT_AVAILABLE,-46.911456723,0.0367186239141,18.4815488594,0.0513457783476,0.363298982382,56.8728084315,-0.0464222952724,0.407067522075,-0.423875749111,-0.0146614247933,0.31110933423,711953,2015.0,-106.9920578,4.13098526001,-24.2689743042,12.4858055115,0.0851660892367,0.723474740982,0.294773936272,0.284366875887,1635378410781933568,66729876086786944,           ,EB
378,202093968.0,,,2.4700011,,,0.391717911541,100.862395219,2,0,35,37,37,37,True,5,3.9260430336,2.26643569476e-05,5.88653278351,3.87096427148,21.125741481,0.341174653694,0.0450787320733,-0.829808652401,0.534047544003,False,-2.19065324542,95.7497777863,-2147483648,191.140698527,0.000178397273406,7,3.95791522025,0.344887664037,-0.351743519306,-0.136997714639,1583263.10577,2333.4318313,10.0258873347,55,NOT_AVAILABLE,-11.9740350735,1.29590597135,-15.544316158,1.31994107864,-0.659732937813,96.161066305,-0.216066613793,0.453352821665,0.569732010365,0.182357043028,-0.760638356209,154060,2015.0,-35.5510826111,-0.66226965189,-37.0386581421,-40.5433578491,0.49178391695,0.166779056191,0.571688532829,0.936991155148,1635378410781933568,3375718847251660928,1340-150-1  ,EB
379,211545362.0,,,2.654569,,2.4736084938,0.97693877432,237.234213591,2,0,78,80,80,80,True,3,9.52120780945,6.71652378514e-06,1.03610193729,29.3429369915,13.7775482681,0.29643169686,-0.195817053318,0.341772288084,-0.16007591784,False,-4.67717714068,127.869048687,42193,211.845878032,5.81347910305e-05,11,4.87662626552,0.380441706238,-0.0624800845981,0.0419552959502,17382327.094,13598.9901163,7.42450026871,92,NOT_AVAILABLE,0.202826266446,0.0360739938716,1.86780208609,0.0484097842288,-0.166269645095,129.045642635,-0.556487441063,0.336344146599,0.0159934628755,-0.187827646732,0.278969734907,746506,2015.0,-143.791503906,37.6268463135,-28.7844257355,-41.3941917419,0.340205103159,0.584561347961,0.328403353691,0.717267274857,1635378410781933568,603419403027307136,           ,EB
380,210969614.0,,,2.754317,,,0.467480705752,358.401620427,4,1,133,136,137,137,True,5,4.63989257812,2.3205537218e-05,4.14147615433,-21.7832875004,22.4966739459,0.113447713411,0.589617311954,-0.552612066269,-0.295029580593,True,1.64592257848,63.6423571674,-2147483648,171.039184084,2.20603760919e-05,19,3.13183319027,0.51288101087,-0.425544679165,-0.829492986202,2075992.23442,9636.77749619,9.73170575226,141,NOT_AVAILABLE,-3.03003522502,0.555216894984,-8.53712605286,2.37368271325,0.160651162267,61.2921804425,0.211351066828,1.15234553354,0.731707036495,-0.394451230764,-0.906601309776,95209,2015.0,-1.02991497517,7.91866207123,1.17035830021,6.5552778244,0.617043852806,0.91991508007,0.691176772118,0.725818574429,1635378410781933568,53192792003997312,1262-50-1  ,EB
381,211726283.0,,,2.7853774,,,0.449460538045,285.539034133,5,1,66,70,71,71,True,5,4.46950340271,2.8165139156e-05,4.5713186264,26.3068362837,16.2719302944,0.19863140836,0.606571018696,-0.592591822147,0.469122856855,True,-3.29727644782,123.022432754,-2147483648,207.313064862,3.9513321633e-05,12,1.53478201037,0.437512685954,-0.635406792164,0.681205451488,588201.769866,3177.01684796,11.1009542465,88,NOT_AVAILABLE,-8.52973631467,1.2093886534,-2.59516889709,1.94097261549,-0.928259789944,124.525168056,-0.59151160717,0.308169875971,-0.520986557007,0.0803599208593,-0.119145706296,1424584,2015.0,16.9896011353,21.2458744049,17.5372619629,23.1773891449,0.272424697876,0.741601884365,0.49179443717,0.292662829161,1635378410781933568,655929123432040192,1378-1131-1,EB
382,210467408.0,,,2.8084934,,,0.885340223584,1181.07275901,1,1,104,104,105,105,True,5,8.6388425827,4.60123628727e-05,1.25292491913,-28.8711730357,14.84521978,0.257523088353,0.344205260277,-0.755240499973,0.502505421638,True,-5.35693542397,59.6787808877,-2147483648,175.253159226,3.10807220586e-05,16,2.65303029101,0.424919123306,-0.327590942383,0.136055245996,534878.877966,2245.42264151,11.2041314433,129,NOT_AVAILABLE,-11.8343354391,0.893091354384,19.6314434688,1.73609508188,-0.718502163887,58.6677879848,-0.578590989113,0.668094487374,-0.382569164038,0.401750952005,-0.46087282896,1227166,2015.0,-9.20536708832,8.93564224243,-3.29252743721,9.11853218079,0.3410359025,0.877547204494,0.37992426753,0.58854675293,1635378410781933568,40041018028183680,664-177-1  ,EB
383,210769880.0,,,2.8740098,,,0.61706423197,373.070510862,3,0,101,104,104,104,True,5,6.06364965439,2.56169314525e-05,2.41574478149,-23.0583170019,19.4111732922,0.509012788307,0.135966911912,-0.960331022739,0.855374872684,False,-1.60194390888,64.2025361538,-2147483648,174.327064451,3.6261874829e-05,15,1.12486134067,0.312283515671,-0.115239992738,0.0629159584641,769286.876729,724.66746773,10.8095492542,120,NOT_AVAILABLE,-0.474437031476,1.06739838202,-6.39896710258,1.60147566811,-0.830001473427,62.5328998489,-0.878067493439,0.921015805821,-0.243430584669,0.86404466629,-0.93632632494,1286588,2015.0,149.205963135,0.584082841873,20.3899688721,27.2178936005,0.309863895178,0.562515854836,0.229348272085,0.277901023626,1635378410781933568,48729736868085248,1259-817-1 ,EB
384,211345799.0,,,2.8769154,,,0.662394857714,468.312924912,4,0,103,107,107,107,True,5,6.49738502502,2.11348287849e-05,2.10747885704,26.0893008242,10.7370484604,0.168271442988,0.121793076396,-0.351904541254,0.202616199851,False,-8.16407259939,126.481205993,-2147483648,213.951769902,2.89838773562e-05,16,1.41965053223,0.401725526112,-0.656786084175,0.8131031394,2233875.04446,3250.2925997,9.65212287266,133,NOT_AVAILABLE,-5.46097767483,0.630684763663,-2.2676409972,1.18777374901,-0.824941694736,126.799786938,-0.462672591209,0.254448970552,-0.569562196732,0.467280238867,-0.552253782749,1354501,2015.0,-153.758529663,30.950881958,-34.5716247559,-40.977519989,0.490930110216,0.547835469246,0.300676077604,0.46075129509,1635378410781933568,600897088993108096,800-649-1  ,EB
